0 Ensemble_score =  1.632 z-score -6.815 Chi = 1.632 c1 = 1.043 c2 = 0.491
 769 Int325_5_B10890001_MSE.pdb.dat    (0.380) [ 0.063, 0.413, 0.103 ] 
 784 Int350_0_B10570001_MSE.pdb.dat    (0.432) [ 0.004, 0.388, 0.114 ] 
 992 Int350_7_B10950001_MSE.pdb.dat    (0.188) [ 0.003, 0.261, 0.050 ] 
9 Ensemble_score =  1.873 z-score -4.973 Chi = 1.873 c1 = 1.042 c2 = 0.707
 769 Int325_5_B10890001_MSE.pdb.dat    (0.318) [ 0.063, 0.413, 0.103 ] 
 911 Int300_8_B10730001_MSE.pdb.dat    (0.388) [ 0.006, 0.259, 0.104 ] 
 992 Int350_7_B10950001_MSE.pdb.dat    (0.294) [ 0.003, 0.261, 0.050 ] 
10 Ensemble_score =  1.894 z-score -4.807 Chi = 1.894 c1 = 1.044 c2 = 0.580
 708 Int300_8_B10700001_MSE.pdb.dat    (0.401) [ 0.004, 0.270, 0.078 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.293) [ 0.063, 0.413, 0.103 ] 
 983 Int350_7_B10860001_MSE.pdb.dat    (0.307) [ 0.004, 0.250, 0.046 ] 
11 Ensemble_score =  1.896 z-score -4.791 Chi = 1.896 c1 = 1.044 c2 = 0.676
 769 Int325_5_B10890001_MSE.pdb.dat    (0.315) [ 0.063, 0.413, 0.103 ] 
 911 Int300_8_B10730001_MSE.pdb.dat    (0.384) [ 0.006, 0.259, 0.104 ] 
 936 Int350_7_B10910001_MSE.pdb.dat    (0.301) [ 0.002, 0.262, 0.056 ] 
12 Ensemble_score =  1.926 z-score -4.564 Chi = 1.926 c1 = 1.044 c2 = 0.476
 488 Int300_9_B10970001_MSE.pdb.dat    (0.429) [ 0.007, 0.334, 0.126 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.319) [ 0.063, 0.413, 0.103 ] 
 875 Int350_7_B10880001_MSE.pdb.dat    (0.252) [ 0.002, 0.255, 0.062 ] 
13 Ensemble_score =  1.926 z-score -4.562 Chi = 1.926 c1 = 1.044 c2 = 0.604
 769 Int325_5_B10890001_MSE.pdb.dat    (0.383) [ 0.063, 0.413, 0.103 ] 
 784 Int350_0_B10570001_MSE.pdb.dat    (0.431) [ 0.004, 0.388, 0.114 ] 
 936 Int350_7_B10910001_MSE.pdb.dat    (0.186) [ 0.002, 0.262, 0.056 ] 
14 Ensemble_score =  1.933 z-score -4.511 Chi = 1.933 c1 = 1.042 c2 = 0.347
 184 Int300_9_B10850001_MSE.pdb.dat    (0.596) [ 0.004, 0.511, 0.061 ] 
 878 Int325_8_B10900001_MSE.pdb.dat    (0.086) [ 0.003, 0.083, 0.019 ] 
1145 Int325_5_B11000001_MSE.pdb.dat    (0.318) [ 0.059, 0.502, 0.104 ] 
15 Ensemble_score =  1.934 z-score -4.498 Chi = 1.934 c1 = 1.043 c2 = 0.472
 354 Int300_9_B10840001_MSE.pdb.dat    (0.559) [ 0.004, 0.488, 0.053 ] 
 878 Int325_8_B10900001_MSE.pdb.dat    (0.084) [ 0.003, 0.083, 0.019 ] 
1145 Int325_5_B11000001_MSE.pdb.dat    (0.357) [ 0.059, 0.502, 0.104 ] 
16 Ensemble_score =  1.944 z-score -4.429 Chi = 1.944 c1 = 1.041 c2 = 0.784
 621 Int300_9_B10900001_MSE.pdb.dat    (0.434) [ 0.008, 0.349, 0.141 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.377) [ 0.063, 0.413, 0.103 ] 
 992 Int350_7_B10950001_MSE.pdb.dat    (0.189) [ 0.003, 0.261, 0.050 ] 
17 Ensemble_score =  1.945 z-score -4.419 Chi = 1.945 c1 = 1.045 c2 = 0.611
 769 Int325_5_B10890001_MSE.pdb.dat    (0.384) [ 0.063, 0.413, 0.103 ] 
 784 Int350_0_B10570001_MSE.pdb.dat    (0.433) [ 0.004, 0.388, 0.114 ] 
 875 Int350_7_B10880001_MSE.pdb.dat    (0.183) [ 0.002, 0.255, 0.062 ] 
18 Ensemble_score =  1.955 z-score -4.342 Chi = 1.955 c1 = 1.044 c2 = 0.604
 442 Int300_9_B10790001_MSE.pdb.dat    (0.444) [ 0.004, 0.315, 0.099 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.325) [ 0.063, 0.413, 0.103 ] 
 983 Int350_7_B10860001_MSE.pdb.dat    (0.231) [ 0.004, 0.250, 0.046 ] 
19 Ensemble_score =  1.956 z-score -4.334 Chi = 1.956 c1 = 1.045 c2 = 0.642
 769 Int325_5_B10890001_MSE.pdb.dat    (0.394) [ 0.063, 0.413, 0.103 ] 
 784 Int350_0_B10570001_MSE.pdb.dat    (0.429) [ 0.004, 0.388, 0.114 ] 
 983 Int350_7_B10860001_MSE.pdb.dat    (0.176) [ 0.004, 0.250, 0.046 ] 
20 Ensemble_score =  1.962 z-score -4.285 Chi = 1.962 c1 = 1.043 c2 = 0.707
 621 Int300_9_B10900001_MSE.pdb.dat    (0.439) [ 0.008, 0.349, 0.141 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.370) [ 0.063, 0.413, 0.103 ] 
 875 Int350_7_B10880001_MSE.pdb.dat    (0.191) [ 0.002, 0.255, 0.062 ] 
21 Ensemble_score =  1.965 z-score -4.268 Chi = 1.965 c1 = 1.042 c2 = 0.707
 621 Int300_9_B10900001_MSE.pdb.dat    (0.437) [ 0.008, 0.349, 0.141 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.370) [ 0.063, 0.413, 0.103 ] 
 936 Int350_7_B10910001_MSE.pdb.dat    (0.192) [ 0.002, 0.262, 0.056 ] 
22 Ensemble_score =  1.985 z-score -4.114 Chi = 1.985 c1 = 1.044 c2 = 0.734
 769 Int325_5_B10890001_MSE.pdb.dat    (0.332) [ 0.063, 0.413, 0.103 ] 
 911 Int300_8_B10730001_MSE.pdb.dat    (0.381) [ 0.006, 0.259, 0.104 ] 
 983 Int350_7_B10860001_MSE.pdb.dat    (0.287) [ 0.004, 0.250, 0.046 ] 
23 Ensemble_score =  1.990 z-score -4.070 Chi = 1.990 c1 = 1.042 c2 = 0.520
 184 Int300_9_B10850001_MSE.pdb.dat    (0.567) [ 0.004, 0.511, 0.061 ] 
 878 Int325_8_B10900001_MSE.pdb.dat    (0.125) [ 0.003, 0.083, 0.019 ] 
 965 Int325_5_B10980001_MSE.pdb.dat    (0.308) [ 0.034, 0.511, 0.103 ] 
24 Ensemble_score =  1.991 z-score -4.064 Chi = 1.991 c1 = 1.041 c2 = 0.568
 354 Int300_9_B10840001_MSE.pdb.dat    (0.466) [ 0.004, 0.488, 0.053 ] 
 965 Int325_5_B10980001_MSE.pdb.dat    (0.460) [ 0.034, 0.511, 0.103 ] 
1953 Int300_8_B10840001_MSE.pdb.dat    (0.074) [ 0.023, 0.231, 0.093 ] 
25 Ensemble_score =  2.003 z-score -3.977 Chi = 2.003 c1 = 1.042 c2 = 0.541
 354 Int300_9_B10840001_MSE.pdb.dat    (0.550) [ 0.004, 0.488, 0.053 ] 
 878 Int325_8_B10900001_MSE.pdb.dat    (0.075) [ 0.003, 0.083, 0.019 ] 
 965 Int325_5_B10980001_MSE.pdb.dat    (0.375) [ 0.034, 0.511, 0.103 ] 
26 Ensemble_score =  2.010 z-score -3.922 Chi = 2.010 c1 = 1.043 c2 = 0.755
 621 Int300_9_B10900001_MSE.pdb.dat    (0.436) [ 0.008, 0.349, 0.141 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.385) [ 0.063, 0.413, 0.103 ] 
 983 Int350_7_B10860001_MSE.pdb.dat    (0.179) [ 0.004, 0.250, 0.046 ] 
27 Ensemble_score =  2.015 z-score -3.884 Chi = 2.015 c1 = 1.044 c2 = 0.587
 578 Int325_5_B10810001_MSE.pdb.dat    (0.317) [ 0.003, 0.248, 0.107 ] 
 911 Int300_8_B10730001_MSE.pdb.dat    (0.373) [ 0.006, 0.259, 0.104 ] 
 992 Int350_7_B10950001_MSE.pdb.dat    (0.310) [ 0.003, 0.261, 0.050 ] 
28 Ensemble_score =  2.021 z-score -3.838 Chi = 2.021 c1 = 1.044 c2 = 0.533
 104 Int300_9_B10870001_MSE.pdb.dat    (0.543) [ 0.002, 0.508, 0.041 ] 
 250 Int325_5_B10700001_MSE.pdb.dat    (0.185) [ 0.037, 0.192, 0.097 ] 
 814 Int325_5_B10920001_MSE.pdb.dat    (0.272) [ 0.008, 0.355, 0.086 ] 
29 Ensemble_score =  2.025 z-score -3.801 Chi = 2.025 c1 = 1.043 c2 = 0.688
 621 Int300_9_B10900001_MSE.pdb.dat    (0.446) [ 0.008, 0.349, 0.141 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.367) [ 0.063, 0.413, 0.103 ] 
 824 Int350_7_B10840001_MSE.pdb.dat    (0.187) [ 0.000, 0.187, 1.000 ] 
30 Ensemble_score =  2.027 z-score -3.791 Chi = 2.027 c1 = 1.042 c2 = 0.707
 474 Int300_9_B10800001_MSE.pdb.dat    (0.448) [ 0.006, 0.331, 0.097 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.348) [ 0.063, 0.413, 0.103 ] 
 983 Int350_7_B10860001_MSE.pdb.dat    (0.204) [ 0.004, 0.250, 0.046 ] 
31 Ensemble_score =  2.053 z-score -3.592 Chi = 2.053 c1 = 1.046 c2 = 0.491
 104 Int300_9_B10870001_MSE.pdb.dat    (0.554) [ 0.002, 0.508, 0.041 ] 
 250 Int325_5_B10700001_MSE.pdb.dat    (0.185) [ 0.037, 0.192, 0.097 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.261) [ 0.063, 0.413, 0.103 ] 
32 Ensemble_score =  2.071 z-score -3.450 Chi = 2.071 c1 = 1.045 c2 = 0.772
   9 Int325_6_B10770001_MSE.pdb.dat    (0.411) [ 0.815, 0.724, 0.064 ] 
 474 Int300_9_B10800001_MSE.pdb.dat    (0.377) [ 0.006, 0.331, 0.097 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.212) [ 0.063, 0.413, 0.103 ] 
33 Ensemble_score =  2.079 z-score -3.391 Chi = 2.079 c1 = 1.045 c2 = 0.587
 578 Int325_5_B10810001_MSE.pdb.dat    (0.315) [ 0.003, 0.248, 0.107 ] 
 911 Int300_8_B10730001_MSE.pdb.dat    (0.369) [ 0.006, 0.259, 0.104 ] 
 936 Int350_7_B10910001_MSE.pdb.dat    (0.316) [ 0.002, 0.262, 0.056 ] 
34 Ensemble_score =  2.088 z-score -3.324 Chi = 2.088 c1 = 1.044 c2 = 0.595
   9 Int325_6_B10770001_MSE.pdb.dat    (0.444) [ 0.815, 0.724, 0.064 ] 
  18 Int300_7_B10690001_MSE.pdb.dat    (0.441) [ 0.001, 0.300, 0.141 ] 
 250 Int325_5_B10700001_MSE.pdb.dat    (0.115) [ 0.037, 0.192, 0.097 ] 
35 Ensemble_score =  2.091 z-score -3.295 Chi = 2.091 c1 = 1.043 c2 = 0.669
 250 Int325_5_B10700001_MSE.pdb.dat    (0.138) [ 0.037, 0.192, 0.097 ] 
 400 Int300_9_B10890001_MSE.pdb.dat    (0.512) [ 0.003, 0.346, 0.143 ] 
1145 Int325_5_B11000001_MSE.pdb.dat    (0.350) [ 0.059, 0.502, 0.104 ] 
36 Ensemble_score =  2.120 z-score -3.078 Chi = 2.120 c1 = 1.045 c2 = 0.669
 250 Int325_5_B10700001_MSE.pdb.dat    (0.101) [ 0.037, 0.192, 0.097 ] 
 784 Int350_0_B10570001_MSE.pdb.dat    (0.488) [ 0.004, 0.388, 0.114 ] 
1145 Int325_5_B11000001_MSE.pdb.dat    (0.411) [ 0.059, 0.502, 0.104 ] 
37 Ensemble_score =  2.124 z-score -3.047 Chi = 2.124 c1 = 1.040 c2 = 0.658
 354 Int300_9_B10840001_MSE.pdb.dat    (0.537) [ 0.004, 0.488, 0.053 ] 
 874 Int325_5_B10950001_MSE.pdb.dat    (0.391) [ 0.001, 0.255, 0.123 ] 
 878 Int325_8_B10900001_MSE.pdb.dat    (0.072) [ 0.003, 0.083, 0.019 ] 
38 Ensemble_score =  2.127 z-score -3.021 Chi = 2.127 c1 = 1.045 c2 = 0.813
   9 Int325_6_B10770001_MSE.pdb.dat    (0.352) [ 0.815, 0.724, 0.064 ] 
 621 Int300_9_B10900001_MSE.pdb.dat    (0.381) [ 0.008, 0.349, 0.141 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.267) [ 0.063, 0.413, 0.103 ] 
39 Ensemble_score =  2.130 z-score -2.996 Chi = 2.130 c1 = 1.046 c2 = 0.627
 578 Int325_5_B10810001_MSE.pdb.dat    (0.334) [ 0.003, 0.248, 0.107 ] 
 911 Int300_8_B10730001_MSE.pdb.dat    (0.364) [ 0.006, 0.259, 0.104 ] 
 983 Int350_7_B10860001_MSE.pdb.dat    (0.302) [ 0.004, 0.250, 0.046 ] 
40 Ensemble_score =  2.140 z-score -2.921 Chi = 2.140 c1 = 1.046 c2 = 0.707
   9 Int325_6_B10770001_MSE.pdb.dat    (0.566) [ 0.815, 0.724, 0.064 ] 
 225 Int325_5_B10660001_MSE.pdb.dat    (0.119) [ 0.039, 0.138, 0.068 ] 
 389 Int300_8_B10650001_MSE.pdb.dat    (0.315) [ 0.002, 0.290, 0.030 ] 
41 Ensemble_score =  2.142 z-score -2.909 Chi = 2.142 c1 = 1.044 c2 = 0.700
   9 Int325_6_B10770001_MSE.pdb.dat    (0.614) [ 0.815, 0.724, 0.064 ] 
 109 Int300_7_B10800001_MSE.pdb.dat    (0.334) [ 0.002, 0.300, 0.047 ] 
2379 Basic300_2_B10520001_MSE.pdb.dat    (0.053) [ 0.004, 0.082, 0.025 ] 
42 Ensemble_score =  2.142 z-score -2.904 Chi = 2.142 c1 = 1.043 c2 = 0.813
 250 Int325_5_B10700001_MSE.pdb.dat    (0.101) [ 0.037, 0.192, 0.097 ] 
 621 Int300_9_B10900001_MSE.pdb.dat    (0.496) [ 0.008, 0.349, 0.141 ] 
1145 Int325_5_B11000001_MSE.pdb.dat    (0.402) [ 0.059, 0.502, 0.104 ] 
43 Ensemble_score =  2.143 z-score -2.898 Chi = 2.143 c1 = 1.044 c2 = 0.700
   9 Int325_6_B10770001_MSE.pdb.dat    (0.614) [ 0.815, 0.724, 0.064 ] 
 109 Int300_7_B10800001_MSE.pdb.dat    (0.333) [ 0.002, 0.300, 0.047 ] 
2415 Basic300_2_B10500001_MSE.pdb.dat    (0.052) [ 0.016, 0.104, 0.025 ] 
44 Ensemble_score =  2.147 z-score -2.872 Chi = 2.147 c1 = 1.044 c2 = 0.638
 784 Int350_0_B10570001_MSE.pdb.dat    (0.459) [ 0.004, 0.388, 0.114 ] 
1145 Int325_5_B11000001_MSE.pdb.dat    (0.490) [ 0.059, 0.502, 0.104 ] 
2122 Basic350_2_B10900001_MSE.pdb.dat    (0.051) [ 0.025, 0.205, 0.086 ] 
45 Ensemble_score =  2.151 z-score -2.840 Chi = 2.151 c1 = 1.045 c2 = 0.518
 104 Int300_9_B10870001_MSE.pdb.dat    (0.483) [ 0.002, 0.508, 0.041 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.415) [ 0.063, 0.413, 0.103 ] 
1245 Int350_0_B10530001_MSE.pdb.dat    (0.102) [ 0.013, 0.329, 0.104 ] 
46 Ensemble_score =  2.152 z-score -2.832 Chi = 2.152 c1 = 1.046 c2 = 0.707
   9 Int325_6_B10770001_MSE.pdb.dat    (0.670) [ 0.815, 0.724, 0.064 ] 
 389 Int300_8_B10650001_MSE.pdb.dat    (0.261) [ 0.002, 0.290, 0.030 ] 
1590 Int325_1_B10740001_MSE.pdb.dat    (0.069) [ 0.300, 0.145, 0.036 ] 
47 Ensemble_score =  2.152 z-score -2.829 Chi = 2.152 c1 = 1.046 c2 = 0.707
   9 Int325_6_B10770001_MSE.pdb.dat    (0.673) [ 0.815, 0.724, 0.064 ] 
 389 Int300_8_B10650001_MSE.pdb.dat    (0.260) [ 0.002, 0.290, 0.030 ] 
1698 Int325_1_B10750001_MSE.pdb.dat    (0.068) [ 0.258, 0.144, 0.032 ] 
48 Ensemble_score =  2.166 z-score -2.727 Chi = 2.166 c1 = 1.046 c2 = 0.635
   9 Int325_6_B10770001_MSE.pdb.dat    (0.661) [ 0.815, 0.724, 0.064 ] 
 336 Int300_8_B10640001_MSE.pdb.dat    (0.266) [ 0.001, 0.265, 0.001 ] 
1698 Int325_1_B10750001_MSE.pdb.dat    (0.073) [ 0.258, 0.144, 0.032 ] 
49 Ensemble_score =  2.167 z-score -2.715 Chi = 2.167 c1 = 1.043 c2 = 0.870
 974 Basic350_2_B11000001_MSE.pdb.dat    (0.308) [ 0.003, 0.216, 0.061 ] 
1145 Int325_5_B11000001_MSE.pdb.dat    (0.522) [ 0.059, 0.502, 0.104 ] 
1953 Int300_8_B10840001_MSE.pdb.dat    (0.171) [ 0.023, 0.231, 0.093 ] 
50 Ensemble_score =  2.172 z-score -2.674 Chi = 2.172 c1 = 1.044 c2 = 0.707
 250 Int325_5_B10700001_MSE.pdb.dat    (0.069) [ 0.037, 0.192, 0.097 ] 
 784 Int350_0_B10570001_MSE.pdb.dat    (0.487) [ 0.004, 0.388, 0.114 ] 
 965 Int325_5_B10980001_MSE.pdb.dat    (0.443) [ 0.034, 0.511, 0.103 ] 
51 Ensemble_score =  2.178 z-score -2.635 Chi = 2.178 c1 = 1.043 c2 = 1.076
 533 Int300_7_B10860001_MSE.pdb.dat    (0.193) [ 0.011, 0.221, 0.049 ] 
1145 Int325_5_B11000001_MSE.pdb.dat    (0.507) [ 0.059, 0.502, 0.104 ] 
1836 Int300_8_B11000001_MSE.pdb.dat    (0.299) [ 0.049, 0.301, 0.105 ] 
52 Ensemble_score =  2.179 z-score -2.624 Chi = 2.179 c1 = 1.047 c2 = 0.635
   9 Int325_6_B10770001_MSE.pdb.dat    (0.662) [ 0.815, 0.724, 0.064 ] 
 336 Int300_8_B10640001_MSE.pdb.dat    (0.264) [ 0.001, 0.265, 0.001 ] 
1590 Int325_1_B10740001_MSE.pdb.dat    (0.075) [ 0.300, 0.145, 0.036 ] 
53 Ensemble_score =  2.182 z-score -2.602 Chi = 2.182 c1 = 1.046 c2 = 0.715
   9 Int325_6_B10770001_MSE.pdb.dat    (0.442) [ 0.815, 0.724, 0.064 ] 
 474 Int300_9_B10800001_MSE.pdb.dat    (0.358) [ 0.006, 0.331, 0.097 ] 
 578 Int325_5_B10810001_MSE.pdb.dat    (0.199) [ 0.003, 0.248, 0.107 ] 
54 Ensemble_score =  2.189 z-score -2.547 Chi = 2.189 c1 = 1.046 c2 = 0.669
   9 Int325_6_B10770001_MSE.pdb.dat    (0.607) [ 0.815, 0.724, 0.064 ] 
 250 Int325_5_B10700001_MSE.pdb.dat    (0.069) [ 0.037, 0.192, 0.097 ] 
 389 Int300_8_B10650001_MSE.pdb.dat    (0.325) [ 0.002, 0.290, 0.030 ] 
55 Ensemble_score =  2.190 z-score -2.536 Chi = 2.190 c1 = 1.046 c2 = 0.897
   9 Int325_6_B10770001_MSE.pdb.dat    (0.388) [ 0.815, 0.724, 0.064 ] 
 978 Int350_0_B10450001_MSE.pdb.dat    (0.349) [ 0.006, 0.240, 0.090 ] 
1145 Int325_5_B11000001_MSE.pdb.dat    (0.263) [ 0.059, 0.502, 0.104 ] 
56 Ensemble_score =  2.193 z-score -2.517 Chi = 2.193 c1 = 1.047 c2 = 0.688
   9 Int325_6_B10770001_MSE.pdb.dat    (0.680) [ 0.815, 0.724, 0.064 ] 
 463 Int300_8_B10670001_MSE.pdb.dat    (0.218) [ 0.001, 0.249, 0.040 ] 
1590 Int325_1_B10740001_MSE.pdb.dat    (0.102) [ 0.300, 0.145, 0.036 ] 
57 Ensemble_score =  2.196 z-score -2.493 Chi = 2.196 c1 = 1.044 c2 = 0.669
   9 Int325_6_B10770001_MSE.pdb.dat    (0.609) [ 0.815, 0.724, 0.064 ] 
 109 Int300_7_B10800001_MSE.pdb.dat    (0.340) [ 0.002, 0.300, 0.047 ] 
1590 Int325_1_B10740001_MSE.pdb.dat    (0.051) [ 0.300, 0.145, 0.036 ] 
58 Ensemble_score =  2.196 z-score -2.492 Chi = 2.196 c1 = 1.046 c2 = 0.700
   9 Int325_6_B10770001_MSE.pdb.dat    (0.682) [ 0.815, 0.724, 0.064 ] 
 463 Int300_8_B10670001_MSE.pdb.dat    (0.223) [ 0.001, 0.249, 0.040 ] 
1698 Int325_1_B10750001_MSE.pdb.dat    (0.094) [ 0.258, 0.144, 0.032 ] 
59 Ensemble_score =  2.198 z-score -2.481 Chi = 2.198 c1 = 1.045 c2 = 0.688
   9 Int325_6_B10770001_MSE.pdb.dat    (0.693) [ 0.815, 0.724, 0.064 ] 
 644 Int300_7_B10370001_MSE.pdb.dat    (0.256) [ 0.001, 0.257, 0.001 ] 
1698 Int325_1_B10750001_MSE.pdb.dat    (0.052) [ 0.258, 0.144, 0.032 ] 
60 Ensemble_score =  2.199 z-score -2.469 Chi = 2.199 c1 = 1.044 c2 = 0.949
   4 Int300_8_B10400001_MSE.pdb.dat    (0.289) [ 0.010, 0.338, 0.055 ] 
 965 Int325_5_B10980001_MSE.pdb.dat    (0.415) [ 0.034, 0.511, 0.103 ] 
1403 Int300_8_B10790001_MSE.pdb.dat    (0.296) [ 0.012, 0.270, 0.088 ] 
61 Ensemble_score =  2.199 z-score -2.468 Chi = 2.199 c1 = 1.045 c2 = 0.765
 225 Int325_5_B10660001_MSE.pdb.dat    (0.314) [ 0.039, 0.138, 0.068 ] 
 419 Int300_9_B11000001_MSE.pdb.dat    (0.424) [ 0.012, 0.326, 0.104 ] 
1145 Int325_5_B11000001_MSE.pdb.dat    (0.262) [ 0.059, 0.502, 0.104 ] 
62 Ensemble_score =  2.203 z-score -2.443 Chi = 2.203 c1 = 1.045 c2 = 0.805
   9 Int325_6_B10770001_MSE.pdb.dat    (0.449) [ 0.815, 0.724, 0.064 ] 
 327 Int325_5_B10730001_MSE.pdb.dat    (0.236) [ 0.018, 0.209, 0.091 ] 
 474 Int300_9_B10800001_MSE.pdb.dat    (0.315) [ 0.006, 0.331, 0.097 ] 
63 Ensemble_score =  2.205 z-score -2.425 Chi = 2.205 c1 = 1.045 c2 = 0.688
   9 Int325_6_B10770001_MSE.pdb.dat    (0.692) [ 0.815, 0.724, 0.064 ] 
 644 Int300_7_B10370001_MSE.pdb.dat    (0.258) [ 0.001, 0.257, 0.001 ] 
1590 Int325_1_B10740001_MSE.pdb.dat    (0.051) [ 0.300, 0.145, 0.036 ] 
64 Ensemble_score =  2.208 z-score -2.403 Chi = 2.208 c1 = 1.043 c2 = 0.832
 250 Int325_5_B10700001_MSE.pdb.dat    (0.077) [ 0.037, 0.192, 0.097 ] 
 621 Int300_9_B10900001_MSE.pdb.dat    (0.494) [ 0.008, 0.349, 0.141 ] 
 965 Int325_5_B10980001_MSE.pdb.dat    (0.429) [ 0.034, 0.511, 0.103 ] 
65 Ensemble_score =  2.208 z-score -2.399 Chi = 2.208 c1 = 1.043 c2 = 0.626
 184 Int300_9_B10850001_MSE.pdb.dat    (0.443) [ 0.004, 0.511, 0.061 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.431) [ 0.063, 0.413, 0.103 ] 
1245 Int350_0_B10530001_MSE.pdb.dat    (0.126) [ 0.013, 0.329, 0.104 ] 
66 Ensemble_score =  2.208 z-score -2.399 Chi = 2.208 c1 = 1.046 c2 = 0.734
   9 Int325_6_B10770001_MSE.pdb.dat    (0.433) [ 0.815, 0.724, 0.064 ] 
 442 Int300_9_B10790001_MSE.pdb.dat    (0.369) [ 0.004, 0.315, 0.099 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.198) [ 0.063, 0.413, 0.103 ] 
67 Ensemble_score =  2.210 z-score -2.387 Chi = 2.210 c1 = 1.046 c2 = 0.755
   9 Int325_6_B10770001_MSE.pdb.dat    (0.691) [ 0.815, 0.724, 0.064 ] 
 708 Int300_8_B10700001_MSE.pdb.dat    (0.178) [ 0.004, 0.270, 0.078 ] 
1354 Int325_1_B10720001_MSE.pdb.dat    (0.131) [ 0.084, 0.171, 0.028 ] 
68 Ensemble_score =  2.211 z-score -2.377 Chi = 2.211 c1 = 1.047 c2 = 0.587
   2 Basic300_0_B10880001_MSE.pdb.dat    (0.445) [ 0.007, 0.444, 0.072 ] 
