0 Ensemble_score =  1.683 z-score -3.115 Chi = 1.683 c1 = 1.044 c2 = 0.453
 225 Int325_5_B10660001_MSE.pdb.dat    (0.083) [ 0.185, 0.113, 0.041 ] 
 419 Int300_9_B11000001_MSE.pdb.dat    (0.422) [ 0.071, 0.251, 0.067 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.276) [ 0.420, 0.299, 0.108 ] 
 875 Int350_7_B10880001_MSE.pdb.dat    (0.219) [ 0.022, 0.241, 0.040 ] 
1 Ensemble_score =  1.740 z-score -2.777 Chi = 1.740 c1 = 1.044 c2 = 0.522
 488 Int300_9_B10970001_MSE.pdb.dat    (0.340) [ 0.025, 0.238, 0.093 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.333) [ 0.420, 0.299, 0.108 ] 
 983 Int350_7_B10860001_MSE.pdb.dat    (0.270) [ 0.132, 0.255, 0.042 ] 
2127 Int300_2_B10550001_MSE.pdb.dat    (0.057) [ 0.010, 0.118, 0.038 ] 
2 Ensemble_score =  1.796 z-score -2.441 Chi = 1.796 c1 = 1.044 c2 = 0.549
 488 Int300_9_B10970001_MSE.pdb.dat    (0.280) [ 0.025, 0.238, 0.093 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.327) [ 0.420, 0.299, 0.108 ] 
 936 Int350_7_B10910001_MSE.pdb.dat    (0.266) [ 0.022, 0.242, 0.044 ] 
1135 Int300_8_B10760001_MSE.pdb.dat    (0.127) [ 0.043, 0.180, 0.082 ] 
3 Ensemble_score =  1.809 z-score -2.364 Chi = 1.809 c1 = 1.043 c2 = 0.669
 769 Int325_5_B10890001_MSE.pdb.dat    (0.320) [ 0.420, 0.299, 0.108 ] 
 911 Int300_8_B10730001_MSE.pdb.dat    (0.259) [ 0.059, 0.228, 0.070 ] 
 992 Int350_7_B10950001_MSE.pdb.dat    (0.321) [ 0.042, 0.257, 0.046 ] 
2248 Int300_2_B10490001_MSE.pdb.dat    (0.100) [ 0.016, 0.123, 0.049 ] 
4 Ensemble_score =  1.815 z-score -2.329 Chi = 1.815 c1 = 1.044 c2 = 0.549
 488 Int300_9_B10970001_MSE.pdb.dat    (0.350) [ 0.025, 0.238, 0.093 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.335) [ 0.420, 0.299, 0.108 ] 
 936 Int350_7_B10910001_MSE.pdb.dat    (0.252) [ 0.022, 0.242, 0.044 ] 
1403 Int300_8_B10790001_MSE.pdb.dat    (0.063) [ 0.065, 0.125, 0.060 ] 
5 Ensemble_score =  1.816 z-score -2.323 Chi = 1.816 c1 = 1.045 c2 = 0.611
 708 Int300_8_B10700001_MSE.pdb.dat    (0.245) [ 0.037, 0.233, 0.073 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.319) [ 0.420, 0.299, 0.108 ] 
 983 Int350_7_B10860001_MSE.pdb.dat    (0.321) [ 0.132, 0.255, 0.042 ] 
2198 Int300_2_B10530001_MSE.pdb.dat    (0.114) [ 0.015, 0.130, 0.039 ] 
6 Ensemble_score =  1.819 z-score -2.307 Chi = 1.819 c1 = 1.045 c2 = 0.549
 708 Int300_8_B10700001_MSE.pdb.dat    (0.350) [ 0.037, 0.233, 0.073 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.289) [ 0.420, 0.299, 0.108 ] 
 875 Int350_7_B10880001_MSE.pdb.dat    (0.309) [ 0.022, 0.241, 0.040 ] 
1729 Int300_8_B10990001_MSE.pdb.dat    (0.051) [ 0.079, 0.112, 0.049 ] 
7 Ensemble_score =  1.820 z-score -2.301 Chi = 1.820 c1 = 1.045 c2 = 0.611
 708 Int300_8_B10700001_MSE.pdb.dat    (0.234) [ 0.037, 0.233, 0.073 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.322) [ 0.420, 0.299, 0.108 ] 
 983 Int350_7_B10860001_MSE.pdb.dat    (0.322) [ 0.132, 0.255, 0.042 ] 
2127 Int300_2_B10550001_MSE.pdb.dat    (0.122) [ 0.010, 0.118, 0.038 ] 
8 Ensemble_score =  1.821 z-score -2.295 Chi = 1.821 c1 = 1.043 c2 = 0.700
 769 Int325_5_B10890001_MSE.pdb.dat    (0.359) [ 0.420, 0.299, 0.108 ] 
 784 Int350_0_B10570001_MSE.pdb.dat    (0.130) [ 0.040, 0.258, 0.106 ] 
 992 Int350_7_B10950001_MSE.pdb.dat    (0.253) [ 0.042, 0.257, 0.046 ] 
1135 Int300_8_B10760001_MSE.pdb.dat    (0.258) [ 0.043, 0.180, 0.082 ] 
9 Ensemble_score =  1.826 z-score -2.261 Chi = 1.826 c1 = 1.045 c2 = 0.549
 708 Int300_8_B10700001_MSE.pdb.dat    (0.307) [ 0.037, 0.233, 0.073 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.286) [ 0.420, 0.299, 0.108 ] 
 875 Int350_7_B10880001_MSE.pdb.dat    (0.315) [ 0.022, 0.241, 0.040 ] 
1135 Int300_8_B10760001_MSE.pdb.dat    (0.092) [ 0.043, 0.180, 0.082 ] 
10 Ensemble_score =  1.828 z-score -2.248 Chi = 1.828 c1 = 1.043 c2 = 0.738
 769 Int325_5_B10890001_MSE.pdb.dat    (0.345) [ 0.420, 0.299, 0.108 ] 
 911 Int300_8_B10730001_MSE.pdb.dat    (0.065) [ 0.059, 0.228, 0.070 ] 
 992 Int350_7_B10950001_MSE.pdb.dat    (0.283) [ 0.042, 0.257, 0.046 ] 
1135 Int300_8_B10760001_MSE.pdb.dat    (0.307) [ 0.043, 0.180, 0.082 ] 
11 Ensemble_score =  1.828 z-score -2.248 Chi = 1.828 c1 = 1.045 c2 = 0.611
 708 Int300_8_B10700001_MSE.pdb.dat    (0.275) [ 0.037, 0.233, 0.073 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.309) [ 0.420, 0.299, 0.108 ] 
 983 Int350_7_B10860001_MSE.pdb.dat    (0.324) [ 0.132, 0.255, 0.042 ] 
2248 Int300_2_B10490001_MSE.pdb.dat    (0.092) [ 0.016, 0.123, 0.049 ] 
12 Ensemble_score =  1.841 z-score -2.173 Chi = 1.841 c1 = 1.045 c2 = 0.669
 708 Int300_8_B10700001_MSE.pdb.dat    (0.288) [ 0.037, 0.233, 0.073 ] 
 769 Int325_5_B10890001_MSE.pdb.dat    (0.334) [ 0.420, 0.299, 0.108 ] 
 983 Int350_7_B10860001_MSE.pdb.dat    (0.280) [ 0.132, 0.255, 0.042 ] 
1729 Int300_8_B10990001_MSE.pdb.dat    (0.097) [ 0.079, 0.112, 0.049 ] 
13 Ensemble_score =  1.844 z-score -2.155 Chi = 1.844 c1 = 1.043 c2 = 0.765
 769 Int325_5_B10890001_MSE.pdb.dat    (0.349) [ 0.420, 0.299, 0.108 ] 
 911 Int300_8_B10730001_MSE.pdb.dat    (0.288) [ 0.059, 0.228, 0.070 ] 
 992 Int350_7_B10950001_MSE.pdb.dat    (0.273) [ 0.042, 0.257, 0.046 ] 
1729 Int300_8_B10990001_MSE.pdb.dat    (0.090) [ 0.079, 0.112, 0.049 ] 
14 Ensemble_score =  1.847 z-score -2.134 Chi = 1.847 c1 = 1.044 c2 = 0.669
