# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000    137843843.47263241 28947.20712925
0.00100    137778700.30621529 45466.97218083
0.00200    137583473.17463303 68103.82137795
0.00300    137258786.64616299 98826.32990574
0.00400    136805650.32267284 123125.08996891
0.00500    136225515.59993362 147123.56267126
0.00600    135520186.62930870 142296.20175395
0.00700    134691891.56182098 161630.27659158
0.00800    133743183.69676495 216663.96673630
0.00900    132677063.54371929 258720.28496995
0.01000    131496752.05789471 260363.58031700
0.01100    130205932.90004158 257807.75836686
0.01200    128808483.18227196 376764.82982695
0.01300    127308685.00510025 401022.37545307
0.01400    125710956.79982185 367704.56494017
0.01500    124020110.95094967 416707.59135070
0.01600    122241006.45685339 342886.03843967
0.01700    120378933.44070292 357525.44835702
0.01800    118439107.27888107 405061.76512057
0.01900    116427085.22315741 349281.27142994
0.02000    114348399.00256920 648355.45167336
0.02100    112208879.43407011 518405.04648910
0.02200    110014103.04834747 379548.67276058
0.02300    107770062.42001390 504363.91508350
0.02400    105482455.32581568 514226.99316084
0.02500    103157237.34665489 563238.54163619
0.02600    100800076.63961697 571536.46068773
0.02700    98416829.15420294 537355.91179345
0.02800    96012990.56147671 459422.18090559
0.02900    93594306.59776258 505409.27883338
0.03000    91166058.25233078 466314.40939494
0.03100    88733629.07247782 596290.01480423
0.03200    86302065.99986935 469914.77101269
0.03300    83876466.25198746 470546.99736609
0.03400    81461390.77910805 427672.32132328
0.03500    79061559.56059647 426932.44134214
0.03600    76681158.88253641 468138.49661231
0.03700    74324419.37811899 466014.13105280
0.03800    71995085.59085131 505405.52423772
0.03900    69696869.19396782 501817.48143574
0.04000    67432948.85359240 663540.24746712
0.04100    65206609.82195997 492961.99311097
0.04200    63020556.43765545 406482.60788077
0.04300    60877375.64529896 401790.69790928
0.04400    58779337.10375118 476112.65265198
0.04500    56728571.96229219 508855.31414567
0.04600    54726687.66492939 578734.74896019
0.04700    52775335.19450331 493977.16039440
0.04800    50875695.15672135 448723.65216055
0.04900    49028878.18604302 367716.60351161
0.05000    47235551.43973112 542027.97801106
0.05100    45496369.73165488 638769.06078888
0.05200    43811528.45204163 348301.66742503
0.05300    42181314.26965427 341668.66151206
0.05400    40605549.24068451 368495.37654357
0.05500    39084018.02411747 459628.07340494
0.05600    37616235.06071281 353780.70725488
0.05700    36201723.27360916 377946.00861844
0.05800    34839573.71815729 462495.36270356
0.05900    33528999.50343585 362113.21154990
0.06000    32268952.85552287 354313.11890673
0.06100    31058379.31300855 433264.41166350
0.06200    29896017.86360264 452027.81122704
0.06300    28780591.98420215 276293.69596654
0.06400    27710610.29916799 270178.46305225
0.06500    26684794.71329510 343433.32402516
0.06600    25701574.32734239 284130.91748284
0.06700    24759419.28747869 303055.30626141
0.06800    23856786.26851285 320993.07426823
0.06900    22992142.87255764 434551.52063657
0.07000    22163835.97743845 259649.35063467
0.07100    21370303.66932511 253879.21948272
0.07200    20609977.25069213 225679.26146743
0.07300    19881374.63374698 286888.24940729
0.07400    19182861.60158515 345291.52501033
0.07500    18512970.94700742 337676.60590116
0.07600    17870230.17515302 268321.51865900
0.07700    17253266.86651206 343167.49406554
0.07800    16660609.32895708 217171.05278746
0.07900    16090974.29792857 212400.87069505
0.08000    15543109.21189702 207733.66436201
0.08100    15015787.57097042 277041.29368269
0.08200    14507787.00247443 216746.34798783
0.08300    14018040.17428923 335591.89752248
0.08400    13545498.34620619 207246.13442481
0.08500    13089182.87772745 168850.46704940
0.08600    12648157.31641710 231081.84502058
0.08700    12221548.54404455 177456.89319250
0.08800    11808526.60616004 157643.83759579
0.08900    11408369.06586117 184815.58754768
0.09000    11020389.46741390 225642.48494497
0.09100    10643910.83659828 146885.97644593
0.09200    10278342.37974912 172059.45952151
0.09300    9923203.89864552 167900.61785509
0.09400    9577913.24185205 163782.32413303
0.09500    9242087.35388899 199629.09622711
0.09600    8915319.84531695 181605.07378596
0.09700    8597254.17872810 164293.53507939
0.09800    8287554.60944265 123070.19173670
0.09900    7985952.42945927 191662.86731948
0.10000    7692122.65537000 128189.23008012
0.10100    7405895.35358036 169965.30635844
0.10200    7127081.60169280 198204.14866587
0.10300    6855450.34711915 149723.04262417
0.10400    6590889.80945319 114187.17132072
0.10500    6333307.92308238 120839.52085783
0.10600    6082443.56789076 156197.15817307
0.10700    5838343.57410634 151329.87256207
0.10800    5600834.27082309 109888.37356508
0.10900    5369860.13595444 115183.50533741
0.11000    5145347.42827222 111371.05032714
0.11100    4927244.19248691 82777.70633041
0.11200    4715459.22054142 95912.44506109
0.11300    4509963.62271133 84832.41973718
0.11400    4310725.06719667 96668.01418344
0.11500    4117654.39645135 78811.90885917
0.11600    3930716.04396197 82780.88378411
0.11700    3749889.86671326 73010.35914332
0.11800    3575037.92209479 70195.87290644
0.11900    3406186.72324479 67442.50029690
0.12000    3243236.50054887 70637.69430934
0.12100    3086195.99127865 62125.12823104
0.12200    2934924.41767947 75809.10128013
0.12300    2789391.65946913 83012.29969688
0.12400    2649500.93603794 64581.58835885
0.12500    2515191.95070659 61798.26914083
0.12600    2386425.42928541 63645.96919826
0.12700    2263050.90162912 47795.63729484
0.12800    2144997.26097517 49806.83874720
0.12900    2032203.52839996 39627.97067155
0.13000    1924542.82068296 49162.44867161
0.13100    1821901.41689815 39681.01473051
0.13200    1724195.86200537 44717.02178908
0.13300    1631326.86607863 42626.57302018
0.13400    1543161.88497657 31249.02964403
0.13500    1459589.16899717 44663.43067711
0.13600    1380488.62877859 42553.56398853
0.13700    1305739.85889074 32434.57962424
0.13800    1235213.52045725 25754.20311599
0.13900    1168801.98308069 46635.20132415
0.14000    1106364.85057459 28079.54123183
0.14100    1047778.88955037 26781.22967999
0.14200    992902.86325578 34076.42787416
0.14300    941611.65848132 24406.57533904
0.14400    893765.12976892 21383.33173837
0.14500    849256.38594550 20458.58730250
0.14600    807947.47226734 28504.38816627
0.14700    769691.75750206 18795.87360492
0.14800    734365.89233809 26260.92554897
0.14900    701825.81645753 20528.40609993
0.15000    671968.52297134 18264.10531611
0.15100    644650.28505934 19107.43535074
0.15200    619776.09877940 17068.63456580
0.15300    597173.23148761 20692.05344748
0.15400    576741.95239278 21454.80164149
0.15500    558363.24240934 14372.27053789
0.15600    541915.01092101 15314.51893140
0.15700    527302.58610684 17495.90063278
0.15800    514370.71284509 12267.74208038
0.15900    503047.86693162 13280.46431384
0.16000    493210.96534706 14293.25445043
0.16100    484775.09317686 15314.04591635
0.16200    477608.76600303 15180.79534403
0.16300    471622.62411718 12762.10881108
0.16400    466742.45752404 11551.87636908
