# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000    21890152.09356678 4596.93193965
0.00100    21886835.63542962 7222.65593122
0.00200    21876888.40089917 10829.06010135
0.00300    21860319.54975808 15739.43063651
0.00400    21837139.70361507 19653.42648004
0.00500    21807371.76891661 23551.96244265
0.00600    21771036.52909291 22859.58928621
0.00700    21728165.51161814 26073.79969758
0.00800    21678789.50725949 35119.64048451
0.00900    21622957.40954340 42164.76875106
0.01000    21560701.54684877 42690.19090610
0.01100    21492084.85407150 42554.32986385
0.01200    21417150.48833716 62645.16792499
0.01300    21335973.65399134 67208.31997428
0.01400    21248602.51341653 62152.16510701
0.01500    21155125.11533356 71081.22355269
0.01600    21055593.93676543 59060.94363286
0.01700    20950114.26935625 62221.84217118
0.01800    20838750.57628417 71268.53017780
0.01900    20721601.12732875 62164.80618702
0.02000    20598751.20880055 116794.92463720
0.02100    20470317.12488890 94572.86940478
0.02200    20336367.49677706 70160.47105144
0.02300    20197037.43180847 94522.13948336
0.02400    20052417.85049021 97755.54147855
0.02500    19902638.42664385 108668.41077243
0.02600    19747801.59169126 111970.04014621
0.02700    19588040.73357809 106950.70730380
0.02800    19423454.31076920 92941.23313928
0.02900    19254204.03767896 103972.70657729
0.03000    19080393.62985826 97596.21790276
0.03100    18902165.80799067 127022.56007441
0.03200    18719649.46105051 101928.49601006
0.03300    18533006.44570565 103970.17095348
0.03400    18342340.02420175 96297.28957025
0.03500    18147823.55475307 97998.25172104
0.03600    17949581.24124706 109582.19854202
0.03700    17747779.94863558 111278.58542430
0.03800    17542553.81747723 123148.73349796
0.03900    17334070.38433385 124805.31254694
0.04000    17122447.82583666 168484.89441365
0.04100    16907877.14164841 127823.55711760
0.04200    16690498.43851590 107653.71992279
0.04300    16470457.47234941 108705.02436337
0.04400    16247921.90951777 131608.17357923
0.04500    16023059.18553317 143726.84757249
0.04600    15795994.73290741 167042.65206579
0.04700    15566915.27462840 145706.33374702
0.04800    15335963.82085145 135263.20719345
0.04900    15103315.75796306 113274.87345739
0.05000    14869106.77835500 170623.00822688
0.05100    14633510.04646051 205454.49062321
0.05200    14396659.85113680 114453.45115021
0.05300    14158745.11651194 114685.84079016
0.05400    13919896.72978336 126323.06871372
0.05500    13680280.91780448 160880.11109832
0.05600    13440038.06606722 126403.56390988
0.05700    13199348.02090269 137801.19977058
0.05800    12958326.76523453 172021.79584060
0.05900    12717138.14505792 137345.09838144
0.06000    12475928.05749500 136985.69647110
0.06100    12234850.76655501 170676.17616937
0.06200    11994044.23939127 181349.95737653
0.06300    11753653.48955351 112835.07877535
0.06400    11513788.68447345 112259.44492362
0.06500    11274627.71911991 145104.46553274
0.06600    11036283.17644447 122006.11622408
0.06700    10798886.15472859 132178.37271969
0.06800    10562570.60742992 142119.39417545
0.06900    10327471.40136200 195189.21862429
0.07000    10093691.49002922 118247.60134305
0.07100    9861360.12275100 117152.96374546
0.07200    9630593.99111986 105455.00914299
0.07300    9401526.07028008 135664.02755076
0.07400    9174242.11989594 165136.36589710
0.07500    8948856.74035138 163227.15459487
0.07600    8725468.84664333 131012.92087431
0.07700    8504201.08054292 169148.56742312
0.07800    8285119.58678538 107996.53887838
0.07900    8068333.38305146 106502.00565162
0.08000    7853940.51727909 104967.91993759
0.08100    7642024.89500076 140995.36592801
0.08200    7432651.16383082 111043.81359838
0.08300    7225912.19133753 172988.34597931
0.08400    7021884.21839327 107434.83358426
0.08500    6820638.52732185 87986.24113298
0.08600    6622241.95331043 120988.36616757
0.08700    6426757.67409199 93316.52580975
0.08800    6234235.99226221 83227.05440536
0.08900    6044748.90201223 97924.93681210
0.09000    5858346.52894166 119949.65081478
0.09100    5675066.27580470 78315.91828548
0.09200    5494956.50672764 91985.57624472
0.09300    5318076.34761390 89981.85603007
0.09400    5144429.84821311 87969.75453880
0.09500    4974072.83916494 107439.97837593
0.09600    4807034.61495396 97919.29970958
0.09700    4643345.23192254 88734.33155369
0.09800    4483020.06130034 66572.85104041
0.09900    4326088.31988931 103826.12455950
0.10000    4172539.76035306 69535.37837634
0.10100    4022406.87920842 92314.24221954
0.10200    3875702.88107350 107783.30219238
0.10300    3732414.87360758 81515.94467416
0.10400    3592557.91015297 62241.06872154
0.10500    3456147.87267280 65943.30451319
0.10600    3323130.26276371 85337.98916323
0.10700    3193547.73287940 82776.76113151
0.10800    3067363.88392067 60181.68223478
0.10900    2944572.33450046 63161.07954775
0.11000    2825154.31239709 61150.46797016
0.11100    2709100.00196168 45512.88217540
0.11200    2596370.59675163 52810.18042408
0.11300    2486954.50640638 46779.61646793
0.11400    2380828.66297610 53390.08528108
0.11500    2277956.09497660 43600.08171089
0.11600    2178302.00637349 45875.04241455
0.11700    2081846.90494865 40533.56114828
0.11800    1988525.56301461 39044.70126873
0.11900    1898325.85160950 37586.85363227
0.12000    1811192.13413601 39447.76653967
0.12100    1727109.13856947 34766.70859720
0.12200    1646003.31794003 42516.26770539
0.12300    1567841.06283265 46658.95222821
0.12400    1492570.96973403 36381.41910147
0.12500    1420142.59210550 34892.90513220
0.12600    1350528.62671670 36018.60017186
0.12700    1283646.48247670 27110.61498753
0.12800    1219457.76662189 28315.81067546
0.12900    1157913.58837733 22579.31603757
0.13000    1098951.37500148 28072.71419762
0.13100    1042510.51344434 22705.88005312
0.13200    988543.00917444 25637.86415152
0.13300    936997.49074891 24483.74558751
0.13400    887803.83448792 17978.02849597
0.13500    840908.80456712 25731.81063296
0.13600    796252.03386684 24544.47010124
0.13700    753774.27093254 18723.75377285
0.13800    713415.71979051 14874.71845906
0.13900    675119.38848977 26937.26487105
0.14000    638825.11936136 16213.38229402
0.14100    604469.75280860 15450.24761047
0.14200    571994.79085571 19630.86214806
0.14300    541339.14259948 14031.51123801
0.14400    512439.18686341 12260.10812401
0.14500    485246.84194069 11689.59697377
0.14600    459697.47633713 16218.12773025
0.14700    435732.74801346 10640.59420847
0.14800    413286.41353002 14779.12284509
0.14900    392305.84039143 11474.94637285
0.15000    372737.17595725 10130.99692053
0.15100    354520.06874332 10507.97533337
0.15200    337608.30261543 9297.73309276
0.15300    321933.17763719 11154.98513152
0.15400    307439.01887950 11436.73204203
0.15500    294083.92115059 7569.72048765
0.15600    281804.92061194 7963.80743234
0.15700    270565.58719525 8977.36660684
0.15800    260289.94421893 6207.91546263
0.15900    250951.55856057 6625.12145871
0.16000    242487.66560795 7027.29288102
0.16100    234865.60596689 7419.40484272
0.16200    228020.15696425 7247.62103124
0.16300    221915.94851667 6005.04585035
0.16400    216510.69720699 5358.64000885
0.16500    211754.19664691 7381.75164361
0.16600    207611.37916904 5200.66529372
0.16700    204032.28840573 10797.38921223
0.16800    200981.54567302 7642.32363506
0.16900    198430.78646841 6577.98088203
0.17000    196329.48164844 6043.02173049
0.17100    194645.80128267 6528.42048330
0.17200    193347.46477406 6522.57703217
0.17300    192399.34695152 7532.43478887
0.17400    191772.95581087 5034.04032777
