# SAXS profile: number of points = 419, q_min = 0.015507, q_max = 0.269683, delta_q = 0.000608076555023923
# offset = 0.00000000000000, scaling c = 2.12292428724930e-08, Chi = 1.29229722116625
#  q       exp_intensity   model_intensity
0.01551    0.68441800      0.62461718     
0.01612    0.65400100      0.62213453     
0.01672    0.69541200      0.61953411     
0.01733    0.64807500      0.61686309     
0.01794    0.61510600      0.61412982     
0.01855    0.61197200      0.61127629     
0.01916    0.60681000      0.60837622     
0.01976    0.64499900      0.60537945     
0.02037    0.62301200      0.60230560     
0.02098    0.60168100      0.59918285     
0.02159    0.62350500      0.59593607     
0.02220    0.62809300      0.59265227     
0.02280    0.60024000      0.58928852     
0.02341    0.56719400      0.58584701     
0.02402    0.57070500      0.58236499     
0.02463    0.54184500      0.57877674     
0.02524    0.55257800      0.57514717     
0.02584    0.54387000      0.57145292     
0.02645    0.55621700      0.56767690     
0.02706    0.54499500      0.56387134     
0.02767    0.54709700      0.55997837     
0.02828    0.54592400      0.55604321     
0.02889    0.55936400      0.55205796     
0.02949    0.55855300      0.54800113     
0.03010    0.54792900      0.54391383     
0.03071    0.54416000      0.53975721     
0.03132    0.52588700      0.53555244     
0.03193    0.51562600      0.53131707     
0.03254    0.50989900      0.52701696     
0.03314    0.51428800      0.52269168     
0.03375    0.51712000      0.51831326     
0.03436    0.51275300      0.51389695     
0.03497    0.52669400      0.50945436     
0.03558    0.49768400      0.50495521     
0.03618    0.48335100      0.50042888     
0.03679    0.49343200      0.49587186     
0.03740    0.49153600      0.49128184     
0.03801    0.48662900      0.48667408     
0.03862    0.46690300      0.48202182     
0.03922    0.45938700      0.47735450     
0.03983    0.45738300      0.47266133     
0.04044    0.46769100      0.46794245     
0.04105    0.45681900      0.46320345     
0.04166    0.45246200      0.45844351     
0.04226    0.45161000      0.45367197     
0.04287    0.44884200      0.44888542     
0.04348    0.45674400      0.44408146     
0.04409    0.44208300      0.43927037     
0.04470    0.43099300      0.43444456     
0.04530    0.42999100      0.42961206     
0.04591    0.41581500      0.42476495     
0.04652    0.41616100      0.41991846     
0.04713    0.40945400      0.41506980     
0.04774    0.39826300      0.41021764     
0.04835    0.39686600      0.40536548     
0.04895    0.39364800      0.40051333     
0.04956    0.39140600      0.39566463     
0.05017    0.38215400      0.39081847     
0.05078    0.37001800      0.38597016     
0.05139    0.36932100      0.38113715     
0.05199    0.37070500      0.37630833     
0.05260    0.36614300      0.37149527     
0.05321    0.36889800      0.36668902     
0.05382    0.36468300      0.36189533     
0.05443    0.35511900      0.35711776     
0.05504    0.35556000      0.35234854     
0.05564    0.35379000      0.34759622     
0.05625    0.34031600      0.34286415     
0.05686    0.33607800      0.33814968     
0.05747    0.33423900      0.33346033     
0.05808    0.33168300      0.32878301     
0.05868    0.32458400      0.32413722     
0.05929    0.33152000      0.31951013     
0.05990    0.32525400      0.31490328     
0.06051    0.32355600      0.31033149     
0.06112    0.31303400      0.30576767     
0.06173    0.29878900      0.30124731     
0.06233    0.30483600      0.29675282     
0.06294    0.29757100      0.29227968     
0.06355    0.29151000      0.28785090     
0.06416    0.28473800      0.28344035     
0.06477    0.27926900      0.27906850     
0.06537    0.27841800      0.27472976     
0.06598    0.26854300      0.27040478     
0.06659    0.26721000      0.26614122     
0.06720    0.26296200      0.26189819     
0.06781    0.26008100      0.25769425     
0.06841    0.25225900      0.25353111     
0.06902    0.24385700      0.24938929     
0.06963    0.23919100      0.24530651     
0.07024    0.24333900      0.24124832     
0.07085    0.23647200      0.23722176     
0.07146    0.24074000      0.23324991     
0.07206    0.23982600      0.22930105     
0.07267    0.23446200      0.22541118     
0.07328    0.22701000      0.22155185     
0.07389    0.22560200      0.21772854     
0.07450    0.21871500      0.21396033     
0.07510    0.21560600      0.21021630     
0.07571    0.21560900      0.20652918     
0.07632    0.21015300      0.20287264     
0.07693    0.20584600      0.19925513     
0.07754    0.20978300      0.19569916     
0.07814    0.20267300      0.19216817     
0.07875    0.19895300      0.18869106     
0.07936    0.19190100      0.18525607     
0.07997    0.18807900      0.18185010     
0.08058    0.17676600      0.17851186     
0.08118    0.17432500      0.17519899     
0.08179    0.17264400      0.17193055     
0.08240    0.17455000      0.16871483     
0.08301    0.17137200      0.16552461     
0.08362    0.15777300      0.16240513     
0.08422    0.15599400      0.15931222     
0.08483    0.14888400      0.15626456     
0.08544    0.15005600      0.15326884     
0.08605    0.15016600      0.15029855     
0.08666    0.15605900      0.14738912     
0.08727    0.15406600      0.14451552     
0.08787    0.15249700      0.14168184     
0.08848    0.15182100      0.13890429     
0.08909    0.14952100      0.13615182     
0.08970    0.14482900      0.13345930     
0.09031    0.13865000      0.13080185     
0.09091    0.13178600      0.12817899     
0.09152    0.12202900      0.12561543     
0.09213    0.12351500      0.12307227     
0.09274    0.12121000      0.12058725     
0.09335    0.12734300      0.11814077     
0.09395    0.11793900      0.11572328     
0.09456    0.11607000      0.11336794     
0.09517    0.11274000      0.11103620     
0.09578    0.11281800      0.10875212     
0.09639    0.10946300      0.10650973     
0.09699    0.10686700      0.10429114     
0.09760    0.10575500      0.10213299     
0.09821    0.10297500      0.10000110     
0.09882    0.10076900      0.09791068     
0.09943    0.09609920      0.09586416     
0.10004    0.09270890      0.09383975     
0.10064    0.08736660      0.09187333     
0.10125    0.09123850      0.08993206     
0.10186    0.08522960      0.08802629     
0.10247    0.08997800      0.08616618     
0.10308    0.08393080      0.08432704     
0.10368    0.08664250      0.08253610     
0.10429    0.08851920      0.08077584     
0.10490    0.08009590      0.07904539     
