 0.232070E-01  0.406189E+02  0.142348E+01
 0.240546E-01  0.402683E+02  0.131824E+01
 0.249023E-01  0.396881E+02  0.126773E+01
 0.257499E-01  0.388388E+02  0.117473E+01
 0.265975E-01  0.385098E+02  0.978926E+00
 0.274451E-01  0.386311E+02  0.634471E+00
 0.282927E-01  0.378492E+02  0.622319E+00
 0.291403E-01  0.374343E+02  0.627460E+00
 0.299879E-01  0.365437E+02  0.626774E+00
 0.308356E-01  0.347348E+02  0.646522E+00
 0.316832E-01  0.347396E+02  0.609679E+00
 0.325308E-01  0.343583E+02  0.607919E+00
 0.333784E-01  0.348779E+02  0.582454E+00
 0.342260E-01  0.337711E+02  0.444619E+00
 0.350736E-01  0.336207E+02  0.378746E+00
 0.359212E-01  0.331209E+02  0.365370E+00
 0.367689E-01  0.329107E+02  0.366427E+00
 0.376165E-01  0.324187E+02  0.361392E+00
 0.384641E-01  0.316406E+02  0.356797E+00
 0.393117E-01  0.311287E+02  0.356219E+00
 0.401593E-01  0.303642E+02  0.347662E+00
 0.410069E-01  0.294681E+02  0.352350E+00
 0.418545E-01  0.288720E+02  0.344285E+00
 0.427022E-01  0.280609E+02  0.343027E+00
 0.435498E-01  0.281001E+02  0.338156E+00
 0.443974E-01  0.280326E+02  0.327261E+00
 0.452450E-01  0.274958E+02  0.326866E+00
 0.460926E-01  0.266597E+02  0.319393E+00
 0.469402E-01  0.256588E+02  0.315473E+00
 0.477878E-01  0.254642E+02  0.313787E+00
 0.486355E-01  0.253674E+02  0.311155E+00
 0.494831E-01  0.252060E+02  0.311313E+00
 0.503307E-01  0.240597E+02  0.306548E+00
 0.511783E-01  0.228824E+02  0.307289E+00
 0.520259E-01  0.224954E+02  0.304989E+00
 0.528735E-01  0.227235E+02  0.301915E+00
 0.537211E-01  0.219301E+02  0.297291E+00
 0.545688E-01  0.216027E+02  0.293775E+00
 0.554164E-01  0.215391E+02  0.293011E+00
 0.562640E-01  0.209390E+02  0.284323E+00
 0.571116E-01  0.206351E+02  0.284174E+00
 0.579592E-01  0.200250E+02  0.283264E+00
 0.588068E-01  0.190295E+02  0.279250E+00
 0.596544E-01  0.185708E+02  0.275934E+00
 0.605021E-01  0.183466E+02  0.272146E+00
 0.613497E-01  0.183846E+02  0.271845E+00
 0.621973E-01  0.175798E+02  0.264437E+00
 0.630449E-01  0.170513E+02  0.265393E+00
 0.638925E-01  0.170356E+02  0.267665E+00
 0.647401E-01  0.166219E+02  0.268018E+00
 0.655877E-01  0.163707E+02  0.266909E+00
 0.664354E-01  0.158180E+02  0.264342E+00
 0.672830E-01  0.150240E+02  0.263181E+00
 0.681306E-01  0.147766E+02  0.260651E+00
 0.689782E-01  0.141343E+02  0.258388E+00
 0.698258E-01  0.139445E+02  0.256455E+00
 0.706734E-01  0.137494E+02  0.264371E+00
 0.715210E-01  0.129948E+02  0.147928E+00
 0.723687E-01  0.127691E+02  0.894512E-01
 0.732163E-01  0.124736E+02  0.876019E-01
 0.740639E-01  0.120756E+02  0.871747E-01
 0.749115E-01  0.116273E+02  0.861589E-01
 0.757591E-01  0.114461E+02  0.864239E-01
 0.766067E-01  0.112902E+02  0.856354E-01
 0.774543E-01  0.108658E+02  0.867557E-01
 0.783020E-01  0.105549E+02  0.842729E-01
 0.791496E-01  0.100909E+02  0.844522E-01
 0.799972E-01  0.973560E+01  0.854890E-01
 0.808448E-01  0.953721E+01  0.833378E-01
 0.816924E-01  0.934760E+01  0.830294E-01
 0.825400E-01  0.906965E+01  0.813769E-01
 0.833876E-01  0.870078E+01  0.805196E-01
 0.842353E-01  0.841191E+01  0.810454E-01
 0.850829E-01  0.811127E+01  0.797053E-01
 0.859305E-01  0.787513E+01  0.794892E-01
 0.867781E-01  0.755596E+01  0.777644E-01
 0.876257E-01  0.720837E+01  0.775964E-01
 0.884733E-01  0.703952E+01  0.780866E-01
 0.893209E-01  0.683328E+01  0.775033E-01
 0.901686E-01  0.645028E+01  0.446011E-01
 0.910162E-01  0.641459E+01  0.393611E-01
 0.918638E-01  0.616948E+01  0.391553E-01
 0.927114E-01  0.587063E+01  0.386008E-01
 0.935590E-01  0.567999E+01  0.385041E-01
 0.944066E-01  0.553900E+01  0.408549E-01
 0.952542E-01  0.537036E+01  0.408986E-01
 0.961019E-01  0.518231E+01  0.402903E-01
 0.969495E-01  0.501060E+01  0.377568E-01
 0.977971E-01  0.484144E+01  0.369865E-01
 0.986447E-01  0.460526E+01  0.368413E-01
 0.994923E-01  0.439782E+01  0.363784E-01
 0.100340E+00  0.426463E+01  0.363088E-01
 0.101188E+00  0.410851E+01  0.360320E-01
 0.102035E+00  0.392463E+01  0.358920E-01
 0.102883E+00  0.382799E+01  0.357105E-01
 0.103730E+00  0.370090E+01  0.349608E-01
 0.104578E+00  0.353748E+01  0.355030E-01
 0.105426E+00  0.341987E+01  0.368938E-01
 0.106273E+00  0.331809E+01  0.223887E-01
 0.107121E+00  0.322703E+01  0.222867E-01
 0.107968E+00  0.310271E+01  0.221305E-01
 0.108816E+00  0.296108E+01  0.223170E-01
 0.109664E+00  0.282478E+01  0.223134E-01
 0.110511E+00  0.272905E+01  0.221756E-01
 0.111359E+00  0.261336E+01  0.216373E-01
 0.112207E+00  0.247759E+01  0.215504E-01
 0.113054E+00  0.237753E+01  0.214471E-01
 0.113902E+00  0.229784E+01  0.210584E-01
 0.114749E+00  0.225046E+01  0.210723E-01
 0.115597E+00  0.217629E+01  0.208146E-01
 0.116445E+00  0.203170E+01  0.209340E-01
 0.117292E+00  0.193734E+01  0.209486E-01
 0.118140E+00  0.188414E+01  0.209295E-01
 0.118987E+00  0.181621E+01  0.209137E-01
 0.119835E+00  0.174559E+01  0.206809E-01
 0.120683E+00  0.164802E+01  0.209974E-01
 0.121530E+00  0.157340E+01  0.221326E-01
 0.122378E+00  0.147982E+01  0.124092E-01
 0.123226E+00  0.141255E+01  0.123869E-01
 0.124073E+00  0.134515E+01  0.123657E-01
 0.124921E+00  0.131434E+01  0.122656E-01
 0.125768E+00  0.126876E+01  0.121728E-01
 0.126616E+00  0.118634E+01  0.120380E-01
 0.127464E+00  0.114212E+01  0.120530E-01
 0.128311E+00  0.110730E+01  0.119387E-01
 0.129159E+00  0.106699E+01  0.118619E-01
 0.130006E+00  0.102955E+01  0.116440E-01
 0.130854E+00  0.978172E+00  0.117948E-01
 0.131702E+00  0.933301E+00  0.122366E-01
 0.132549E+00  0.883605E+00  0.115550E-01
 0.133397E+00  0.853221E+00  0.114798E-01
 0.134245E+00  0.810760E+00  0.114146E-01
 0.135092E+00  0.788798E+00  0.116119E-01
 0.135940E+00  0.743127E+00  0.115834E-01
 0.136787E+00  0.712553E+00  0.116045E-01
 0.137635E+00  0.699516E+00  0.116461E-01
 0.138483E+00  0.684262E+00  0.116743E-01
 0.139330E+00  0.638426E+00  0.117101E-01
 0.140178E+00  0.625756E+00  0.115981E-01
 0.141025E+00  0.595985E+00  0.115739E-01
 0.141873E+00  0.569784E+00  0.114956E-01
 0.142721E+00  0.570643E+00  0.113988E-01
 0.143568E+00  0.571773E+00  0.113153E-01
 0.144416E+00  0.549036E+00  0.111198E-01
 0.145263E+00  0.517727E+00  0.111488E-01
 0.146111E+00  0.499897E+00  0.109928E-01
 0.146959E+00  0.475884E+00  0.109592E-01
 0.147806E+00  0.476504E+00  0.110254E-01
 0.148654E+00  0.456850E+00  0.109001E-01
 0.149502E+00  0.448555E+00  0.108968E-01
 0.150349E+00  0.431887E+00  0.108122E-01
 0.151197E+00  0.422006E+00  0.109384E-01
 0.152044E+00  0.418062E+00  0.109246E-01
 0.152892E+00  0.410047E+00  0.109306E-01
 0.153740E+00  0.408854E+00  0.110691E-01
 0.154587E+00  0.405851E+00  0.110034E-01
 0.155435E+00  0.399016E+00  0.111060E-01
 0.156282E+00  0.383202E+00  0.110339E-01
 0.157130E+00  0.385259E+00  0.109683E-01
 0.157978E+00  0.391960E+00  0.109509E-01
 0.158825E+00  0.380291E+00  0.107074E-01
 0.159673E+00  0.379516E+00  0.108085E-01
 0.160521E+00  0.368699E+00  0.106454E-01
 0.161368E+00  0.352698E+00  0.105786E-01
 0.162216E+00  0.343198E+00  0.106182E-01
 0.163063E+00  0.363078E+00  0.105434E-01
 0.163911E+00  0.373712E+00  0.106228E-01
 0.164759E+00  0.380380E+00  0.106499E-01
 0.165606E+00  0.363336E+00  0.112554E-01
 0.166454E+00  0.352754E+00  0.106860E-01
 0.167301E+00  0.366513E+00  0.105209E-01
 0.168149E+00  0.355786E+00  0.105398E-01
 0.168997E+00  0.350465E+00  0.104623E-01
 0.169844E+00  0.360258E+00  0.103698E-01
 0.170692E+00  0.360832E+00  0.102409E-01
 0.171540E+00  0.364667E+00  0.102031E-01
 0.172387E+00  0.362162E+00  0.102227E-01
 0.173235E+00  0.365905E+00  0.101410E-01
 0.174082E+00  0.366702E+00  0.101692E-01
 0.174930E+00  0.378627E+00  0.100656E-01
 0.175778E+00  0.368633E+00  0.101499E-01
 0.176625E+00  0.349906E+00  0.101288E-01
 0.177473E+00  0.345476E+00  0.100862E-01
 0.178320E+00  0.361262E+00  0.101173E-01
 0.179168E+00  0.353014E+00  0.100819E-01
 0.180016E+00  0.347621E+00  0.101119E-01
 0.180863E+00  0.352245E+00  0.101843E-01
 0.181711E+00  0.357611E+00  0.101955E-01
 0.182559E+00  0.363815E+00  0.102100E-01
 0.183406E+00  0.363691E+00  0.100973E-01
 0.184254E+00  0.358705E+00  0.100936E-01
 0.185101E+00  0.359885E+00  0.100450E-01
 0.185949E+00  0.354839E+00  0.998995E-02
 0.186797E+00  0.353465E+00  0.992052E-02
 0.187644E+00  0.347745E+00  0.990303E-02
 0.188492E+00  0.339595E+00  0.993734E-02
 0.189339E+00  0.357134E+00  0.985517E-02
 0.190187E+00  0.354024E+00  0.993844E-02
 0.191035E+00  0.351091E+00  0.995465E-02
 0.191882E+00  0.361417E+00  0.984184E-02
 0.192730E+00  0.347788E+00  0.980130E-02
 0.193578E+00  0.360412E+00  0.973211E-02
 0.194425E+00  0.353417E+00  0.968385E-02
 0.195273E+00  0.368535E+00  0.961208E-02
 0.196120E+00  0.363349E+00  0.959805E-02
 0.196968E+00  0.356951E+00  0.949379E-02
 0.197816E+00  0.356183E+00  0.943239E-02
 0.198663E+00  0.358574E+00  0.945231E-02
 0.199511E+00  0.346492E+00  0.928128E-02
 0.200358E+00  0.349698E+00  0.929205E-02
 0.201206E+00  0.362891E+00  0.928079E-02
 0.202054E+00  0.342598E+00  0.926856E-02
 0.202901E+00  0.320272E+00  0.935083E-02
 0.203749E+00  0.323499E+00  0.930988E-02
 0.204597E+00  0.337474E+00  0.939931E-02
 0.205444E+00  0.340298E+00  0.947457E-02
 0.206292E+00  0.334750E+00  0.954718E-02
 0.207139E+00  0.335015E+00  0.953637E-02
 0.207987E+00  0.338567E+00  0.949513E-02
 0.208835E+00  0.335486E+00  0.959902E-02
 0.209682E+00  0.332169E+00  0.957692E-02
 0.210530E+00  0.315078E+00  0.959290E-02
 0.211377E+00  0.316862E+00  0.961269E-02
 0.212225E+00  0.321756E+00  0.964328E-02
 0.213073E+00  0.327899E+00  0.972896E-02
 0.213920E+00  0.328685E+00  0.967755E-02
 0.214768E+00  0.331997E+00  0.969899E-02
 0.215615E+00  0.327550E+00  0.958338E-02
 0.216463E+00  0.331926E+00  0.962281E-02
 0.217311E+00  0.321402E+00  0.968973E-02
 0.218158E+00  0.312084E+00  0.962781E-02
 0.219006E+00  0.306165E+00  0.965261E-02
 0.219854E+00  0.310098E+00  0.967705E-02
 0.220701E+00  0.311128E+00  0.994054E-02
 0.221549E+00  0.307301E+00  0.100272E-01
 0.222396E+00  0.296471E+00  0.100579E-01
 0.223244E+00  0.303975E+00  0.102105E-01
 0.224092E+00  0.297342E+00  0.102147E-01
 0.224939E+00  0.310612E+00  0.103787E-01
 0.225787E+00  0.309036E+00  0.104813E-01
 0.226634E+00  0.306434E+00  0.105572E-01
 0.227482E+00  0.298677E+00  0.105849E-01
 0.228330E+00  0.280648E+00  0.105772E-01
 0.229177E+00  0.289118E+00  0.107596E-01
 0.230025E+00  0.300645E+00  0.106733E-01
 0.230873E+00  0.297514E+00  0.107360E-01
 0.231720E+00  0.287486E+00  0.108305E-01
 0.232568E+00  0.292953E+00  0.108523E-01
 0.233415E+00  0.285392E+00  0.109258E-01
 0.234263E+00  0.301063E+00  0.107630E-01
 0.235111E+00  0.305914E+00  0.109637E-01
 0.235958E+00  0.310958E+00  0.110268E-01
 0.236806E+00  0.275336E+00  0.110670E-01
 0.237653E+00  0.281960E+00  0.111268E-01
 0.238501E+00  0.283697E+00  0.110074E-01
 0.239349E+00  0.277029E+00  0.112105E-01
 0.240196E+00  0.273677E+00  0.112661E-01
 0.241044E+00  0.285078E+00  0.112385E-01
 0.241892E+00  0.288536E+00  0.114806E-01
 0.242739E+00  0.268759E+00  0.114203E-01
 0.243587E+00  0.276891E+00  0.116971E-01
