# SAXS profile: number of points = 278, q_min = 0.0147309, q_max = 0.24952, delta_q = 0.000847614079422383
# offset = 0.00000000000000, scaling c = 6.13466264533873e-07, Chi = 1.21769061276521
#  q       exp_intensity   model_intensity
0.01473    26.35700000     26.08094122    
0.01558    26.07240000     25.93301987    
0.01643    25.77560000     25.77802105    
0.01727    26.18130000     25.61607632    
0.01812    25.47200000     25.44731067    
0.01897    24.78940000     25.27156303    
0.01982    25.46980000     25.08821551    
0.02066    25.45620000     24.89858348    
0.02151    24.68480000     24.70280316    
0.02236    24.75440000     24.50103898    
0.02321    24.64020000     24.29346088    
0.02405    24.52760000     24.08022553    
0.02490    24.29740000     23.86075423    
0.02575    23.92020000     23.63566253    
0.02660    23.18260000     23.40554073    
0.02745    23.22810000     23.17055774    
0.02829    23.40180000     22.93089871    
0.02914    22.77110000     22.68675731    
0.02999    22.46590000     22.43823165    
0.03084    22.20780000     22.18479701    
0.03168    21.72020000     21.92756007    
0.03253    21.80460000     21.66669677    
0.03338    21.85650000     21.40238591    
0.03423    21.89560000     21.13481223    
0.03507    21.40290000     20.86418067    
0.03592    21.17200000     20.59036972    
0.03677    20.48250000     20.31365906    
0.03762    20.05750000     20.03458932    
0.03846    19.89390000     19.75332698    
0.03931    19.55970000     19.47005268    
0.04016    19.31750000     19.18494491    
0.04101    18.75070000     18.89821531    
0.04185    18.40130000     18.60978572    
0.04270    17.98050000     18.32013716    
0.04355    17.62200000     18.02953197    
0.04440    17.61470000     17.73812198    
0.04525    17.43040000     17.44607894    
0.04609    17.04200000     17.15356082    
0.04694    16.59230000     16.86075172    
0.04779    16.25340000     16.56786966    
0.04864    15.81910000     16.27509310    
0.04948    15.56620000     15.98263771    
0.05033    15.50160000     15.69062713    
0.05118    15.22950000     15.39921760    
0.05203    15.01900000     15.10854343    
0.05287    14.78010000     14.81898468    
0.05372    14.46390000     14.53057341    
0.05457    13.93290000     14.24338279    
0.05542    13.71150000     13.95760954    
0.05626    13.59090000     13.67335419    
0.05711    13.37280000     13.39075173    
0.05796    13.11570000     13.11001142    
0.05881    12.78580000     12.83150395    
0.05965    12.20520000     12.55504953    
0.06050    11.94820000     12.28072997    
0.06135    11.68290000     12.00871241    
0.06220    11.63100000     11.73906074    
0.06304    11.43400000     11.47187100    
0.06389    11.06780000     11.20762649    
0.06474    10.96270000     10.94624523    
0.06559    10.70370000     10.68762742    
0.06644    10.39900000     10.43181488    
0.06728    10.17940000     10.17894090    
0.06813    9.92472000      9.92904729     
0.06898    9.63684000      9.68230191     
0.06983    9.42984000      9.43925546     
0.07067    9.52074000      9.19939597     
0.07152    9.10479000      8.96277211     
0.07237    8.73926000      8.72941064     
0.07322    8.63509000      8.49941076     
0.07406    8.35722000      8.27277147     
0.07491    8.03039000      8.04997103     
0.07576    7.89304000      7.83093134     
0.07661    7.68539000      7.61537700     
0.07745    7.43847000      7.40331825     
0.07830    7.22175000      7.19474821     
0.07915    6.90696000      6.98974064     
0.08000    6.78793000      6.78830336     
0.08084    6.52048000      6.59120371     
0.08169    6.44901000      6.39766770     
0.08254    6.27446000      6.20770654     
0.08339    5.99132000      6.02132363     
0.08424    5.74693000      5.83849649     
0.08508    5.62578000      5.65926436     
0.08593    5.45917000      5.48395508     
0.08678    5.25086000      5.31262144     
0.08763    4.99823000      5.14482055     
0.08847    4.73544000      4.98054430     
0.08932    4.67149000      4.81977919     
0.09017    4.62207000      4.66248666     
0.09102    4.59456000      4.50867821     
0.09186    4.42839000      4.35898132     
0.09271    4.18303000      4.21278508     
0.09356    4.09082000      4.06996527     
0.09441    3.97384000      3.93049828     
0.09525    3.85371000      3.79436109     
0.09610    3.64999000      3.66150877     
0.09695    3.45566000      3.53217769     
0.09780    3.40368000      3.40654108     
0.09864    3.24404000      3.28409090     
0.09949    3.16917000      3.16478156     
0.10034    3.05894000      3.04856536     
0.10119    2.93652000      2.93538823     
0.10204    2.87407000      2.82538186     
0.10288    2.72274000      2.71873446     
0.10373    2.63050000      2.61530205     
0.10458    2.53600000      2.51465521     
0.10543    2.39013000      2.41686159     
0.10627    2.28039000      2.32199029     
0.10712    2.26036000      2.22979428     
0.10797    2.20103000      2.14055469     
0.10882    2.07788000      2.05435348     
0.10966    1.94216000      1.97078067     
0.11051    1.86253000      1.88989103     
0.11136    1.80833000      1.81144580     
0.11221    1.78237000      1.73549703     
0.11305    1.71962000      1.66209110     
0.11390    1.64094000      1.59134914     
0.11475    1.56996000      1.52321889     
0.11560    1.48762000      1.45730675     
0.11645    1.38583000      1.39365928     
0.11729    1.30363000      1.33229833     
0.11814    1.25798000      1.27302819     
0.11899    1.21461000      1.21599675     
0.11983    1.15633000      1.16138277     
0.12068    1.10039000      1.10880126     
0.12153    1.06079000      1.05825453     
0.12238    1.01221000      1.00958052     
0.12323    0.99495600      0.96280079     
0.12407    0.93960500      0.91792082     
0.12492    0.87857600      0.87499478     
0.12577    0.82407700      0.83406298     
0.12662    0.76014300      0.79478036     
0.12746    0.73318400      0.75715881     
0.12831    0.69954500      0.72120285     
0.12916    0.67160000      0.68678945     
0.13001    0.63010000      0.65395505     
0.13085    0.60368800      0.62288254     
0.13170    0.56943600      0.59326624     
0.13255    0.53937300      0.56508871     
0.13340    0.51457200      0.53824246     
0.13425    0.50814400      0.51272208     
0.13509    0.47899800      0.48851688     
0.13594    0.44712500      0.46563862     
0.13679    0.46917800      0.44414250     
0.13764    0.43921400      0.42377765     
0.13848    0.41465900      0.40453542     
0.13933    0.40267800      0.38640083     
0.14018    0.39090800      0.36929624     
0.14103    0.37589900      0.35322616     
0.14187    0.34584500      0.33828830     
0.14272    0.33681400      0.32431428     
0.14357    0.31237700      0.31125058     
0.14442    0.29026500      0.29903591     
0.14526    0.27713700      0.28766844     
0.14611    0.25269200      0.27708899     
0.14696    0.25241700      0.26732045     
0.14781    0.25143500      0.25840496     
0.14865    0.23070500      0.25016701     
0.14950    0.22616900      0.24259263     
0.15035    0.25127700      0.23566052     
0.15120    0.25195100      0.22932621     
0.15204    0.25345600      0.22358007     
0.15289    0.22529900      0.21845227     
0.15374    0.22716700      0.21386553     
0.15459    0.24532000      0.20976805     
0.15543    0.22870800      0.20612249     
0.15628    0.17303600      0.20291464     
0.15713    0.15789600      0.20011567     
0.15798    0.19981200      0.19770615     
0.15882    0.20075300      0.19572604     
0.15967    0.20673500      0.19406970     
0.16052    0.19984500      0.19272371     
0.16137    0.20323300      0.19166527     
0.16222    0.22362700      0.19086876     
0.16306    0.19674400      0.19031944     
0.16391    0.17618000      0.19002558     
0.16476    0.20989100      0.18994927     
0.16561    0.21673200      0.19005665     
0.16645    0.23226200      0.19032747     
0.16730    0.22202300      0.19074390     
0.16815    0.21086100      0.19129438     
0.16900    0.20499500      0.19196936     
0.16984    0.21151400      0.19276059     
0.17069    0.21501800      0.19363423     
0.17154    0.20277700      0.19457911     
0.17239    0.19098100      0.19558048     
0.17324    0.22295600      0.19662898     
0.17408    0.21264000      0.19771352     
0.17493    0.18493100      0.19882369     
0.17578    0.18517600      0.19993978     
0.17663    0.18631200      0.20105685     
0.17747    0.19382600      0.20216587     
0.17832    0.19370400      0.20325690     
0.17917    0.17163900      0.20432682     
0.18002    0.18031600      0.20536375     
0.18086    0.18753700      0.20635825     
0.18171    0.19352800      0.20729574     
0.18256    0.21440400      0.20818216     
0.18341    0.23128700      0.20901190     
0.18425    0.18597900      0.20978087     
0.18510    0.20531000      0.21048331     
0.18595    0.20031900      0.21110962     
0.18680    0.16328100      0.21165362     
0.18764    0.18167700      0.21211801     
0.18849    0.16841000      0.21250694     
0.18934    0.16060200      0.21281347     
0.19019    0.17574400      0.21303545     
0.19104    0.17587700      0.21318488     
0.19188    0.19108800      0.21322402     
0.19273    0.18524000      0.21318285     
0.19358    0.18021900      0.21305306     
0.19442    0.20483100      0.21283875     
0.19527    0.24180500      0.21254215     
0.19612    0.22762900      0.21216268     
0.19697    0.20942700      0.21169831     
0.19782    0.22792400      0.21113643     
0.19866    0.22138000      0.21049235     
0.19951    0.19983600      0.20977288     
0.20036    0.17669200      0.20898278     
0.20121    0.19886900      0.20812025     
0.20205    0.19208300      0.20718645     
0.20290    0.18123200      0.20617816     
0.20375    0.20762200      0.20509718     
0.20460    0.23155400      0.20395468     
0.20544    0.24234800      0.20275192     
0.20629    0.18819300      0.20149016     
0.20714    0.16225900      0.20017815     
0.20799    0.18035200      0.19880892     
0.20883    0.19824300      0.19739156     
0.20968    0.21221800      0.19592456     
0.21053    0.20311900      0.19441519     
0.21138    0.18825400      0.19287014     
0.21222    0.17379900      0.19128697     
0.21307    0.17172200      0.18967097     
0.21392    0.18479300      0.18802519     
0.21477    0.18745800      0.18635344     
0.21562    0.19752700      0.18465674     
0.21646    0.20390700      0.18293783     
0.21731    0.20696700      0.18120337     
0.21816    0.20029300      0.17945655     
0.21901    0.19403700      0.17769295     
0.21985    0.18756400      0.17592057     
0.22070    0.18793100      0.17414673     
0.22155    0.18642900      0.17236836     
0.22240    0.19381600      0.17058975     
0.22324    0.16137600      0.16880836     
0.22409    0.17276700      0.16703070     
0.22494    0.18493600      0.16526651     
0.22579    0.14774200      0.16350376     
0.22663    0.15128700      0.16175727     
0.22748    0.13643800      0.16002032     
0.22833    0.12028500      0.15829516     
0.22918    0.12440100      0.15658730     
0.23003    0.12718600      0.15489714     
0.23087    0.13138600      0.15322662     
0.23172    0.14627000      0.15157859     
0.23257    0.14317200      0.14994995     
0.23342    0.13711700      0.14834634     
0.23426    0.14443500      0.14676324     
0.23511    0.17057300      0.14520133     
0.23596    0.19985700      0.14367225     
0.23681    0.17121800      0.14216950     
0.23765    0.14830500      0.14069636     
0.23850    0.14085800      0.13924700     
0.23935    0.16690100      0.13782464     
0.24020    0.17001600      0.13643371     
0.24104    0.15206000      0.13507174     
0.24189    0.14199200      0.13374266     
0.24274    0.13712000      0.13244343     
0.24359    0.14653900      0.13117299     
0.24443    0.13115000      0.12993230     
0.24528    0.12924200      0.12871852     
0.24613    0.12936900      0.12753537     
0.24698    0.13145700      0.12638346     
0.24782    0.14717400      0.12526475     
0.24867    0.14979400      0.12417418     
0.24952    0.15243600      0.12311106     
