# SAXS profile: number of points = 268, q_min = 0.0147309, q_max = 0.241044, delta_q = 0.000847614606741573
# offset = 0.00000000000000, scaling c = 2.42986627529115e-06, Chi = 1.35910875793265
#  q       exp_intensity   model_intensity
0.01473    102.26900000    102.64618355   
0.01558    102.13800000    101.92975000   
0.01643    100.81700000    101.18067164   
0.01727    100.63700000    100.39980000   
0.01812    100.74000000    99.58797063    
0.01897    98.43150000     98.74473120    
0.01982    97.60350000     97.86773720    
0.02066    96.35190000     96.96317210    
0.02151    95.72480000     96.03193319    
0.02236    96.47320000     95.07503987    
0.02321    96.06120000     94.09353471    
0.02405    95.17570000     93.08840218    
0.02490    93.59720000     92.05766242    
0.02575    91.53480000     91.00433661    
0.02660    90.30270000     89.93117490    
0.02745    89.26440000     88.84229746    
0.02829    89.48520000     87.73642693    
0.02914    88.30780000     86.61002765    
0.02999    85.01430000     85.46777621    
0.03084    85.17970000     84.30836858    
0.03168    83.92890000     83.13623391    
0.03253    80.72440000     81.95236206    
0.03338    80.45020000     80.75776096    
0.03423    79.55240000     79.55345049    
0.03507    78.56350000     78.34052044    
0.03592    77.78700000     77.11922719    
0.03677    77.21380000     75.89098034    
0.03762    75.97230000     74.65778377    
0.03846    75.00360000     73.42049348    
0.03931    72.82230000     72.18003008    
0.04016    71.29770000     70.93729337    
0.04101    70.24650000     69.69329224    
0.04185    69.11770000     68.44904593    
0.04270    67.93820000     67.20555122    
0.04355    66.29920000     65.96393858    
0.04440    64.48780000     64.72489977    
0.04525    63.23060000     63.48920293    
0.04609    61.09570000     62.25755055    
0.04694    59.72500000     61.03126270    
0.04779    59.49650000     59.81153800    
0.04864    58.24890000     58.60127563    
0.04948    57.33170000     57.39704823    
0.05033    56.10470000     56.19890864    
0.05118    54.60410000     55.00920521    
0.05203    53.54340000     53.82843367    
0.05287    51.74930000     52.65912844    
0.05372    50.81530000     51.50047589    
0.05457    49.63000000     50.35246052    
0.05542    48.99480000     49.21577660    
0.05626    48.28130000     48.09072218    
0.05711    46.56320000     46.97772420    
0.05796    45.44890000     45.87780894    
0.05881    44.45580000     44.79279559    
0.05965    43.56890000     43.72097861    
0.06050    42.17650000     42.66252727    
0.06135    41.16240000     41.61794813    
0.06220    40.56670000     40.58799057    
0.06304    39.60680000     39.57419753    
0.06389    38.08640000     38.57426974    
0.06474    37.04470000     37.58996727    
0.06559    35.99950000     36.62043812    
0.06644    35.49780000     35.66568315    
0.06728    34.27380000     34.72603346    
0.06813    33.48330000     33.80147187    
0.06898    32.46750000     32.89258297    
0.06983    31.16960000     32.00175768    
0.07067    30.42040000     31.12619502    
0.07152    30.05190000     30.26591284    
0.07237    28.98710000     29.42084874    
0.07322    28.15940000     28.59170405    
0.07406    27.07850000     27.77912503    
0.07491    26.44400000     26.98182506    
0.07576    26.39570000     26.20109078    
0.07661    25.63610000     25.43550573    
0.07745    24.29360000     24.68495590    
0.07830    23.50030000     23.94927707    
0.07915    22.78700000     23.22859254    
0.08000    21.87250000     22.52278852    
0.08084    21.72580000     21.83485703    
0.08169    20.94960000     21.16144527    
0.08254    20.21930000     20.50247611    
0.08339    19.67710000     19.85847621    
0.08424    19.13500000     19.22897263    
0.08508    18.39530000     18.61259989    
0.08593    17.94240000     18.01156923    
0.08678    17.17960000     17.42595249    
0.08763    16.44240000     16.85393346    
0.08847    15.79760000     16.29539571    
0.08932    15.17030000     15.75020743    
0.09017    14.51100000     15.21815480    
0.09102    14.27230000     14.69919578    
0.09186    13.89190000     14.19559990    
0.09271    13.76280000     13.70584145    
0.09356    13.40990000     13.22804390    
0.09441    12.83230000     12.76223587    
0.09525    12.14830000     12.30863651    
0.09610    11.68200000     11.86704282    
0.09695    11.38630000     11.43825284    
0.09780    11.26000000     11.02284971    
0.09864    11.08590000     10.61894376    
0.09949    10.78150000     10.22634131    
0.10034    10.00100000     9.84513054     
0.10119    9.67065000      9.47507015     
0.10204    9.25006000      9.11570588     
