0 Ensemble_score =  3.528 z-score -2.103 Chi = 3.528 c1 = 1.047 c2 = 0.453
88 Ensemble_score =  5.320 z-score -1.622 Chi = 5.320 c1 = 1.038 c2 = 0.707
  88 Int325_6_B10170001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
89 Ensemble_score =  5.327 z-score -1.620 Chi = 5.327 c1 = 1.039 c2 = 0.909
  89 Int325_6_B10210001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
90 Ensemble_score =  5.356 z-score -1.612 Chi = 5.356 c1 = 1.046 c2 = 1.672
  90 Basic320_9_B10980001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
91 Ensemble_score =  5.365 z-score -1.610 Chi = 5.365 c1 = 1.033 c2 = 1.192
  91 Int325_6_B10230001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
92 Ensemble_score =  5.377 z-score -1.607 Chi = 5.377 c1 = 1.044 c2 = 1.413
  92 Int325_5_B10310001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
93 Ensemble_score =  5.382 z-score -1.605 Chi = 5.382 c1 = 1.047 c2 = 1.254
  93 Int300_3_B10510001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
94 Ensemble_score =  5.384 z-score -1.605 Chi = 5.384 c1 = 1.036 c2 = -0.586
  94 Basic350_5_B10840001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
95 Ensemble_score =  5.406 z-score -1.599 Chi = 5.406 c1 = 1.040 c2 = 1.326
  95 Int300_3_B10940001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
96 Ensemble_score =  5.407 z-score -1.599 Chi = 5.407 c1 = 1.037 c2 = 0.813
  96 Int325_6_B10200001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
97 Ensemble_score =  5.411 z-score -1.597 Chi = 5.411 c1 = 1.043 c2 = 0.832
  97 Basic320_9_B10550001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
98 Ensemble_score =  5.422 z-score -1.595 Chi = 5.422 c1 = 1.048 c2 = 1.187
  99 Basic300_0_B11000001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
99 Ensemble_score =  5.423 z-score -1.594 Chi = 5.423 c1 = 1.031 c2 = -0.032
  98 Int325_8_B10010001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
100 Ensemble_score =  5.449 z-score -1.587 Chi = 5.449 c1 = 1.044 c2 = -0.005
 100 Int300_0_B10360001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
101 Ensemble_score =  5.455 z-score -1.586 Chi = 5.455 c1 = 1.048 c2 = 0.328
 101 Int300_6_B10200001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
102 Ensemble_score =  5.456 z-score -1.585 Chi = 5.456 c1 = 1.047 c2 = 2.128
 102 Int325_5_B10610001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
103 Ensemble_score =  5.464 z-score -1.583 Chi = 5.464 c1 = 1.042 c2 = -0.778
 104 Int300_9_B10870001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
104 Ensemble_score =  5.464 z-score -1.583 Chi = 5.464 c1 = 1.048 c2 = 1.912
 103 Basic320_9_B10930001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
105 Ensemble_score =  5.469 z-score -1.582 Chi = 5.469 c1 = 1.033 c2 = 0.928
 105 Int325_6_B10150001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
106 Ensemble_score =  5.484 z-score -1.578 Chi = 5.484 c1 = 1.049 c2 = 0.645
 106 Basic300_0_B10770001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
107 Ensemble_score =  5.486 z-score -1.577 Chi = 5.486 c1 = 1.048 c2 = 1.864
 107 Int325_5_B10570001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
108 Ensemble_score =  5.487 z-score -1.577 Chi = 5.487 c1 = 1.048 c2 = 0.422
 108 Basic320_4_B10280001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
109 Ensemble_score =  5.509 z-score -1.571 Chi = 5.509 c1 = 1.038 c2 = -0.013
 109 Int300_7_B10800001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
110 Ensemble_score =  5.515 z-score -1.570 Chi = 5.515 c1 = 1.034 c2 = 1.643
 110 Int325_6_B10640001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
111 Ensemble_score =  5.518 z-score -1.569 Chi = 5.518 c1 = 1.047 c2 = 0.182
 111 Int300_6_B10470001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
112 Ensemble_score =  5.523 z-score -1.568 Chi = 5.523 c1 = 1.044 c2 = 1.211
 112 Int350_7_B10630001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
113 Ensemble_score =  5.524 z-score -1.567 Chi = 5.524 c1 = 1.047 c2 = 0.045
 113 Int300_4_B10030001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
114 Ensemble_score =  5.532 z-score -1.565 Chi = 5.532 c1 = 1.033 c2 = 1.432
 114 Int325_6_B10680001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
115 Ensemble_score =  5.544 z-score -1.562 Chi = 5.544 c1 = 1.045 c2 = 0.688
 116 Basic320_9_B10520001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
116 Ensemble_score =  5.545 z-score -1.561 Chi = 5.545 c1 = 1.048 c2 = 0.328
 115 Int300_6_B10450001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
117 Ensemble_score =  5.546 z-score -1.561 Chi = 5.546 c1 = 1.046 c2 = 1.806
 118 Int300_3_B10660001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
118 Ensemble_score =  5.547 z-score -1.561 Chi = 5.547 c1 = 1.045 c2 = 0.688
 117 Basic320_4_B10080001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
119 Ensemble_score =  5.558 z-score -1.558 Chi = 5.558 c1 = 1.043 c2 = 1.072
 119 Basic310_1_B10440001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
120 Ensemble_score =  5.563 z-score -1.557 Chi = 5.563 c1 = 1.044 c2 = 0.813
 120 Basic300_3_B10030001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
121 Ensemble_score =  5.566 z-score -1.556 Chi = 5.566 c1 = 1.049 c2 = 0.453
 122 Int300_4_B10500001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
122 Ensemble_score =  5.567 z-score -1.556 Chi = 5.567 c1 = 1.048 c2 = 1.072
 123 Basic300_3_B10250001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
123 Ensemble_score =  5.570 z-score -1.555 Chi = 5.570 c1 = 1.043 c2 = 2.070
 124 Int300_3_B10760001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
124 Ensemble_score =  5.570 z-score -1.555 Chi = 5.570 c1 = 1.043 c2 = 0.232
 121 Basic300_2_B10080001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
125 Ensemble_score =  5.571 z-score -1.555 Chi = 5.571 c1 = 1.048 c2 = 0.472
 125 Basic300_3_B10650001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
126 Ensemble_score =  5.574 z-score -1.554 Chi = 5.574 c1 = 1.049 c2 = 1.768
 126 Int325_6_B10940001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
127 Ensemble_score =  5.576 z-score -1.553 Chi = 5.576 c1 = 1.047 c2 = 0.491
 127 Int300_6_B10280001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
128 Ensemble_score =  5.579 z-score -1.552 Chi = 5.579 c1 = 1.037 c2 = 2.968
 128 Basic310_1_B10890001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
129 Ensemble_score =  5.586 z-score -1.551 Chi = 5.586 c1 = 1.041 c2 = 1.528
 129 Int325_5_B10430001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
130 Ensemble_score =  5.587 z-score -1.550 Chi = 5.587 c1 = 1.049 c2 = 0.851
 130 Int300_3_B10130001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
131 Ensemble_score =  5.621 z-score -1.541 Chi = 5.621 c1 = 1.046 c2 = 1.336
 131 Int325_6_B10530001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
132 Ensemble_score =  5.629 z-score -1.539 Chi = 5.629 c1 = 1.041 c2 = 2.392
 132 Int325_5_B10630001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
133 Ensemble_score =  5.641 z-score -1.536 Chi = 5.641 c1 = 1.044 c2 = 1.394
 134 Int300_3_B10570001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
134 Ensemble_score =  5.643 z-score -1.535 Chi = 5.643 c1 = 1.045 c2 = 0.707
 135 Basic320_9_B10500001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
135 Ensemble_score =  5.644 z-score -1.535 Chi = 5.644 c1 = 1.043 c2 = 2.032
 136 Int325_5_B10520001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
136 Ensemble_score =  5.644 z-score -1.535 Chi = 5.644 c1 = 1.041 c2 = 0.491
 137 Int300_8_B10260001_MSE.pdb.dat    (1.000) [ 0.000, 1.000, 1.000 ] 
137 Ensemble_score =  5.645 z-score -1.535 Chi = 5.645 c1 = 1.043 c2 = 1.432
