0.010641 89.948493 1.954862
0.011250 82.421660 4.933776
0.011858 79.805417 0.544801
0.012466 83.917005 1.573604
0.013074 82.729062 2.757293
0.013682 78.593906 1.780159
0.014290 80.900204 2.817518
0.014898 81.965373 2.255534
0.015506 80.170672 2.849562
0.016114 76.898399 2.604073
0.016722 74.142407 1.944590
0.017330 71.830091 1.527494
0.017938 68.734066 1.977506
0.018546 67.741275 1.432099
0.019155 64.037469 1.544335
0.019763 65.892761 1.693632
0.020371 62.117620 1.314485
0.020979 61.874096 1.684351
0.021587 60.956765 1.234180
0.022195 59.121771 1.458424
0.022803 57.829269 1.339193
0.023411 56.249554 1.288078
0.024019 53.728567 0.998204
0.024627 52.716577 1.085117
0.025235 50.052856 0.992951
0.025843 49.407609 0.890826
0.026452 47.322351 1.159000
0.027060 47.857291 0.926961
0.027668 45.750725 0.872775
0.028276 44.653400 0.855302
0.028884 44.411653 0.900776
0.029492 42.473456 0.790420
0.030100 41.767469 0.972441
0.030708 40.414426 0.891600
0.031316 38.449736 0.705114
0.031924 37.846809 0.826959
0.032532 35.716536 0.706623
0.033140 34.812029 0.605912
0.033748 34.394222 0.747472
0.034357 33.232922 0.648947
0.034965 32.065118 0.658867
0.035573 32.895337 0.641609
0.036181 29.662071 0.601905
0.036789 29.722975 0.631929
0.037397 28.866099 0.535776
0.038005 28.264658 0.742606
0.038613 27.446845 0.561498
0.039221 25.947186 0.685317
0.039829 25.899226 0.587689
0.040437 25.187820 0.596690
0.041045 24.910713 0.500244
0.041654 23.743729 0.566476
0.042262 23.387455 0.474948
0.042870 23.161644 0.475133
0.043478 21.705938 0.526756
0.044086 21.361339 0.426754
0.044694 20.337617 0.482265
0.045302 20.370484 0.462928
0.045910 20.881822 0.512299
0.046518 19.405630 0.446442
0.047126 19.778400 0.402566
0.047734 19.269055 0.424553
0.048342 18.422513 0.409033
0.048950 18.029335 0.368431
0.049559 17.589085 0.435058
0.050167 17.403194 0.387257
0.050775 16.352330 0.418513
0.051383 16.041588 0.389994
0.051991 15.857463 0.408616
0.052599 15.464044 0.363489
0.053207 15.307891 0.363530
0.053815 14.228166 0.359686
0.054423 14.932752 0.333700
0.055031 13.994149 0.343417
0.055639 13.334409 0.365494
0.056247 13.622883 0.348768
0.056855 13.038875 0.327295
0.057463 12.976066 0.412582
0.058072 11.895430 0.358777
0.058680 12.199363 0.344257
0.059288 11.613101 0.281366
0.059896 11.314106 0.349968
0.060504 12.417118 0.311778
0.061112 11.464318 0.355630
0.061720 11.355424 0.332451
0.062328 11.554948 0.316056
0.062936 11.377048 0.371418
0.063544 10.456053 0.320774
0.064152 10.254181 0.357816
0.064760 10.096866 0.365987
0.065368 10.087236 0.341341
0.065977 10.100470 0.276737
0.066585 9.277958 0.308657
0.067193 9.502487 0.281683
0.067801 10.180330 0.302586
0.068409 8.851337 0.281421
0.069017 8.941111 0.333364
0.069625 8.442740 0.304156
0.070233 8.138970 0.344703
0.070841 7.980426 0.411789
0.071449 7.793616 0.315530
0.072057 8.051152 0.308660
0.072665 7.983436 0.279139
0.073273 8.249982 0.256107
0.073881 7.658271 0.260464
0.074490 7.625657 0.303148
0.075098 7.482994 0.273615
0.075706 7.461168 0.327098
0.076314 6.735597 0.272350
0.076922 6.766867 0.304697
0.077530 7.197491 0.286757
0.078138 6.522330 0.275406
0.078746 6.673047 0.240989
0.079354 5.865049 0.262295
0.079962 6.257925 0.292522
0.080570 5.823687 0.249478
0.081178 5.841102 0.263088
0.081786 5.786141 0.268765
0.082394 6.080812 0.244511
0.083002 5.829293 0.266052
0.083611 5.809909 0.247541
0.084219 4.974901 0.237677
0.084827 5.188394 0.278752
0.085435 5.171172 0.244940
0.086043 4.975275 0.253385
0.086651 5.217154 0.248104
0.087259 4.536035 0.283163
0.087867 4.926139 0.240587
0.088475 4.401694 0.304073
0.089083 4.374420 0.264411
0.089691 4.787586 0.232786
0.090299 4.169107 0.239177
0.090907 4.193738 0.267843
0.091515 4.014878 0.241181
0.092123 4.237649 0.227300
0.092732 3.843306 0.252928
0.093340 3.712973 0.244270
0.093948 3.986374 0.253918
0.094556 3.565571 0.245771
0.095164 3.617654 0.269318
0.095772 3.544953 0.268576
0.096380 3.556687 0.258777
0.096988 3.471613 0.240910
0.097596 3.781399 0.264918
0.098204 3.173870 0.218864
0.098812 3.746601 0.223974
0.099420 3.319864 0.237765
0.100028 3.025988 0.212885
0.100636 3.300497 0.242194
0.101244 3.418743 0.222317
0.101852 2.717322 0.220629
0.102461 3.168773 0.235309
0.103069 2.967164 0.268969
0.103677 2.852493 0.285609
0.104285 2.748368 0.942897
0.104893 2.563726 0.221433
0.105501 2.371791 0.216577
0.106109 2.460894 0.231435
0.106717 2.593386 0.237085
0.107325 2.049706 0.313630
0.107933 2.320655 0.368562
0.108541 2.391591 0.271323
0.109149 2.299198 0.250061
0.109757 2.517454 0.216149
0.110365 2.027535 0.218651
0.110973 2.317406 0.223605
0.111581 1.826723 0.182824
0.112189 2.253832 0.235745
0.112798 2.035040 0.200445
0.113406 2.032834 0.215187
0.114014 1.940511 0.200288
0.114622 2.089430 0.194646
0.115230 1.876571 0.199997
0.115838 1.998798 0.212321
0.116446 1.878310 0.194087
0.117054 1.828494 0.198499
0.117662 1.535099 0.209953
0.118270 1.550799 0.203352
0.118878 1.815886 0.200260
0.119486 1.816992 0.194698
0.120094 1.493095 0.205446
0.120702 1.560940 0.193988
0.121310 1.356603 0.221642
0.121918 1.016111 0.208903
0.122526 1.253903 0.197246
0.123134 1.041877 0.201154
0.123742 1.538260 0.205183
0.124351 1.586669 0.205661
0.124959 1.043165 0.193723
0.125567 0.955607 0.196700
0.126175 1.073804 0.195931
0.126783 1.119694 0.192218
0.127391 0.729630 0.197112
0.127999 1.313175 0.201866
0.128607 0.715163 0.191790
0.129215 0.902385 0.205915
0.129823 0.444008 0.190712
0.130431 0.858582 0.190589
0.131039 0.978927 0.196730
0.131647 0.825944 0.201766
0.132255 1.032702 0.203357
0.132863 0.968449 0.211469
0.133471 1.003969 0.197046
0.134079 1.062589 0.198353
0.134687 0.784029 0.201771
0.135295 0.358442 0.213175
0.135903 0.585214 0.197556
0.136511 0.548606 0.197404
0.137119 0.548445 0.179232
0.137728 0.771392 0.178021
0.138336 0.647860 0.189619
0.138944 0.446999 0.193430
0.139552 0.576420 0.189089
0.140160 0.815214 0.194951
0.140768 0.680159 0.189110
0.141376 0.487155 0.179390
0.141984 0.301975 0.188376
0.142592 0.776508 0.185414
0.143200 0.453211 0.206317
0.143808 0.649872 0.185872
0.144416 0.556967 0.199357
0.145024 0.796110 0.193632
0.145632 0.926915 0.187714
0.146240 0.647179 0.184442
0.146848 0.906085 0.187751
0.147456 0.419267 0.192224
0.148064 0.175202 0.182131
0.148672 0.432884 0.189621
0.149280 0.384458 0.177745
0.149888 0.679358 0.190237
0.150496 0.434894 0.192512
0.151104 0.303130 0.185498
0.151712 0.474101 0.183846
0.152320 0.433316 0.174239
0.152928 0.397175 0.177915
0.153537 0.398458 0.177047
0.154145 0.360137 0.172323
0.154753 0.186439 0.170133
0.155361 0.208263 0.166628
0.155969 0.115356 0.174081
0.157185 0.260528 0.171510
0.157793 0.294374 0.175787
0.158401 0.272479 0.174676
0.159009 0.543426 0.202496
0.159617 0.430284 0.187984
0.160225 0.460876 0.179720
0.160833 0.221403 0.181635
0.161441 0.259122 0.174807
0.162049 0.342481 0.164603
0.162657 0.330389 0.164471
0.163265 0.243437 0.175473
0.163873 0.331339 0.166628
0.164481 0.145848 0.162482
0.165089 0.455317 0.166707
0.165697 0.256386 0.169398
0.166305 0.232325 0.164843
0.166913 0.503039 0.170104
0.167521 0.316640 0.156999
0.168129 0.488688 0.157045
0.168737 0.310006 0.160357
0.169345 0.334939 0.166271
0.169953 0.335286 0.166625
0.170561 0.409920 0.173372
0.171777 0.234609 0.169640
0.172385 0.213671 0.166973
0.172993 0.168346 0.169392
0.173601 0.455874 0.170684
0.174209 0.382252 0.157260
0.174817 0.160095 0.166588
0.175425 0.314713 0.166494
0.176033 0.270926 0.180840
0.176641 0.170261 0.164211
0.177250 0.185544 0.181501
0.177858 0.249058 0.173607
0.178466 0.530729 0.164063
0.179074 0.054170 0.164985
0.179682 0.358518 0.169953
0.180290 0.072250 0.170070
0.180898 0.208249 0.159117
0.181506 0.177726 0.170222
0.182114 0.180984 0.163338
0.182722 0.221026 0.171058
0.183938 0.237559 0.157729
0.184546 0.236457 0.154070
0.185154 0.282721 0.173365
0.185762 0.387515 0.153089
0.186978 0.440231 0.162749
0.187586 0.244548 0.157402
0.188194 0.396893 0.161021
0.188802 0.146491 0.160605
0.189410 0.282845 0.166573
0.190018 0.067651 0.162377
0.190626 0.330333 0.200890
0.191234 0.051432 0.157547
0.192450 0.151067 0.154677
0.193666 0.223636 0.157259
0.194274 0.150908 0.165286
