1 | 0.152493 | + | | 
2 | 0.152508 | + | | 
3 | 0.151156 | + | | 
4 | 0.145546 | + | | 
5 | 0.151877 | + | | 
6 | 0.147070 | + | | 
7 | 0.148494 | + | | 
8 | 0.171579 | + | | 
9 | 0.169088 | + | | 
10 | 0.173787 | + | | 
11 | 0.171236 | + | | 
12 | 0.172487 | + | | 
13 | 0.168951 | + | | 
14 | 0.174293 | + | | 
15 | 0.174947 | + | | 
16 | 0.174589 | + | | 
17 | 0.172294 | + | | 
18 | 0.173325 | + | | 
19 | 0.171003 | + | | 
20 | 0.176642 | + | | 
21 | 0.173817 | + | | 
22 | 0.179309 | + | | 
23 | 0.174639 | + | | 
24 | 0.174482 | + | | 
25 | 0.169932 | + | | 
26 | 0.175204 | + | | 
27 | 0.178539 | + | | 
28 | 0.174978 | + | | 
29 | 0.176778 | + | | 
30 | 0.175543 | + | | 
31 | 0.177131 | + | | 
32 | 0.179232 | + | | 
33 | 0.178851 | + | | 
34 | 0.199409 | + | | 
35 | 0.196752 | + | | 
36 | 0.194687 | + | | 
37 | 0.196232 | + | | 
38 | 0.193824 | + | | 
39 | 0.188687 | + | | 
40 | 0.205767 | + | | 
41 | 0.170932 | + | | 
42 | 0.174068 | + | | 
43 | 0.175961 | + | | 
44 | 0.195105 | + | | 
45 | 0.176016 | + | | 
46 | 0.177187 | + | | 
47 | 0.177863 | + | | 
48 | 0.178193 | + | | 
49 | 0.178469 | + | | 
50 | 0.180364 | + | | 
51 | 0.178462 | + | | 
52 | 0.188126 | + | | 
53 | 0.172656 | + | | 
54 | 0.203779 | + | | 
55 | 0.205239 | + | | 
56 | 0.204673 | + | | 
57 | 0.181044 | + | | 
58 | 0.197051 | + | | 
59 | 0.198502 | + | | 
60 | 0.180180 | + | | 
61 | 0.178744 | + | | 
62 | 0.181942 | + | | 
63 | 0.173321 | + | | 
64 | 0.171904 | + | | 
65 | 0.169254 | + | | 
66 | 0.169468 | + | | 
67 | 0.168639 | + | | 
68 | 0.169261 | + | | 
69 | 0.169711 | + | | 
70 | 0.168583 | + | | 
71 | 0.166161 | + | | 
72 | 0.165096 | + | | 
73 | 0.167394 | + | | 
74 | 0.166147 | + | | 
75 | 0.150504 | + | | 
76 | 0.150465 | + | | 
77 | 0.153709 | + | | 
78 | 0.156349 | + | | 
79 | 0.169873 | + | | 
