# | FILE                           | hit counts | ZScore sum. | Hit score (decimal) | Hit score (binary)
1374 | Basic310_3_B10600001_MSE.dat | 10 | -11.272 | 813676 | 11000110101001101100
1375 | Basic310_3_B10610001_MSE.dat | 9 | -10.301 | 551656 | 10000110101011101000
1376 | Basic310_3_B10620001_MSE.dat | 8 | -9.048 | 551528 | 10000110101001101000
1377 | Basic310_3_B10630001_MSE.dat | 8 | -9.009 | 551528 | 10000110101001101000
1378 | Basic310_3_B10640001_MSE.dat | 9 | -10.228 | 813672 | 11000110101001101000
1379 | Basic310_3_B10650001_MSE.dat | 8 | -9.489 | 811624 | 11000110001001101000
1380 | Basic310_3_B10660001_MSE.dat | 8 | -9.535 | 811624 | 11000110001001101000
1381 | Basic310_3_B10670001_MSE.dat | 9 | -10.836 | 813672 | 11000110101001101000
1382 | Basic310_3_B10680001_MSE.dat | 7 | -8.198 | 27240 | 110101001101000
1383 | Basic310_3_B10690001_MSE.dat | 6 | -7.272 | 27176 | 110101000101000
1384 | Basic310_3_B10700001_MSE.dat | 9 | -9.914 | 289400 | 1000110101001111000
1385 | Basic310_3_B10710001_MSE.dat | 11 | -12.028 | 420600 | 1100110101011111000
1386 | Basic310_3_B10720001_MSE.dat | 10 | -10.948 | 420472 | 1100110101001111000
1387 | Basic310_3_B10730001_MSE.dat | 9 | -10.520 | 420456 | 1100110101001101000
1388 | Basic310_3_B10740001_MSE.dat | 10 | -11.298 | 420460 | 1100110101001101100
1389 | Basic310_3_B10750001_MSE.dat | 10 | -11.624 | 420460 | 1100110101001101100
1390 | Basic310_3_B10760001_MSE.dat | 10 | -11.677 | 420460 | 1100110101001101100
1391 | Basic310_3_B10770001_MSE.dat | 10 | -11.642 | 420460 | 1100110101001101100
1392 | Basic310_3_B10780001_MSE.dat | 10 | -11.432 | 420460 | 1100110101001101100
1393 | Basic310_3_B10790001_MSE.dat | 9 | -10.341 | 419948 | 1100110100001101100
1394 | Basic310_3_B10800001_MSE.dat | 8 | -9.223 | 419916 | 1100110100001001100
1395 | Basic310_3_B10810001_MSE.dat | 8 | -9.172 | 419916 | 1100110100001001100
1396 | Basic310_3_B10820001_MSE.dat | 8 | -8.895 | 419916 | 1100110100001001100
1397 | Basic310_3_B10830001_MSE.dat | 7 | -8.404 | 411724 | 1100100100001001100
1398 | Basic310_3_B10840001_MSE.dat | 6 | -6.239 | 411720 | 1100100100001001000
1399 | Basic310_3_B10850001_MSE.dat | 5 | -5.204 | 147532 | 100100000001001100
1400 | Basic310_3_B10860001_MSE.dat | 5 | -5.678 | 149576 | 100100100001001000
1401 | Basic310_3_B10870001_MSE.dat | 5 | -5.859 | 166464 | 101000101001000000
1402 | Basic310_3_B10880001_MSE.dat | 4 | -4.177 | 165952 | 101000100001000000
1403 | Basic310_3_B10890001_MSE.dat | 6 | -5.959 | 182848 | 101100101001000000
1404 | Basic310_3_B10900001_MSE.dat | 6 | -6.838 | 1215040 | 100101000101001000000
1405 | Basic310_3_B10910001_MSE.dat | 4 | -4.916 | 165952 | 101000100001000000
1406 | Basic310_3_B10920001_MSE.dat | 7 | -6.952 | 1219136 | 100101001101001000000
1407 | Basic310_3_B10930001_MSE.dat | 5 | -5.025 | 1182272 | 100100000101001000000
1408 | Basic310_3_B10940001_MSE.dat | 4 | -4.121 | 164416 | 101000001001000000
1409 | Basic310_3_B10950001_MSE.dat | 4 | -4.992 | 133696 | 100000101001000000
1410 | Basic310_3_B10960001_MSE.dat | 4 | -4.812 | 133696 | 100000101001000000
1411 | Basic310_3_B10970001_MSE.dat | 5 | -5.391 | 133700 | 100000101001000100
1412 | Basic310_3_B10980001_MSE.dat | 6 | -6.174 | 1180260 | 100100000001001100100
1413 | Basic310_3_B10990001_MSE.dat | 5 | -5.338 | 131908 | 100000001101000100
1414 | Basic310_3_B11000001_MSE.dat | 2 | -2.096 | 516 | 1000000100
1415 | Basic310_3_B99990001_MSE.dat | 2 | -2.096 | 516 | 1000000100
1416 | Basic310_4_B10010001_MSE.dat | 6 | -6.712 | 2764804 | 1010100011000000000100
1417 | Basic310_4_B10020001_MSE.dat | 5 | -5.520 | 2760708 | 1010100010000000000100
1418 | Basic310_4_B10030001_MSE.dat | 5 | -6.215 | 2631684 | 1010000010100000000100
1419 | Basic310_4_B10040001_MSE.dat | 5 | -5.668 | 2629764 | 1010000010000010000100
1420 | Basic310_4_B10050001_MSE.dat | 7 | -7.261 | 2634884 | 1010000011010010000100
1421 | Basic310_4_B10060001_MSE.dat | 7 | -7.214 | 2633861 | 1010000011000010000101
1422 | Basic310_4_B10070001_MSE.dat | 7 | -7.138 | 2633861 | 1010000011000010000101
1423 | Basic310_4_B10080001_MSE.dat | 6 | -5.915 | 2634756 | 1010000011010000000100
1424 | Basic310_4_B10090001_MSE.dat | 6 | -6.173 | 2634756 | 1010000011010000000100
1425 | Basic310_4_B10100001_MSE.dat | 4 | -4.481 | 2633728 | 1010000011000000000000
1426 | Basic310_4_B10110001_MSE.dat | 3 | -3.383 | 2625536 | 1010000001000000000000
1427 | Basic310_4_B10120001_MSE.dat | 4 | -4.284 | 2633728 | 1010000011000000000000
1428 | Basic310_4_B10130001_MSE.dat | 4 | -4.329 | 2633728 | 1010000011000000000000
1429 | Basic310_4_B10140001_MSE.dat | 3 | -3.130 | 2229248 | 1000100000010000000000
1430 | Basic310_4_B10150001_MSE.dat | 4 | -4.738 | 2231296 | 1000100000110000000000
1431 | Basic310_4_B10160001_MSE.dat | 4 | -4.843 | 2231296 | 1000100000110000000000
1432 | Basic310_4_B10170001_MSE.dat | 4 | -4.708 | 2231296 | 1000100000110000000000
1433 | Basic310_4_B10180001_MSE.dat | 4 | -4.858 | 2231296 | 1000100000110000000000
1434 | Basic310_4_B10190001_MSE.dat | 4 | -4.753 | 2229376 | 1000100000010010000000
1435 | Basic310_4_B10200001_MSE.dat | 4 | -4.678 | 2229760 | 1000100000011000000000
1436 | Basic310_4_B10210001_MSE.dat | 5 | -5.563 | 2237472 | 1000100010010000100000
1437 | Basic310_4_B10220001_MSE.dat | 5 | -5.468 | 2238496 | 1000100010100000100000
1438 | Basic310_4_B10230001_MSE.dat | 4 | -4.918 | 2238464 | 1000100010100000000000
1439 | Basic310_4_B10240001_MSE.dat | 3 | -4.189 | 2230272 | 1000100000100000000000
1440 | Basic310_4_B10250001_MSE.dat | 3 | -3.800 | 2229248 | 1000100000010000000000
1441 | Basic310_4_B10260001_MSE.dat | 3 | -3.691 | 2229248 | 1000100000010000000000
1442 | Basic310_4_B10270001_MSE.dat | 4 | -4.995 | 2231296 | 1000100000110000000000
1443 | Basic310_4_B10280001_MSE.dat | 4 | -5.035 | 2231296 | 1000100000110000000000
1444 | Basic310_4_B10290001_MSE.dat | 4 | -4.912 | 2231296 | 1000100000110000000000
1445 | Basic310_4_B10300001_MSE.dat | 3 | -3.381 | 134144 | 100000110000000000
1446 | Basic310_4_B10310001_MSE.dat | 3 | -3.558 | 134144 | 100000110000000000
1447 | Basic310_4_B10320001_MSE.dat | 3 | -3.260 | 2229248 | 1000100000010000000000
1448 | Basic310_4_B10330001_MSE.dat | 3 | -3.583 | 133248 | 100000100010000000
1449 | Basic310_4_B10340001_MSE.dat | 4 | -4.322 | 140416 | 100010010010000000
1450 | Basic310_4_B10350001_MSE.dat | 3 | -3.512 | 139392 | 100010000010000000
1451 | Basic310_4_B10360001_MSE.dat | 2 | -2.301 | 139264 | 100010000000000000
1452 | Basic310_4_B10370001_MSE.dat | 2 | -2.338 | 139264 | 100010000000000000
1453 | Basic310_4_B10380001_MSE.dat | 3 | -3.434 | 141312 | 100010100000000000
1454 | Basic310_4_B10390001_MSE.dat | 2 | -2.306 | 139264 | 100010000000000000
1455 | Basic310_4_B10400001_MSE.dat | 2 | -2.368 | 139264 | 100010000000000000
1456 | Basic310_4_B10410001_MSE.dat | 2 | -2.313 | 139264 | 100010000000000000
1457 | Basic310_4_B10420001_MSE.dat | 2 | -2.357 | 139264 | 100010000000000000
1458 | Basic310_4_B10430001_MSE.dat | 3 | -3.227 | 139268 | 100010000000000100
1459 | Basic310_4_B10440001_MSE.dat | 1 | -1.446 | 131072 | 100000000000000000
1460 | Basic310_4_B10450001_MSE.dat | 2 | -2.404 | 131200 | 100000000010000000
1461 | Basic310_4_B10460001_MSE.dat | 2 | -2.507 | 131076 | 100000000000000100
1462 | Basic310_4_B10470001_MSE.dat | 2 | -2.398 | 131076 | 100000000000000100
1463 | Basic310_4_B10480001_MSE.dat | 2 | -2.206 | 131076 | 100000000000000100
1464 | Basic310_4_B10490001_MSE.dat | 2 | -2.186 | 131076 | 100000000000000100
1465 | Basic310_4_B10500001_MSE.dat | 1 | -1.235 | 131072 | 100000000000000000
1466 | Basic310_4_B10510001_MSE.dat | 1 | -1.180 | 131072 | 100000000000000000
1467 | Basic310_4_B10520001_MSE.dat | 2 | -1.963 | 131076 | 100000000000000100
1468 | Basic310_4_B10530001_MSE.dat | 2 | -2.022 | 131076 | 100000000000000100
1469 | Basic310_4_B10540001_MSE.dat | 1 | -0.910 | 131072 | 100000000000000000
1470 | Basic310_4_B10550001_MSE.dat | 2 | -1.776 | 131076 | 100000000000000100
1471 | Basic310_4_B10560001_MSE.dat | 2 | -1.877 | 131076 | 100000000000000100
1472 | Basic310_4_B10570001_MSE.dat | 1 | -0.860 | 131072 | 100000000000000000
1473 | Basic310_4_B10580001_MSE.dat | 2 | -1.736 | 131076 | 100000000000000100
1474 | Basic310_4_B10590001_MSE.dat | 0 | 0.000 | 0 | 0
1475 | Basic310_4_B10600001_MSE.dat | 0 | 0.000 | 0 | 0
1476 | Basic310_4_B10610001_MSE.dat | 0 | 0.000 | 0 | 0
1477 | Basic310_4_B10620001_MSE.dat | 0 | 0.000 | 0 | 0
1478 | Basic310_4_B10630001_MSE.dat | 1 | -0.870 | 131072 | 100000000000000000
1479 | Basic310_4_B10640001_MSE.dat | 0 | 0.000 | 0 | 0
1480 | Basic310_4_B10650001_MSE.dat | 1 | -0.857 | 131072 | 100000000000000000
1481 | Basic310_4_B10660001_MSE.dat | 1 | -0.940 | 131072 | 100000000000000000
1482 | Basic310_4_B10670001_MSE.dat | 1 | -0.909 | 131072 | 100000000000000000
1483 | Basic310_4_B10680001_MSE.dat | 0 | 0.000 | 0 | 0
1484 | Basic310_4_B10690001_MSE.dat | 1 | -0.851 | 131072 | 100000000000000000
1485 | Basic310_4_B10700001_MSE.dat | 0 | 0.000 | 0 | 0
1486 | Basic310_4_B10710001_MSE.dat | 0 | 0.000 | 0 | 0
1487 | Basic310_4_B10720001_MSE.dat | 2 | -2.038 | 131328 | 100000000100000000
1488 | Basic310_4_B10730001_MSE.dat | 0 | 0.000 | 0 | 0
1489 | Basic310_4_B10740001_MSE.dat | 0 | 0.000 | 0 | 0
1490 | Basic310_4_B10750001_MSE.dat | 3 | -2.993 | 131456 | 100000000110000000
1491 | Basic310_4_B10760001_MSE.dat | 3 | -3.066 | 131456 | 100000000110000000
1492 | Basic310_4_B10770001_MSE.dat | 3 | -3.373 | 131456 | 100000000110000000
1493 | Basic310_4_B10780001_MSE.dat | 3 | -3.530 | 131456 | 100000000110000000
1494 | Basic310_4_B10790001_MSE.dat | 2 | -2.629 | 131328 | 100000000100000000
1495 | Basic310_4_B10800001_MSE.dat | 3 | -3.914 | 131456 | 100000000110000000
1496 | Basic310_4_B10810001_MSE.dat | 3 | -3.806 | 132352 | 100000010100000000
1497 | Basic310_4_B10820001_MSE.dat | 5 | -5.883 | 134528 | 100000110110000000
1498 | Basic310_4_B10830001_MSE.dat | 5 | -5.892 | 134528 | 100000110110000000
1499 | Basic310_4_B10840001_MSE.dat | 4 | -4.648 | 134400 | 100000110100000000
1500 | Basic310_4_B10850001_MSE.dat | 4 | -4.782 | 134400 | 100000110100000000
1501 | Basic310_4_B10860001_MSE.dat | 4 | -4.777 | 134400 | 100000110100000000
1502 | Basic310_4_B10870001_MSE.dat | 3 | -3.461 | 134144 | 100000110000000000
1503 | Basic310_4_B10880001_MSE.dat | 1 | -1.668 | 131072 | 100000000000000000
1504 | Basic310_4_B10890001_MSE.dat | 1 | -1.655 | 131072 | 100000000000000000
1505 | Basic310_4_B10900001_MSE.dat | 1 | -1.658 | 131072 | 100000000000000000
1506 | Basic310_4_B10910001_MSE.dat | 1 | -1.660 | 131072 | 100000000000000000
1507 | Basic310_4_B10920001_MSE.dat | 1 | -1.704 | 131072 | 100000000000000000
1508 | Basic310_4_B10930001_MSE.dat | 1 | -1.741 | 131072 | 100000000000000000
1509 | Basic310_4_B10940001_MSE.dat | 2 | -2.737 | 133120 | 100000100000000000
1510 | Basic310_4_B10950001_MSE.dat | 1 | -1.658 | 131072 | 100000000000000000
1511 | Basic310_4_B10960001_MSE.dat | 1 | -1.562 | 131072 | 100000000000000000
1512 | Basic310_4_B10970001_MSE.dat | 3 | -3.373 | 131144 | 100000000001001000
1513 | Basic310_4_B10980001_MSE.dat | 3 | -3.458 | 131144 | 100000000001001000
1514 | Basic310_4_B10990001_MSE.dat | 2 | -2.498 | 131080 | 100000000000001000
1515 | Basic310_4_B11000001_MSE.dat | 2 | -2.439 | 131080 | 100000000000001000
1516 | Basic310_4_B99990001_MSE.dat | 2 | -2.439 | 131080 | 100000000000001000
1517 | Basic310_5_B10010001_MSE.dat | 3 | -3.478 | 2099328 | 1000000000100010000000
1518 | Basic310_5_B10020001_MSE.dat | 4 | -4.919 | 2103424 | 1000000001100010000000
1519 | Basic310_5_B10030001_MSE.dat | 6 | -6.543 | 2234560 | 1000100001100011000000
1520 | Basic310_5_B10040001_MSE.dat | 5 | -5.584 | 2234496 | 1000100001100010000000
1521 | Basic310_5_B10050001_MSE.dat | 4 | -5.409 | 2103424 | 1000000001100010000000
1522 | Basic310_5_B10060001_MSE.dat | 5 | -5.935 | 2234496 | 1000100001100010000000
1523 | Basic310_5_B10070001_MSE.dat | 5 | -6.192 | 2234496 | 1000100001100010000000
1524 | Basic310_5_B10080001_MSE.dat | 5 | -6.580 | 2234496 | 1000100001100010000000
1525 | Basic310_5_B10090001_MSE.dat | 4 | -5.209 | 2103424 | 1000000001100010000000
1526 | Basic310_5_B10100001_MSE.dat | 3 | -3.772 | 2230272 | 1000100000100000000000
1527 | Basic310_5_B10110001_MSE.dat | 3 | -4.106 | 2230272 | 1000100000100000000000
1528 | Basic310_5_B10120001_MSE.dat | 4 | -4.858 | 2230400 | 1000100000100010000000
1529 | Basic310_5_B10130001_MSE.dat | 3 | -3.541 | 2230272 | 1000100000100000000000
1530 | Basic310_5_B10140001_MSE.dat | 3 | -3.343 | 2230272 | 1000100000100000000000
1531 | Basic310_5_B10150001_MSE.dat | 4 | -4.165 | 2230400 | 1000100000100010000000
1532 | Basic310_5_B10160001_MSE.dat | 4 | -4.100 | 2230336 | 1000100000100001000000
1533 | Basic310_5_B10170001_MSE.dat | 4 | -4.197 | 2230336 | 1000100000100001000000
1534 | Basic310_5_B10180001_MSE.dat | 5 | -5.022 | 2246720 | 1000100100100001000000
1535 | Basic310_5_B10190001_MSE.dat | 5 | -4.857 | 2246720 | 1000100100100001000000
1536 | Basic310_5_B10200001_MSE.dat | 4 | -3.877 | 2244672 | 1000100100000001000000
1537 | Basic310_5_B10210001_MSE.dat | 6 | -6.226 | 2246848 | 1000100100100011000000
1538 | Basic310_5_B10220001_MSE.dat | 5 | -5.410 | 149696 | 100100100011000000
1539 | Basic310_5_B10230001_MSE.dat | 2 | -1.955 | 131136 | 100000000001000000
1540 | Basic310_5_B10240001_MSE.dat | 3 | -2.843 | 2117632 | 1000000101000000000000
1541 | Basic310_5_B10250001_MSE.dat | 2 | -1.981 | 2097153 | 1000000000000000000001
1542 | Basic310_5_B10260001_MSE.dat | 6 | -5.902 | 2248833 | 1000100101000010000001
1543 | Basic310_5_B10270001_MSE.dat | 4 | -4.087 | 2232321 | 1000100001000000000001
1544 | Basic310_5_B10280001_MSE.dat | 5 | -5.096 | 2232449 | 1000100001000010000001
1545 | Basic310_5_B10290001_MSE.dat | 3 | -3.161 | 2232320 | 1000100001000000000000
1546 | Basic310_5_B10300001_MSE.dat | 4 | -3.972 | 2232384 | 1000100001000001000000
1547 | Basic310_5_B10310001_MSE.dat | 5 | -5.750 | 2234432 | 1000100001100001000000
1548 | Basic310_5_B10320001_MSE.dat | 3 | -3.218 | 2232320 | 1000100001000000000000
1549 | Basic310_5_B10330001_MSE.dat | 2 | -2.096 | 135168 | 100001000000000000
1550 | Basic310_5_B10340001_MSE.dat | 2 | -2.171 | 135168 | 100001000000000000
1551 | Basic310_5_B10350001_MSE.dat | 1 | -0.935 | 4096 | 1000000000000
1552 | Basic310_5_B10360001_MSE.dat | 2 | -1.954 | 2228224 | 1000100000000000000000
1553 | Basic310_5_B10370001_MSE.dat | 2 | -2.423 | 135168 | 100001000000000000
1554 | Basic310_5_B10380001_MSE.dat | 3 | -3.088 | 135424 | 100001000100000000
1555 | Basic310_5_B10390001_MSE.dat | 3 | -4.162 | 133376 | 100000100100000000
1556 | Basic310_5_B10400001_MSE.dat | 4 | -4.516 | 137472 | 100001100100000000
1557 | Basic310_5_B10410001_MSE.dat | 4 | -4.531 | 137472 | 100001100100000000
1558 | Basic310_5_B10420001_MSE.dat | 4 | -4.937 | 137472 | 100001100100000000
1559 | Basic310_5_B10430001_MSE.dat | 4 | -4.853 | 137472 | 100001100100000000
1560 | Basic310_5_B10440001_MSE.dat | 5 | -5.419 | 2234624 | 1000100001100100000000
1561 | Basic310_5_B10450001_MSE.dat | 4 | -4.461 | 202752 | 110001100000000000
1562 | Basic310_5_B10460001_MSE.dat | 3 | -3.332 | 2230272 | 1000100000100000000000
1563 | Basic310_5_B10470001_MSE.dat | 2 | -2.218 | 133120 | 100000100000000000
1564 | Basic310_5_B10480001_MSE.dat | 2 | -2.135 | 133120 | 100000100000000000
1565 | Basic310_5_B10490001_MSE.dat | 3 | -2.772 | 1183744 | 100100001000000000000
1566 | Basic310_5_B10500001_MSE.dat | 4 | -3.832 | 1249280 | 100110001000000000000
1567 | Basic310_5_B10510001_MSE.dat | 1 | -1.211 | 131072 | 100000000000000000
1568 | Basic310_5_B10520001_MSE.dat | 3 | -3.104 | 200704 | 110001000000000000
1569 | Basic310_5_B10530001_MSE.dat | 4 | -3.991 | 202752 | 110001100000000000
1570 | Basic310_5_B10540001_MSE.dat | 1 | -1.162 | 131072 | 100000000000000000
1571 | Basic310_5_B10550001_MSE.dat | 3 | -3.482 | 135424 | 100001000100000000
1572 | Basic310_5_B10560001_MSE.dat | 2 | -2.365 | 135168 | 100001000000000000
1573 | Basic310_5_B10570001_MSE.dat | 2 | -2.344 | 135168 | 100001000000000000
1574 | Basic310_5_B10580001_MSE.dat | 2 | -2.475 | 135168 | 100001000000000000
1575 | Basic310_5_B10590001_MSE.dat | 2 | -2.395 | 135168 | 100001000000000000
1576 | Basic310_5_B10600001_MSE.dat | 2 | -2.235 | 135168 | 100001000000000000
1577 | Basic310_5_B10610001_MSE.dat | 2 | -2.077 | 135168 | 100001000000000000
1578 | Basic310_5_B10620001_MSE.dat | 1 | -1.164 | 131072 | 100000000000000000
1579 | Basic310_5_B10630001_MSE.dat | 1 | -1.138 | 131072 | 100000000000000000
1580 | Basic310_5_B10640001_MSE.dat | 1 | -1.079 | 131072 | 100000000000000000
1581 | Basic310_5_B10650001_MSE.dat | 1 | -1.123 | 131072 | 100000000000000000
1582 | Basic310_5_B10660001_MSE.dat | 1 | -0.996 | 131072 | 100000000000000000
1583 | Basic310_5_B10670001_MSE.dat | 1 | -0.938 | 131072 | 100000000000000000
1584 | Basic310_5_B10680001_MSE.dat | 1 | -0.956 | 131072 | 100000000000000000
1585 | Basic310_5_B10690001_MSE.dat | 1 | -0.958 | 131072 | 100000000000000000
1586 | Basic310_5_B10700001_MSE.dat | 0 | 0.000 | 0 | 0
1587 | Basic310_5_B10710001_MSE.dat | 1 | -0.896 | 131072 | 100000000000000000
1588 | Basic310_5_B10720001_MSE.dat | 0 | 0.000 | 0 | 0
1589 | Basic310_5_B10730001_MSE.dat | 1 | -0.864 | 131072 | 100000000000000000
1590 | Basic310_5_B10740001_MSE.dat | 1 | -0.879 | 131072 | 100000000000000000
1591 | Basic310_5_B10750001_MSE.dat | 0 | 0.000 | 0 | 0
1592 | Basic310_5_B10760001_MSE.dat | 0 | 0.000 | 0 | 0
1593 | Basic310_5_B10770001_MSE.dat | 0 | 0.000 | 0 | 0
1594 | Basic310_5_B10780001_MSE.dat | 0 | 0.000 | 0 | 0
1595 | Basic310_5_B10790001_MSE.dat | 1 | -0.866 | 4096 | 1000000000000
1596 | Basic310_5_B10800001_MSE.dat | 1 | -0.895 | 4096 | 1000000000000
1597 | Basic310_5_B10810001_MSE.dat | 3 | -3.194 | 200704 | 110001000000000000
1598 | Basic310_5_B10820001_MSE.dat | 1 | -1.207 | 131072 | 100000000000000000
1599 | Basic310_5_B10830001_MSE.dat | 1 | -1.264 | 131072 | 100000000000000000
1600 | Basic310_5_B10840001_MSE.dat | 2 | -2.173 | 135168 | 100001000000000000
1601 | Basic310_5_B10850001_MSE.dat | 3 | -3.095 | 135232 | 100001000001000000
1602 | Basic310_5_B10860001_MSE.dat | 2 | -2.235 | 135168 | 100001000000000000
1603 | Basic310_5_B10870001_MSE.dat | 2 | -2.250 | 135168 | 100001000000000000
1604 | Basic310_5_B10880001_MSE.dat | 4 | -4.358 | 135488 | 100001000101000000
1605 | Basic310_5_B10890001_MSE.dat | 4 | -4.469 | 135488 | 100001000101000000
1606 | Basic310_5_B10900001_MSE.dat | 1 | -1.399 | 131072 | 100000000000000000
1607 | Basic310_5_B10910001_MSE.dat | 1 | -1.389 | 131072 | 100000000000000000
1608 | Basic310_5_B10920001_MSE.dat | 3 | -3.928 | 131392 | 100000000101000000
1609 | Basic310_5_B10930001_MSE.dat | 3 | -3.516 | 131392 | 100000000101000000
1610 | Basic310_5_B10940001_MSE.dat | 3 | -3.437 | 1179904 | 100100000000100000000
1611 | Basic310_5_B10950001_MSE.dat | 5 | -5.550 | 1184064 | 100100001000101000000
1612 | Basic310_5_B10960001_MSE.dat | 4 | -4.523 | 1183808 | 100100001000001000000
1613 | Basic310_5_B10970001_MSE.dat | 4 | -4.528 | 1183808 | 100100001000001000000
1614 | Basic310_5_B10980001_MSE.dat | 3 | -3.496 | 1052736 | 100000001000001000000
1615 | Basic310_5_B10990001_MSE.dat | 4 | -4.626 | 1183808 | 100100001000001000000
1616 | Basic310_5_B11000001_MSE.dat | 3 | -3.738 | 1179712 | 100100000000001000000
1617 | Basic310_5_B99990001_MSE.dat | 3 | -3.738 | 1179712 | 100100000000001000000
1618 | Basic310_6_B10010001_MSE.dat | 2 | -2.217 | 1048577 | 100000000000000000001
1619 | Basic310_6_B10020001_MSE.dat | 3 | -3.184 | 1048585 | 100000000000000001001
1620 | Basic310_6_B10030001_MSE.dat | 2 | -2.104 | 1048577 | 100000000000000000001
1621 | Basic310_6_B10040001_MSE.dat | 2 | -2.117 | 1048577 | 100000000000000000001
1622 | Basic310_6_B10050001_MSE.dat | 4 | -4.493 | 3145737 | 1100000000000000001001
1623 | Basic310_6_B10060001_MSE.dat | 4 | -4.323 | 1048713 | 100000000000010001001
1624 | Basic310_6_B10070001_MSE.dat | 4 | -4.883 | 1050633 | 100000000100000001001
1625 | Basic310_6_B10080001_MSE.dat | 4 | -4.127 | 1179657 | 100100000000000001001
1626 | Basic310_6_B10090001_MSE.dat | 3 | -3.376 | 1048585 | 100000000000000001001
1627 | Basic310_6_B10100001_MSE.dat | 3 | -3.683 | 2057 | 100000001001
1628 | Basic310_6_B10110001_MSE.dat | 2 | -1.781 | 9 | 1001
1629 | Basic310_6_B10120001_MSE.dat | 4 | -3.621 | 1179657 | 100100000000000001001
1630 | Basic310_6_B10130001_MSE.dat | 2 | -1.926 | 1179648 | 100100000000000000000
1631 | Basic310_6_B10140001_MSE.dat | 2 | -1.988 | 1179648 | 100100000000000000000
1632 | Basic310_6_B10150001_MSE.dat | 1 | -0.929 | 1048576 | 100000000000000000000
1633 | Basic310_6_B10160001_MSE.dat | 2 | -1.770 | 1179648 | 100100000000000000000
1634 | Basic310_6_B10170001_MSE.dat | 1 | -1.033 | 32 | 100000
1635 | Basic310_6_B10180001_MSE.dat | 1 | -1.003 | 32 | 100000
1636 | Basic310_6_B10190001_MSE.dat | 1 | -0.919 | 32 | 100000
1637 | Basic310_6_B10200001_MSE.dat | 1 | -1.092 | 32 | 100000
1638 | Basic310_6_B10210001_MSE.dat | 1 | -1.047 | 32 | 100000
1639 | Basic310_6_B10220001_MSE.dat | 1 | -1.040 | 32 | 100000
1640 | Basic310_6_B10230001_MSE.dat | 1 | -1.151 | 32 | 100000
1641 | Basic310_6_B10240001_MSE.dat | 1 | -1.145 | 32 | 100000
1642 | Basic310_6_B10250001_MSE.dat | 1 | -1.102 | 32 | 100000
1643 | Basic310_6_B10260001_MSE.dat | 1 | -1.087 | 32 | 100000
1644 | Basic310_6_B10270001_MSE.dat | 2 | -2.092 | 8224 | 10000000100000
1645 | Basic310_6_B10280001_MSE.dat | 3 | -3.001 | 73760 | 10010000000100000
1646 | Basic310_6_B10290001_MSE.dat | 3 | -3.110 | 73760 | 10010000000100000
1647 | Basic310_6_B10300001_MSE.dat | 3 | -3.100 | 73760 | 10010000000100000
1648 | Basic310_6_B10310001_MSE.dat | 3 | -3.117 | 73760 | 10010000000100000
1649 | Basic310_6_B10320001_MSE.dat | 3 | -3.185 | 73760 | 10010000000100000
1650 | Basic310_6_B10330001_MSE.dat | 2 | -2.048 | 8224 | 10000000100000
1651 | Basic310_6_B10340001_MSE.dat | 3 | -3.116 | 73760 | 10010000000100000
1652 | Basic310_6_B10350001_MSE.dat | 3 | -3.053 | 73760 | 10010000000100000
1653 | Basic310_6_B10360001_MSE.dat | 2 | -1.900 | 8224 | 10000000100000
1654 | Basic310_6_B10370001_MSE.dat | 3 | -3.178 | 12320 | 11000000100000
1655 | Basic310_6_B10380001_MSE.dat | 3 | -3.148 | 12320 | 11000000100000
1656 | Basic310_6_B10390001_MSE.dat | 3 | -3.254 | 12320 | 11000000100000
1657 | Basic310_6_B10400001_MSE.dat | 3 | -3.141 | 12320 | 11000000100000
1658 | Basic310_6_B10410001_MSE.dat | 4 | -4.548 | 14368 | 11100000100000
1659 | Basic310_6_B10420001_MSE.dat | 4 | -4.534 | 10288 | 10100000110000
1660 | Basic310_6_B10430001_MSE.dat | 2 | -1.917 | 8208 | 10000000010000
1661 | Basic310_6_B10440001_MSE.dat | 3 | -2.860 | 12304 | 11000000010000
1662 | Basic310_6_B10450001_MSE.dat | 3 | -2.890 | 9232 | 10010000010000
1663 | Basic310_6_B10460001_MSE.dat | 3 | -2.977 | 12304 | 11000000010000
1664 | Basic310_6_B10470001_MSE.dat | 4 | -4.321 | 14352 | 11100000010000
1665 | Basic310_6_B10480001_MSE.dat | 3 | -3.512 | 14336 | 11100000000000
1666 | Basic310_6_B10490001_MSE.dat | 2 | -2.011 | 12288 | 11000000000000
1667 | Basic310_6_B10500001_MSE.dat | 5 | -5.201 | 15376 | 11110000010000
1668 | Basic310_6_B10510001_MSE.dat | 3 | -3.120 | 11264 | 10110000000000
1669 | Basic310_6_B10520001_MSE.dat | 4 | -4.114 | 15360 | 11110000000000
1670 | Basic310_6_B10530001_MSE.dat | 2 | -2.412 | 10240 | 10100000000000
1671 | Basic310_6_B10540001_MSE.dat | 2 | -1.942 | 12288 | 11000000000000
1672 | Basic310_6_B10550001_MSE.dat | 1 | -0.980 | 4096 | 1000000000000
1673 | Basic310_6_B10560001_MSE.dat | 2 | -2.265 | 6144 | 1100000000000
1674 | Basic310_6_B10570001_MSE.dat | 2 | -2.530 | 6144 | 1100000000000
