# | FILE                           | hit counts | ZScore sum. | Hit score (decimal) | Hit score (binary)
2943 | Basic320_9_B10130001_MSE.dat | 4 | -4.160 | 6180 | 1100000100100
2944 | Basic320_9_B10140001_MSE.dat | 4 | -4.251 | 6180 | 1100000100100
2945 | Basic320_9_B10150001_MSE.dat | 4 | -4.194 | 6180 | 1100000100100
2946 | Basic320_9_B10160001_MSE.dat | 4 | -4.238 | 137220 | 100001100000000100
2947 | Basic320_9_B10170001_MSE.dat | 3 | -3.257 | 135172 | 100001000000000100
2948 | Basic320_9_B10180001_MSE.dat | 6 | -6.400 | 137508 | 100001100100100100
2949 | Basic320_9_B10190001_MSE.dat | 3 | -3.310 | 131332 | 100000000100000100
2950 | Basic320_9_B10200001_MSE.dat | 3 | -2.979 | 131332 | 100000000100000100
2951 | Basic320_9_B10210001_MSE.dat | 3 | -2.924 | 131332 | 100000000100000100
2952 | Basic320_9_B10220001_MSE.dat | 1 | -1.103 | 256 | 100000000
2953 | Basic320_9_B10230001_MSE.dat | 3 | -3.683 | 2308 | 100100000100
2954 | Basic320_9_B10240001_MSE.dat | 2 | -2.812 | 2304 | 100100000000
2955 | Basic320_9_B10250001_MSE.dat | 1 | -1.311 | 256 | 100000000
2956 | Basic320_9_B10260001_MSE.dat | 1 | -1.276 | 256 | 100000000
2957 | Basic320_9_B10270001_MSE.dat | 2 | -2.086 | 524544 | 10000000000100000000
2958 | Basic320_9_B10280001_MSE.dat | 2 | -2.093 | 524544 | 10000000000100000000
2959 | Basic320_9_B10290001_MSE.dat | 2 | -2.086 | 131328 | 100000000100000000
2960 | Basic320_9_B10300001_MSE.dat | 1 | -1.205 | 256 | 100000000
2961 | Basic320_9_B10310001_MSE.dat | 3 | -2.876 | 12544 | 11000100000000
2962 | Basic320_9_B10320001_MSE.dat | 3 | -2.985 | 12544 | 11000100000000
2963 | Basic320_9_B10330001_MSE.dat | 3 | -3.025 | 12544 | 11000100000000
2964 | Basic320_9_B10340001_MSE.dat | 3 | -3.424 | 536576 | 10000011000000000000
2965 | Basic320_9_B10350001_MSE.dat | 2 | -2.610 | 12288 | 11000000000000
2966 | Basic320_9_B10360001_MSE.dat | 2 | -2.656 | 12288 | 11000000000000
2967 | Basic320_9_B10370001_MSE.dat | 3 | -3.788 | 77824 | 10011000000000000
2968 | Basic320_9_B10380001_MSE.dat | 2 | -2.755 | 12288 | 11000000000000
2969 | Basic320_9_B10390001_MSE.dat | 2 | -2.722 | 12288 | 11000000000000
2970 | Basic320_9_B10400001_MSE.dat | 2 | -2.615 | 12288 | 11000000000000
2971 | Basic320_9_B10410001_MSE.dat | 2 | -2.554 | 12288 | 11000000000000
2972 | Basic320_9_B10420001_MSE.dat | 2 | -2.388 | 12288 | 11000000000000
2973 | Basic320_9_B10430001_MSE.dat | 2 | -2.016 | 12288 | 11000000000000
2974 | Basic320_9_B10440001_MSE.dat | 2 | -1.880 | 12288 | 11000000000000
2975 | Basic320_9_B10450001_MSE.dat | 2 | -1.696 | 12288 | 11000000000000
2976 | Basic320_9_B10460001_MSE.dat | 0 | 0.000 | 0 | 0
2977 | Basic320_9_B10470001_MSE.dat | 1 | -0.992 | 65536 | 10000000000000000
2978 | Basic320_9_B10480001_MSE.dat | 1 | -1.021 | 65536 | 10000000000000000
2979 | Basic320_9_B10490001_MSE.dat | 1 | -1.244 | 65536 | 10000000000000000
2980 | Basic320_9_B10500001_MSE.dat | 1 | -1.337 | 65536 | 10000000000000000
2981 | Basic320_9_B10510001_MSE.dat | 1 | -1.369 | 65536 | 10000000000000000
2982 | Basic320_9_B10520001_MSE.dat | 2 | -2.258 | 65540 | 10000000000000100
2983 | Basic320_9_B10530001_MSE.dat | 2 | -2.291 | 65540 | 10000000000000100
2984 | Basic320_9_B10540001_MSE.dat | 1 | -1.348 | 65536 | 10000000000000000
2985 | Basic320_9_B10550001_MSE.dat | 1 | -1.431 | 65536 | 10000000000000000
2986 | Basic320_9_B10560001_MSE.dat | 2 | -2.698 | 65792 | 10000000100000000
2987 | Basic320_9_B10570001_MSE.dat | 2 | -2.604 | 65792 | 10000000100000000
2988 | Basic320_9_B10580001_MSE.dat | 2 | -2.327 | 65792 | 10000000100000000
2989 | Basic320_9_B10590001_MSE.dat | 1 | -1.483 | 65536 | 10000000000000000
2990 | Basic320_9_B10600001_MSE.dat | 2 | -2.375 | 73728 | 10010000000000000
2991 | Basic320_9_B10610001_MSE.dat | 3 | -3.352 | 73984 | 10010000100000000
2992 | Basic320_9_B10620001_MSE.dat | 3 | -4.380 | 98560 | 11000000100000000
2993 | Basic320_9_B10630001_MSE.dat | 3 | -4.291 | 98560 | 11000000100000000
2994 | Basic320_9_B10640001_MSE.dat | 3 | -4.603 | 98560 | 11000000100000000
2995 | Basic320_9_B10650001_MSE.dat | 2 | -3.678 | 65792 | 10000000100000000
2996 | Basic320_9_B10660001_MSE.dat | 2 | -3.218 | 65792 | 10000000100000000
2997 | Basic320_9_B10670001_MSE.dat | 2 | -3.230 | 65792 | 10000000100000000
2998 | Basic320_9_B10680001_MSE.dat | 2 | -3.314 | 65792 | 10000000100000000
2999 | Basic320_9_B10690001_MSE.dat | 2 | -3.250 | 65792 | 10000000100000000
3000 | Basic320_9_B10700001_MSE.dat | 3 | -4.128 | 73984 | 10010000100000000
3001 | Basic320_9_B10710001_MSE.dat | 3 | -4.123 | 73984 | 10010000100000000
3002 | Basic320_9_B10720001_MSE.dat | 4 | -5.015 | 90368 | 10110000100000000
3003 | Basic320_9_B10730001_MSE.dat | 3 | -4.026 | 73984 | 10010000100000000
3004 | Basic320_9_B10740001_MSE.dat | 4 | -4.909 | 90368 | 10110000100000000
3005 | Basic320_9_B10750001_MSE.dat | 3 | -4.011 | 73984 | 10010000100000000
3006 | Basic320_9_B10760001_MSE.dat | 3 | -4.003 | 73984 | 10010000100000000
3007 | Basic320_9_B10770001_MSE.dat | 3 | -3.889 | 73984 | 10010000100000000
3008 | Basic320_9_B10780001_MSE.dat | 4 | -4.855 | 90368 | 10110000100000000
3009 | Basic320_9_B10790001_MSE.dat | 6 | -6.775 | 221456 | 110110000100010000
3010 | Basic320_9_B10800001_MSE.dat | 6 | -7.469 | 92432 | 10110100100010000
3011 | Basic320_9_B10810001_MSE.dat | 4 | -5.087 | 90368 | 10110000100000000
3012 | Basic320_9_B10820001_MSE.dat | 5 | -6.232 | 90384 | 10110000100010000
3013 | Basic320_9_B10830001_MSE.dat | 5 | -5.893 | 90400 | 10110000100100000
3014 | Basic320_9_B10840001_MSE.dat | 5 | -5.929 | 90400 | 10110000100100000
3015 | Basic320_9_B10850001_MSE.dat | 5 | -5.940 | 90400 | 10110000100100000
3016 | Basic320_9_B10860001_MSE.dat | 4 | -5.069 | 90368 | 10110000100000000
3017 | Basic320_9_B10870001_MSE.dat | 5 | -6.348 | 123136 | 11110000100000000
3018 | Basic320_9_B10880001_MSE.dat | 6 | -8.205 | 123168 | 11110000100100000
3019 | Basic320_9_B10890001_MSE.dat | 5 | -7.022 | 90400 | 10110000100100000
3020 | Basic320_9_B10900001_MSE.dat | 6 | -8.215 | 123168 | 11110000100100000
3021 | Basic320_9_B10910001_MSE.dat | 5 | -7.071 | 90400 | 10110000100100000
3022 | Basic320_9_B10920001_MSE.dat | 5 | -6.291 | 90400 | 10110000100100000
3023 | Basic320_9_B10930001_MSE.dat | 6 | -7.273 | 90416 | 10110000100110000
3024 | Basic320_9_B10940001_MSE.dat | 6 | -7.267 | 90416 | 10110000100110000
3025 | Basic320_9_B10950001_MSE.dat | 6 | -7.168 | 90416 | 10110000100110000
3026 | Basic320_9_B10960001_MSE.dat | 6 | -7.401 | 90416 | 10110000100110000
3027 | Basic320_9_B10970001_MSE.dat | 5 | -6.446 | 90384 | 10110000100010000
3028 | Basic320_9_B10980001_MSE.dat | 6 | -7.297 | 90416 | 10110000100110000
3029 | Basic320_9_B10990001_MSE.dat | 4 | -4.508 | 90128 | 10110000000010000
3030 | Basic320_9_B11000001_MSE.dat | 5 | -5.509 | 90160 | 10110000000110000
3031 | Basic320_9_B99990001_MSE.dat | 5 | -5.509 | 90160 | 10110000000110000
3032 | Basic350_0_B10010001_MSE.dat | 7 | -8.173 | 1188196 | 100100010000101100100
3033 | Basic350_0_B10020001_MSE.dat | 5 | -5.870 | 8548 | 10000101100100
3034 | Basic350_0_B10030001_MSE.dat | 3 | -3.336 | 32804 | 1000000000100100
3035 | Basic350_0_B10040001_MSE.dat | 2 | -2.449 | 1048580 | 100000000000000000100
3036 | Basic350_0_B10050001_MSE.dat | 2 | -2.795 | 260 | 100000100
3037 | Basic350_0_B10060001_MSE.dat | 5 | -5.531 | 1049380 | 100000000001100100100
3038 | Basic350_0_B10070001_MSE.dat | 5 | -5.219 | 1049188 | 100000000001001100100
3039 | Basic350_0_B10080001_MSE.dat | 4 | -4.481 | 1049124 | 100000000001000100100
3040 | Basic350_0_B10090001_MSE.dat | 4 | -4.865 | 1049348 | 100000000001100000100
3041 | Basic350_0_B10100001_MSE.dat | 4 | -4.916 | 1049348 | 100000000001100000100
3042 | Basic350_0_B10110001_MSE.dat | 7 | -7.691 | 1319748 | 101000010001101000100
3043 | Basic350_0_B10120001_MSE.dat | 7 | -7.658 | 1344324 | 101001000001101000100
3044 | Basic350_0_B10130001_MSE.dat | 5 | -5.919 | 1049412 | 100000000001101000100
3045 | Basic350_0_B10140001_MSE.dat | 5 | -6.084 | 1049380 | 100000000001100100100
3046 | Basic350_0_B10150001_MSE.dat | 7 | -8.173 | 1311588 | 101000000001101100100
3047 | Basic350_0_B10160001_MSE.dat | 8 | -9.259 | 1311604 | 101000000001101110100
3048 | Basic350_0_B10170001_MSE.dat | 9 | -10.399 | 1442676 | 101100000001101110100
3049 | Basic350_0_B10180001_MSE.dat | 11 | -12.450 | 1442812 | 101100000001111111100
3050 | Basic350_0_B10190001_MSE.dat | 10 | -10.378 | 1442684 | 101100000001101111100
3051 | Basic350_0_B10200001_MSE.dat | 7 | -7.443 | 1442580 | 101100000001100010100
3052 | Basic350_0_B10210001_MSE.dat | 6 | -6.679 | 394004 | 1100000001100010100
3053 | Basic350_0_B10220001_MSE.dat | 6 | -6.624 | 393756 | 1100000001000011100
3054 | Basic350_0_B10230001_MSE.dat | 7 | -7.869 | 393884 | 1100000001010011100
3055 | Basic350_0_B10240001_MSE.dat | 7 | -7.737 | 393884 | 1100000001010011100
3056 | Basic350_0_B10250001_MSE.dat | 9 | -9.436 | 5112476 | 10011100000001010011100
3057 | Basic350_0_B10260001_MSE.dat | 6 | -6.962 | 787096 | 11000000001010011000
3058 | Basic350_0_B10270001_MSE.dat | 6 | -6.625 | 787096 | 11000000001010011000
3059 | Basic350_0_B10280001_MSE.dat | 6 | -6.228 | 4719256 | 10010000000001010011000
3060 | Basic350_0_B10290001_MSE.dat | 6 | -6.134 | 4719256 | 10010000000001010011000
3061 | Basic350_0_B10300001_MSE.dat | 4 | -4.023 | 4719120 | 10010000000001000010000
3062 | Basic350_0_B10310001_MSE.dat | 5 | -5.202 | 4719248 | 10010000000001010010000
3063 | Basic350_0_B10320001_MSE.dat | 7 | -7.072 | 7078544 | 11011000000001010010000
3064 | Basic350_0_B10330001_MSE.dat | 7 | -7.384 | 7078544 | 11011000000001010010000
3065 | Basic350_0_B10340001_MSE.dat | 7 | -7.343 | 7078544 | 11011000000001010010000
3066 | Basic350_0_B10350001_MSE.dat | 7 | -7.202 | 7078544 | 11011000000001010010000
3067 | Basic350_0_B10360001_MSE.dat | 6 | -6.188 | 7078416 | 11011000000001000010000
3068 | Basic350_0_B10370001_MSE.dat | 7 | -7.528 | 7078544 | 11011000000001010010000
3069 | Basic350_0_B10380001_MSE.dat | 7 | -7.585 | 7078544 | 11011000000001010010000
3070 | Basic350_0_B10390001_MSE.dat | 7 | -7.840 | 7078544 | 11011000000001010010000
3071 | Basic350_0_B10400001_MSE.dat | 6 | -6.710 | 2884240 | 1011000000001010010000
3072 | Basic350_0_B10410001_MSE.dat | 6 | -6.638 | 2884240 | 1011000000001010010000
3073 | Basic350_0_B10420001_MSE.dat | 6 | -6.354 | 2884240 | 1011000000001010010000
3074 | Basic350_0_B10430001_MSE.dat | 6 | -6.482 | 2884240 | 1011000000001010010000
3075 | Basic350_0_B10440001_MSE.dat | 5 | -5.292 | 2884112 | 1011000000001000010000
3076 | Basic350_0_B10450001_MSE.dat | 4 | -4.394 | 2884096 | 1011000000001000000000
3077 | Basic350_0_B10460001_MSE.dat | 3 | -2.987 | 2883584 | 1011000000000000000000
3078 | Basic350_0_B10470001_MSE.dat | 4 | -3.911 | 2883592 | 1011000000000000001000
3079 | Basic350_0_B10480001_MSE.dat | 4 | -4.081 | 2883592 | 1011000000000000001000
3080 | Basic350_0_B10490001_MSE.dat | 5 | -4.961 | 2883593 | 1011000000000000001001
3081 | Basic350_0_B10500001_MSE.dat | 4 | -4.003 | 2883585 | 1011000000000000000001
3082 | Basic350_0_B10510001_MSE.dat | 5 | -4.880 | 2885633 | 1011000000100000000001
3083 | Basic350_0_B10520001_MSE.dat | 5 | -4.904 | 2885633 | 1011000000100000000001
3084 | Basic350_0_B10530001_MSE.dat | 4 | -4.048 | 788481 | 11000000100000000001
3085 | Basic350_0_B10540001_MSE.dat | 3 | -3.099 | 264193 | 1000000100000000001
3086 | Basic350_0_B10550001_MSE.dat | 4 | -4.004 | 264201 | 1000000100000001001
3087 | Basic350_0_B10560001_MSE.dat | 3 | -2.876 | 262153 | 1000000000000001001
3088 | Basic350_0_B10570001_MSE.dat | 3 | -2.980 | 262153 | 1000000000000001001
3089 | Basic350_0_B10580001_MSE.dat | 3 | -3.103 | 262153 | 1000000000000001001
3090 | Basic350_0_B10590001_MSE.dat | 3 | -3.181 | 262153 | 1000000000000001001
3091 | Basic350_0_B10600001_MSE.dat | 2 | -2.450 | 9 | 1001
3092 | Basic350_0_B10610001_MSE.dat | 3 | -3.494 | 137 | 10001001
3093 | Basic350_0_B10620001_MSE.dat | 3 | -3.365 | 65672 | 10000000010001000
3094 | Basic350_0_B10630001_MSE.dat | 3 | -3.523 | 327688 | 1010000000000001000
3095 | Basic350_0_B10640001_MSE.dat | 2 | -2.663 | 262152 | 1000000000000001000
3096 | Basic350_0_B10650001_MSE.dat | 2 | -2.438 | 262152 | 1000000000000001000
3097 | Basic350_0_B10660001_MSE.dat | 1 | -1.536 | 8 | 1000
3098 | Basic350_0_B10670001_MSE.dat | 1 | -1.612 | 8 | 1000
3099 | Basic350_0_B10680001_MSE.dat | 2 | -2.774 | 524296 | 10000000000000001000
3100 | Basic350_0_B10690001_MSE.dat | 2 | -2.828 | 524296 | 10000000000000001000
3101 | Basic350_0_B10700001_MSE.dat | 2 | -2.956 | 524296 | 10000000000000001000
3102 | Basic350_0_B10710001_MSE.dat | 2 | -3.006 | 524296 | 10000000000000001000
3103 | Basic350_0_B10720001_MSE.dat | 3 | -3.949 | 524297 | 10000000000000001001
3104 | Basic350_0_B10730001_MSE.dat | 2 | -2.942 | 524296 | 10000000000000001000
3105 | Basic350_0_B10740001_MSE.dat | 1 | -1.920 | 8 | 1000
3106 | Basic350_0_B10750001_MSE.dat | 1 | -1.895 | 8 | 1000
3107 | Basic350_0_B10760001_MSE.dat | 1 | -1.830 | 8 | 1000
3108 | Basic350_0_B10770001_MSE.dat | 1 | -1.808 | 8 | 1000
3109 | Basic350_0_B10780001_MSE.dat | 1 | -1.775 | 8 | 1000
3110 | Basic350_0_B10790001_MSE.dat | 1 | -1.774 | 8 | 1000
3111 | Basic350_0_B10800001_MSE.dat | 1 | -1.734 | 8 | 1000
3112 | Basic350_0_B10810001_MSE.dat | 1 | -1.593 | 8 | 1000
3113 | Basic350_0_B10820001_MSE.dat | 1 | -1.502 | 8 | 1000
3114 | Basic350_0_B10830001_MSE.dat | 1 | -1.431 | 8 | 1000
3115 | Basic350_0_B10840001_MSE.dat | 1 | -1.373 | 8 | 1000
3116 | Basic350_0_B10850001_MSE.dat | 1 | -1.316 | 8 | 1000
3117 | Basic350_0_B10860001_MSE.dat | 1 | -1.247 | 8 | 1000
3118 | Basic350_0_B10870001_MSE.dat | 2 | -2.112 | 40 | 101000
3119 | Basic350_0_B10880001_MSE.dat | 2 | -2.289 | 40 | 101000
3120 | Basic350_0_B10890001_MSE.dat | 4 | -4.235 | 2097320 | 1000000000000010101000
3121 | Basic350_0_B10900001_MSE.dat | 2 | -2.038 | 2097160 | 1000000000000000001000
3122 | Basic350_0_B10910001_MSE.dat | 2 | -2.313 | 2097160 | 1000000000000000001000
3123 | Basic350_0_B10920001_MSE.dat | 2 | -1.923 | 2097160 | 1000000000000000001000
3124 | Basic350_0_B10930001_MSE.dat | 2 | -2.035 | 2097160 | 1000000000000000001000
3125 | Basic350_0_B10940001_MSE.dat | 0 | 0.000 | 0 | 0
3126 | Basic350_0_B10950001_MSE.dat | 1 | -0.885 | 2097152 | 1000000000000000000000
3127 | Basic350_0_B10960001_MSE.dat | 2 | -2.056 | 2097160 | 1000000000000000001000
3128 | Basic350_0_B10970001_MSE.dat | 1 | -1.176 | 8 | 1000
3129 | Basic350_0_B10980001_MSE.dat | 1 | -1.416 | 2097152 | 1000000000000000000000
3130 | Basic350_0_B10990001_MSE.dat | 0 | 0.000 | 0 | 0
3131 | Basic350_0_B11000001_MSE.dat | 1 | -1.146 | 2097152 | 1000000000000000000000
3132 | Basic350_0_B99990001_MSE.dat | 1 | -1.146 | 2097152 | 1000000000000000000000
3133 | Basic350_1_B10010001_MSE.dat | 4 | -4.107 | 3670017 | 1110000000000000000001
3134 | Basic350_1_B10020001_MSE.dat | 4 | -4.095 | 3145857 | 1100000000000010000001
3135 | Basic350_1_B10030001_MSE.dat | 3 | -2.989 | 3145729 | 1100000000000000000001
3136 | Basic350_1_B10040001_MSE.dat | 2 | -2.088 | 2101248 | 1000000001000000000000
3137 | Basic350_1_B10050001_MSE.dat | 3 | -3.529 | 2099456 | 1000000000100100000000
3138 | Basic350_1_B10060001_MSE.dat | 3 | -2.996 | 2099264 | 1000000000100001000000
3139 | Basic350_1_B10070001_MSE.dat | 2 | -1.938 | 2099200 | 1000000000100000000000
3140 | Basic350_1_B10080001_MSE.dat | 0 | 0.000 | 0 | 0
3141 | Basic350_1_B10090001_MSE.dat | 1 | -0.920 | 1048576 | 100000000000000000000
3142 | Basic350_1_B10100001_MSE.dat | 2 | -1.815 | 1052672 | 100000001000000000000
3143 | Basic350_1_B10110001_MSE.dat | 1 | -0.986 | 1048576 | 100000000000000000000
3144 | Basic350_1_B10120001_MSE.dat | 1 | -0.874 | 1048576 | 100000000000000000000
3145 | Basic350_1_B10130001_MSE.dat | 1 | -1.019 | 64 | 1000000
3146 | Basic350_1_B10140001_MSE.dat | 1 | -0.987 | 64 | 1000000
3147 | Basic350_1_B10150001_MSE.dat | 1 | -1.036 | 64 | 1000000
3148 | Basic350_1_B10160001_MSE.dat | 1 | -0.886 | 64 | 1000000
3149 | Basic350_1_B10170001_MSE.dat | 3 | -2.759 | 4288 | 1000011000000
3150 | Basic350_1_B10180001_MSE.dat | 0 | 0.000 | 0 | 0
3151 | Basic350_1_B10190001_MSE.dat | 1 | -1.156 | 4096 | 1000000000000
3152 | Basic350_1_B10200001_MSE.dat | 1 | -1.112 | 4096 | 1000000000000
3153 | Basic350_1_B10210001_MSE.dat | 2 | -2.067 | 135168 | 100001000000000000
3154 | Basic350_1_B10220001_MSE.dat | 2 | -2.012 | 135168 | 100001000000000000
3155 | Basic350_1_B10230001_MSE.dat | 1 | -1.151 | 131072 | 100000000000000000
3156 | Basic350_1_B10240001_MSE.dat | 0 | 0.000 | 0 | 0
3157 | Basic350_1_B10250001_MSE.dat | 0 | 0.000 | 0 | 0
3158 | Basic350_1_B10260001_MSE.dat | 1 | -0.863 | 128 | 10000000
3159 | Basic350_1_B10270001_MSE.dat | 2 | -1.892 | 131200 | 100000000010000000
3160 | Basic350_1_B10280001_MSE.dat | 1 | -1.161 | 131072 | 100000000000000000
3161 | Basic350_1_B10290001_MSE.dat | 2 | -2.167 | 131200 | 100000000010000000
3162 | Basic350_1_B10300001_MSE.dat | 1 | -1.308 | 131072 | 100000000000000000
3163 | Basic350_1_B10310001_MSE.dat | 1 | -1.308 | 131072 | 100000000000000000
3164 | Basic350_1_B10320001_MSE.dat | 2 | -2.164 | 655360 | 10100000000000000000
3165 | Basic350_1_B10330001_MSE.dat | 2 | -2.065 | 655360 | 10100000000000000000
3166 | Basic350_1_B10340001_MSE.dat | 1 | -1.181 | 131072 | 100000000000000000
3167 | Basic350_1_B10350001_MSE.dat | 2 | -2.173 | 655360 | 10100000000000000000
3168 | Basic350_1_B10360001_MSE.dat | 1 | -1.267 | 131072 | 100000000000000000
3169 | Basic350_1_B10370001_MSE.dat | 1 | -1.303 | 131072 | 100000000000000000
3170 | Basic350_1_B10380001_MSE.dat | 1 | -1.348 | 131072 | 100000000000000000
3171 | Basic350_1_B10390001_MSE.dat | 1 | -1.270 | 131072 | 100000000000000000
3172 | Basic350_1_B10400001_MSE.dat | 1 | -1.385 | 131072 | 100000000000000000
3173 | Basic350_1_B10410001_MSE.dat | 1 | -1.328 | 131072 | 100000000000000000
3174 | Basic350_1_B10420001_MSE.dat | 1 | -1.435 | 131072 | 100000000000000000
3175 | Basic350_1_B10430001_MSE.dat | 1 | -1.542 | 131072 | 100000000000000000
3176 | Basic350_1_B10440001_MSE.dat | 2 | -2.379 | 131200 | 100000000010000000
3177 | Basic350_1_B10450001_MSE.dat | 2 | -2.329 | 131328 | 100000000100000000
3178 | Basic350_1_B10460001_MSE.dat | 2 | -2.267 | 131328 | 100000000100000000
3179 | Basic350_1_B10470001_MSE.dat | 1 | -1.327 | 131072 | 100000000000000000
3180 | Basic350_1_B10480001_MSE.dat | 1 | -1.295 | 131072 | 100000000000000000
3181 | Basic350_1_B10490001_MSE.dat | 1 | -1.252 | 131072 | 100000000000000000
3182 | Basic350_1_B10500001_MSE.dat | 2 | -2.250 | 131200 | 100000000010000000
3183 | Basic350_1_B10510001_MSE.dat | 1 | -1.074 | 131072 | 100000000000000000
3184 | Basic350_1_B10520001_MSE.dat | 1 | -1.063 | 131072 | 100000000000000000
3185 | Basic350_1_B10530001_MSE.dat | 1 | -1.022 | 131072 | 100000000000000000
3186 | Basic350_1_B10540001_MSE.dat | 2 | -2.029 | 131200 | 100000000010000000
3187 | Basic350_1_B10550001_MSE.dat | 1 | -0.874 | 131072 | 100000000000000000
3188 | Basic350_1_B10560001_MSE.dat | 1 | -0.913 | 131072 | 100000000000000000
3189 | Basic350_1_B10570001_MSE.dat | 1 | -0.976 | 131072 | 100000000000000000
3190 | Basic350_1_B10580001_MSE.dat | 1 | -0.872 | 131072 | 100000000000000000
3191 | Basic350_1_B10590001_MSE.dat | 0 | 0.000 | 0 | 0
3192 | Basic350_1_B10600001_MSE.dat | 1 | -0.844 | 131072 | 100000000000000000
3193 | Basic350_1_B10610001_MSE.dat | 0 | 0.000 | 0 | 0
3194 | Basic350_1_B10620001_MSE.dat | 0 | 0.000 | 0 | 0
3195 | Basic350_1_B10630001_MSE.dat | 0 | 0.000 | 0 | 0
3196 | Basic350_1_B10640001_MSE.dat | 0 | 0.000 | 0 | 0
3197 | Basic350_1_B10650001_MSE.dat | 1 | -0.859 | 128 | 10000000
3198 | Basic350_1_B10660001_MSE.dat | 0 | 0.000 | 0 | 0
3199 | Basic350_1_B10670001_MSE.dat | 0 | 0.000 | 0 | 0
3200 | Basic350_1_B10680001_MSE.dat | 0 | 0.000 | 0 | 0
3201 | Basic350_1_B10690001_MSE.dat | 1 | -0.916 | 65536 | 10000000000000000
3202 | Basic350_1_B10700001_MSE.dat | 1 | -1.077 | 65536 | 10000000000000000
3203 | Basic350_1_B10710001_MSE.dat | 1 | -1.199 | 65536 | 10000000000000000
3204 | Basic350_1_B10720001_MSE.dat | 1 | -1.210 | 65536 | 10000000000000000
3205 | Basic350_1_B10730001_MSE.dat | 1 | -1.241 | 65536 | 10000000000000000
3206 | Basic350_1_B10740001_MSE.dat | 2 | -2.538 | 65792 | 10000000100000000
3207 | Basic350_1_B10750001_MSE.dat | 2 | -2.375 | 65792 | 10000000100000000
3208 | Basic350_1_B10760001_MSE.dat | 2 | -2.316 | 65792 | 10000000100000000
3209 | Basic350_1_B10770001_MSE.dat | 1 | -1.177 | 65536 | 10000000000000000
3210 | Basic350_1_B10780001_MSE.dat | 1 | -1.157 | 65536 | 10000000000000000
3211 | Basic350_1_B10790001_MSE.dat | 1 | -1.328 | 65536 | 10000000000000000
3212 | Basic350_1_B10800001_MSE.dat | 1 | -1.207 | 65536 | 10000000000000000
3213 | Basic350_1_B10810001_MSE.dat | 2 | -2.281 | 65792 | 10000000100000000
3214 | Basic350_1_B10820001_MSE.dat | 1 | -1.432 | 65536 | 10000000000000000
3215 | Basic350_1_B10830001_MSE.dat | 2 | -2.405 | 65792 | 10000000100000000
3216 | Basic350_1_B10840001_MSE.dat | 1 | -1.507 | 65536 | 10000000000000000
3217 | Basic350_1_B10850001_MSE.dat | 1 | -1.575 | 65536 | 10000000000000000
3218 | Basic350_1_B10860001_MSE.dat | 1 | -1.783 | 65536 | 10000000000000000
3219 | Basic350_1_B10870001_MSE.dat | 1 | -1.885 | 65536 | 10000000000000000
3220 | Basic350_1_B10880001_MSE.dat | 2 | -2.827 | 98304 | 11000000000000000
3221 | Basic350_1_B10890001_MSE.dat | 2 | -2.763 | 65792 | 10000000100000000
3222 | Basic350_1_B10900001_MSE.dat | 2 | -3.492 | 65792 | 10000000100000000
3223 | Basic350_1_B10910001_MSE.dat | 2 | -2.857 | 65792 | 10000000100000000
3224 | Basic350_1_B10920001_MSE.dat | 3 | -4.386 | 98560 | 11000000100000000
3225 | Basic350_1_B10930001_MSE.dat | 2 | -2.845 | 65792 | 10000000100000000
3226 | Basic350_1_B10940001_MSE.dat | 2 | -3.177 | 65792 | 10000000100000000
3227 | Basic350_1_B10950001_MSE.dat | 2 | -2.416 | 65792 | 10000000100000000
3228 | Basic350_1_B10960001_MSE.dat | 2 | -2.458 | 65792 | 10000000100000000
3229 | Basic350_1_B10970001_MSE.dat | 2 | -2.570 | 65792 | 10000000100000000
3230 | Basic350_1_B10980001_MSE.dat | 3 | -3.523 | 67840 | 10000100100000000
3231 | Basic350_1_B10990001_MSE.dat | 2 | -2.592 | 65792 | 10000000100000000
3232 | Basic350_1_B11000001_MSE.dat | 2 | -2.546 | 65792 | 10000000100000000
3233 | Basic350_1_B99990001_MSE.dat | 2 | -2.546 | 65792 | 10000000100000000
3234 | Basic350_2_B10010001_MSE.dat | 4 | -5.043 | 2228544 | 1000100000000101000000
3235 | Basic350_2_B10020001_MSE.dat | 4 | -5.279 | 2228544 | 1000100000000101000000
3236 | Basic350_2_B10030001_MSE.dat | 5 | -6.151 | 2228552 | 1000100000000101001000
3237 | Basic350_2_B10040001_MSE.dat | 4 | -4.912 | 2097480 | 1000000000000101001000
3238 | Basic350_2_B10050001_MSE.dat | 4 | -5.062 | 2097480 | 1000000000000101001000
3239 | Basic350_2_B10060001_MSE.dat | 3 | -3.919 | 2097416 | 1000000000000100001000
3240 | Basic350_2_B10070001_MSE.dat | 2 | -2.590 | 2097160 | 1000000000000000001000
3241 | Basic350_2_B10080001_MSE.dat | 2 | -2.471 | 2097160 | 1000000000000000001000
3242 | Basic350_2_B10090001_MSE.dat | 2 | -2.543 | 2097160 | 1000000000000000001000
3243 | Basic350_2_B10100001_MSE.dat | 2 | -2.564 | 2097160 | 1000000000000000001000
3244 | Basic350_2_B10110001_MSE.dat | 2 | -2.482 | 2097160 | 1000000000000000001000
3245 | Basic350_2_B10120001_MSE.dat | 2 | -2.546 | 2097160 | 1000000000000000001000
