1 | 0.173470 | + | | 
2 | 0.199207 | + | | 
3 | 0.201044 | + | | 
4 | 0.211096 | + | | 
5 | 0.200646 | + | | 
6 | 0.201494 | + | | 
7 | 0.208586 | + | | 
8 | 0.199984 | + | | 
9 | 0.199271 | + | | 
10 | 0.203695 | + | | 
11 | 0.206389 | + | | 
12 | 0.208424 | + | | 
13 | 0.208137 | + | | 
14 | 0.214040 | + | | 
15 | 0.213207 | + | | 
16 | 0.212240 | + | | 
17 | 0.209160 | + | | 
18 | 0.212365 | + | | 
19 | 0.213603 | + | | 
20 | 0.210108 | + | | 
21 | 0.212048 | + | | 
22 | 0.184701 | + | | 
23 | 0.207671 | + | | 
24 | 0.189171 | + | | 
25 | 0.188932 | + | | 
26 | 0.186808 | + | | 
27 | 0.189612 | + | | 
28 | 0.186622 | + | | 
29 | 0.189736 | + | | 
30 | 0.187775 | + | | 
31 | 0.189564 | + | | 
32 | 0.200821 | + | | 
33 | 0.199125 | + | | 
34 | 0.362620 | + | | 
35 | 0.360425 | + | | 
36 | 0.361573 | + | | 
37 | 0.362929 | + | | 
38 | 0.322849 | + | | 
39 | 0.317661 | + | | 
40 | 0.519019 | + | | 
41 | 0.385649 | + | | 
42 | 0.381008 | + | | 
43 | 0.377880 | + | | 
44 | 0.510380 | + | | 
45 | 0.511305 | + | | 
46 | 0.368987 | + | | 
47 | 0.368912 | + | | 
48 | 0.370119 | + | | 
49 | 0.364008 | + | | 
50 | 0.366992 | + | | 
51 | 0.371893 | + | | 
52 | 0.522401 | + | | 
53 | 0.375526 | + | | 
54 | 0.378653 | + | | 
55 | 0.378433 | + | | 
56 | 0.374130 | + | | 
57 | 0.376894 | + | | 
58 | 0.382694 | + | | 
59 | 0.383034 | + | | 
60 | 0.383833 | + | | 
61 | 0.384119 | + | | 
62 | 0.379037 | + | | 
63 | 0.375585 | + | | 
64 | 0.372250 | + | | 
65 | 0.215688 | + | | 
66 | 0.207959 | + | | 
67 | 0.207180 | + | | 
68 | 0.185952 | + | | 
69 | 0.182504 | + | | 
70 | 0.172969 | + | | 
71 | 0.175755 | + | | 
72 | 0.173308 | + | | 
73 | 0.171306 | + | | 
74 | 0.168472 | + | | 
75 | 0.166066 | + | | 
76 | 0.163697 | + | | 
77 | 0.187972 | + | | 
78 | 0.189974 | + | | 
79 | 0.189237 | + | | 
80 | 0.188738 | + | | 
81 | 0.161775 | + | | 
82 | 0.157141 | + | | 
83 | 0.151217 | + | | 
84 | 0.154377 | + | | 
85 | 0.155138 | + | | 
86 | 0.153628 | + | | 
87 | 0.180968 | + | | 
88 | 0.182966 | + | | 
89 | 0.157575 | + | | 
90 | 0.154563 | + | | 
91 | 0.179980 | + | | 
92 | 0.179195 | + | | 
93 | 0.181176 | + | | 
94 | 0.181555 | + | | 
95 | 0.180540 | + | | 
96 | 0.175932 | + | | 
97 | 0.184066 | + | | 
98 | 0.187546 | + | | 
99 | 0.189981 | + | | 
100 | 0.193861 | + | | 
101 | 0.189401 | + | | 
102 | 0.189401 | + | | 
103 | 0.211877 | + | | 
104 | 0.218323 | + | | 
105 | 0.211853 | + | | 
106 | 0.209963 | + | | 
107 | 0.212278 | + | | 
108 | 0.210357 | + | | 
109 | 0.206147 | + | | 
110 | 0.201041 | + | | 
111 | 0.198837 | + | | 
112 | 0.200756 | + | | 
113 | 0.200279 | + | | 
114 | 0.198312 | + | | 
115 | 0.195540 | + | | 
