FILE sum.
Basic350_5_B10540001_MSE.dat 430345
Basic350_5_B10550001_MSE.dat 397704
Basic350_5_B10560001_MSE.dat 397576
Basic350_5_B10570001_MSE.dat 397576
Basic350_5_B10580001_MSE.dat 397576
Basic350_5_B10590001_MSE.dat 397768
Basic350_5_B10600001_MSE.dat 397576
Basic350_5_B10610001_MSE.dat 137608
Basic350_5_B10620001_MSE.dat 1184136
Basic350_5_B10630001_MSE.dat 1184000
Basic350_5_B10640001_MSE.dat 1184000
Basic350_5_B10650001_MSE.dat 135424
Basic350_5_B10660001_MSE.dat 135424
Basic350_5_B10670001_MSE.dat 135424
Basic350_5_B10680001_MSE.dat 135424
Basic350_5_B10690001_MSE.dat 136448
Basic350_5_B10700001_MSE.dat 131328
Basic350_5_B10710001_MSE.dat 131328
Basic350_5_B10720001_MSE.dat 256
Basic350_5_B10730001_MSE.dat 65792
Basic350_5_B10740001_MSE.dat 65792
Basic350_5_B10750001_MSE.dat 65792
Basic350_5_B10760001_MSE.dat 65792
Basic350_5_B10770001_MSE.dat 98304
Basic350_5_B10780001_MSE.dat 65536
Basic350_5_B10790001_MSE.dat 65536
Basic350_5_B10800001_MSE.dat 65536
Basic350_5_B10810001_MSE.dat 65664
Basic350_5_B10820001_MSE.dat 65536
Basic350_5_B10830001_MSE.dat 65536
Basic350_5_B10840001_MSE.dat 65536
Basic350_5_B10850001_MSE.dat 65536
Basic350_5_B10860001_MSE.dat 65536
Basic350_5_B10870001_MSE.dat 65536
Basic350_5_B10880001_MSE.dat 65536
Basic350_5_B10890001_MSE.dat 65536
Basic350_5_B10900001_MSE.dat 65536
Basic350_5_B10910001_MSE.dat 65536
Basic350_5_B10920001_MSE.dat 65536
Basic350_5_B10930001_MSE.dat 0
Basic350_5_B10940001_MSE.dat 0
Basic350_5_B10950001_MSE.dat 0
Basic350_5_B10960001_MSE.dat 0
Basic350_5_B10970001_MSE.dat 0
Basic350_5_B10980001_MSE.dat 0
Basic350_5_B10990001_MSE.dat 128
Basic350_5_B11000001_MSE.dat 128
Basic350_5_B99990001_MSE.dat 128
Basic350_6_B10010001_MSE.dat 1114368
Basic350_6_B10020001_MSE.dat 1114368
Basic350_6_B10030001_MSE.dat 1048832
Basic350_6_B10040001_MSE.dat 1048832
Basic350_6_B10050001_MSE.dat 1048832
Basic350_6_B10060001_MSE.dat 1048576
Basic350_6_B10070001_MSE.dat 1048832
Basic350_6_B10080001_MSE.dat 1048576
Basic350_6_B10090001_MSE.dat 1048576
Basic350_6_B10100001_MSE.dat 1048832
Basic350_6_B10110001_MSE.dat 1057024
Basic350_6_B10120001_MSE.dat 1057024
Basic350_6_B10130001_MSE.dat 1056768
Basic350_6_B10140001_MSE.dat 1056768
Basic350_6_B10150001_MSE.dat 1048576
Basic350_6_B10160001_MSE.dat 1048832
Basic350_6_B10170001_MSE.dat 1048576
Basic350_6_B10180001_MSE.dat 1048576
Basic350_6_B10190001_MSE.dat 1048832
Basic350_6_B10200001_MSE.dat 1049600
Basic350_6_B10210001_MSE.dat 1049600
Basic350_6_B10220001_MSE.dat 66560
Basic350_6_B10230001_MSE.dat 65536
Basic350_6_B10240001_MSE.dat 65536
Basic350_6_B10250001_MSE.dat 65536
Basic350_6_B10260001_MSE.dat 0
Basic350_6_B10270001_MSE.dat 1114112
Basic350_6_B10280001_MSE.dat 0
Basic350_6_B10290001_MSE.dat 65536
Basic350_6_B10300001_MSE.dat 65536
Basic350_6_B10310001_MSE.dat 65536
Basic350_6_B10320001_MSE.dat 65536
Basic350_6_B10330001_MSE.dat 65536
Basic350_6_B10340001_MSE.dat 65536
Basic350_6_B10350001_MSE.dat 65536
Basic350_6_B10360001_MSE.dat 65536
Basic350_6_B10370001_MSE.dat 65536
Basic350_6_B10380001_MSE.dat 65536
Basic350_6_B10390001_MSE.dat 65536
Basic350_6_B10400001_MSE.dat 65536
Basic350_6_B10410001_MSE.dat 65536
Basic350_6_B10420001_MSE.dat 65536
Basic350_6_B10430001_MSE.dat 65536
Basic350_6_B10440001_MSE.dat 65536
Basic350_6_B10450001_MSE.dat 65536
Basic350_6_B10460001_MSE.dat 65536
Basic350_6_B10470001_MSE.dat 65536
Basic350_6_B10480001_MSE.dat 65536
Basic350_6_B10490001_MSE.dat 65536
Basic350_6_B10500001_MSE.dat 65536
Basic350_6_B10510001_MSE.dat 0
Basic350_6_B10520001_MSE.dat 0
Basic350_6_B10530001_MSE.dat 0
Basic350_6_B10540001_MSE.dat 0
Basic350_6_B10550001_MSE.dat 0
Basic350_6_B10560001_MSE.dat 0
Basic350_6_B10570001_MSE.dat 0
Basic350_6_B10580001_MSE.dat 0
Basic350_6_B10590001_MSE.dat 0
Basic350_6_B10600001_MSE.dat 0
Basic350_6_B10610001_MSE.dat 0
Basic350_6_B10620001_MSE.dat 0
Basic350_6_B10630001_MSE.dat 0
Basic350_6_B10640001_MSE.dat 0
Basic350_6_B10650001_MSE.dat 0
Basic350_6_B10660001_MSE.dat 0
Basic350_6_B10670001_MSE.dat 0
Basic350_6_B10680001_MSE.dat 0
Basic350_6_B10690001_MSE.dat 8192
Basic350_6_B10700001_MSE.dat 0
Basic350_6_B10710001_MSE.dat 0
Basic350_6_B10720001_MSE.dat 0
Basic350_6_B10730001_MSE.dat 0
Basic350_6_B10740001_MSE.dat 0
Basic350_6_B10750001_MSE.dat 512
Basic350_6_B10760001_MSE.dat 8704
Basic350_6_B10770001_MSE.dat 8704
Basic350_6_B10780001_MSE.dat 8736
Basic350_6_B10790001_MSE.dat 8736
Basic350_6_B10800001_MSE.dat 8752
Basic350_6_B10810001_MSE.dat 8752
Basic350_6_B10820001_MSE.dat 8752
Basic350_6_B10830001_MSE.dat 8752
Basic350_6_B10840001_MSE.dat 8752
Basic350_6_B10850001_MSE.dat 8752
Basic350_6_B10860001_MSE.dat 8752
Basic350_6_B10870001_MSE.dat 8752
Basic350_6_B10880001_MSE.dat 8752
Basic350_6_B10890001_MSE.dat 8240
Basic350_6_B10900001_MSE.dat 8240
Basic350_6_B10910001_MSE.dat 8240
Basic350_6_B10920001_MSE.dat 8240
Basic350_6_B10930001_MSE.dat 8240
Basic350_6_B10940001_MSE.dat 8240
Basic350_6_B10950001_MSE.dat 8240
Basic350_6_B10960001_MSE.dat 8752
Basic350_6_B10970001_MSE.dat 8752
Basic350_6_B10980001_MSE.dat 8240
Basic350_6_B10990001_MSE.dat 8240
Basic350_6_B11000001_MSE.dat 8240
Basic350_6_B99990001_MSE.dat 8240
Basic350_7_B10010001_MSE.dat 1118464
Basic350_7_B10020001_MSE.dat 1118464
Basic350_7_B10030001_MSE.dat 1245444
Basic350_7_B10040001_MSE.dat 1245188
Basic350_7_B10050001_MSE.dat 1253380
Basic350_7_B10060001_MSE.dat 1187844
Basic350_7_B10070001_MSE.dat 1712132
Basic350_7_B10080001_MSE.dat 1188352
Basic350_7_B10090001_MSE.dat 1188352
Basic350_7_B10100001_MSE.dat 1188352
Basic350_7_B10110001_MSE.dat 1450496
Basic350_7_B10120001_MSE.dat 1974272
Basic350_7_B10130001_MSE.dat 1974272
Basic350_7_B10140001_MSE.dat 1974784
Basic350_7_B10150001_MSE.dat 1974784
Basic350_7_B10160001_MSE.dat 1974784
Basic350_7_B10170001_MSE.dat 1974272
Basic350_7_B10180001_MSE.dat 1974272
Basic350_7_B10190001_MSE.dat 1974272
Basic350_7_B10200001_MSE.dat 1974272
Basic350_7_B10210001_MSE.dat 925696
Basic350_7_B10220001_MSE.dat 925696
Basic350_7_B10230001_MSE.dat 811040
Basic350_7_B10240001_MSE.dat 1843232
Basic350_7_B10250001_MSE.dat 1843200
Basic350_7_B10260001_MSE.dat 794656
Basic350_7_B10270001_MSE.dat 1843232
Basic350_7_B10280001_MSE.dat 1843200
Basic350_7_B10290001_MSE.dat 1585152
Basic350_7_B10300001_MSE.dat 538656
Basic350_7_B10310001_MSE.dat 538656
Basic350_7_B10320001_MSE.dat 550944
Basic350_7_B10330001_MSE.dat 550944
Basic350_7_B10340001_MSE.dat 8224
Basic350_7_B10350001_MSE.dat 548896
Basic350_7_B10360001_MSE.dat 548896
Basic350_7_B10370001_MSE.dat 548896
Basic350_7_B10380001_MSE.dat 548896
Basic350_7_B10390001_MSE.dat 548912
Basic350_7_B10400001_MSE.dat 24624
Basic350_7_B10410001_MSE.dat 24624
Basic350_7_B10420001_MSE.dat 24624
Basic350_7_B10430001_MSE.dat 24624
Basic350_7_B10440001_MSE.dat 24624
Basic350_7_B10450001_MSE.dat 24624
Basic350_7_B10460001_MSE.dat 24624
Basic350_7_B10470001_MSE.dat 24624
Basic350_7_B10480001_MSE.dat 24624
Basic350_7_B10490001_MSE.dat 24596
Basic350_7_B10500001_MSE.dat 24624
Basic350_7_B10510001_MSE.dat 28724
Basic350_7_B10520001_MSE.dat 28688
Basic350_7_B10530001_MSE.dat 28688
Basic350_7_B10540001_MSE.dat 28688
Basic350_7_B10550001_MSE.dat 28692
Basic350_7_B10560001_MSE.dat 28724
Basic350_7_B10570001_MSE.dat 28724
Basic350_7_B10580001_MSE.dat 28724
Basic350_7_B10590001_MSE.dat 12340
Basic350_7_B10600001_MSE.dat 12340
Basic350_7_B10610001_MSE.dat 4148
Basic350_7_B10620001_MSE.dat 4148
Basic350_7_B10630001_MSE.dat 20628
Basic350_7_B10640001_MSE.dat 4244
Basic350_7_B10650001_MSE.dat 4100
Basic350_7_B10660001_MSE.dat 4116
Basic350_7_B10670001_MSE.dat 4180
Basic350_7_B10680001_MSE.dat 4180
Basic350_7_B10690001_MSE.dat 36944
Basic350_7_B10700001_MSE.dat 36944
Basic350_7_B10710001_MSE.dat 38992
Basic350_7_B10720001_MSE.dat 38992
Basic350_7_B10730001_MSE.dat 38992
Basic350_7_B10740001_MSE.dat 38992
Basic350_7_B10750001_MSE.dat 36944
Basic350_7_B10760001_MSE.dat 36944
Basic350_7_B10770001_MSE.dat 36944
Basic350_7_B10780001_MSE.dat 36944
Basic350_7_B10790001_MSE.dat 36944
Basic350_7_B10800001_MSE.dat 6224
Basic350_7_B10810001_MSE.dat 4240
Basic350_7_B10820001_MSE.dat 4304
Basic350_7_B10830001_MSE.dat 4240
Basic350_7_B10840001_MSE.dat 4240
Basic350_7_B10850001_MSE.dat 4112
Basic350_7_B10860001_MSE.dat 4112
Basic350_7_B10870001_MSE.dat 6160
Basic350_7_B10880001_MSE.dat 38928
Basic350_7_B10890001_MSE.dat 36880
Basic350_7_B10900001_MSE.dat 36992
Basic350_7_B10910001_MSE.dat 37008
Basic350_7_B10920001_MSE.dat 36992
Basic350_7_B10930001_MSE.dat 34944
Basic350_7_B10940001_MSE.dat 34944
Basic350_7_B10950001_MSE.dat 34944
Basic350_7_B10960001_MSE.dat 34944
Basic350_7_B10970001_MSE.dat 32896
Basic350_7_B10980001_MSE.dat 32896
Basic350_7_B10990001_MSE.dat 35712
Basic350_7_B11000001_MSE.dat 35712
Basic350_7_B99990001_MSE.dat 35712
Basic350_8_B10010001_MSE.dat 3801152
Basic350_8_B10020001_MSE.dat 3801152
Basic350_8_B10030001_MSE.dat 3670080
Basic350_8_B10040001_MSE.dat 2621504
Basic350_8_B10050001_MSE.dat 2621760
Basic350_8_B10060001_MSE.dat 2621760
Basic350_8_B10070001_MSE.dat 2621760
Basic350_8_B10080001_MSE.dat 2621696
Basic350_8_B10090001_MSE.dat 2621768
Basic350_8_B10100001_MSE.dat 2621768
Basic350_8_B10110001_MSE.dat 524608
Basic350_8_B10120001_MSE.dat 2621824
Basic350_8_B10130001_MSE.dat 524608
Basic350_8_B10140001_MSE.dat 524288
Basic350_8_B10150001_MSE.dat 524288
Basic350_8_B10160001_MSE.dat 524416
Basic350_8_B10170001_MSE.dat 524672
Basic350_8_B10180001_MSE.dat 655360
Basic350_8_B10190001_MSE.dat 131072
Basic350_8_B10200001_MSE.dat 131072
Basic350_8_B10210001_MSE.dat 2228224
Basic350_8_B10220001_MSE.dat 2228224
Basic350_8_B10230001_MSE.dat 2228224
Basic350_8_B10240001_MSE.dat 131072
Basic350_8_B10250001_MSE.dat 0
Basic350_8_B10260001_MSE.dat 131072
Basic350_8_B10270001_MSE.dat 16
Basic350_8_B10280001_MSE.dat 16
Basic350_8_B10290001_MSE.dat 0
Basic350_8_B10300001_MSE.dat 0
Basic350_8_B10310001_MSE.dat 16
Basic350_8_B10320001_MSE.dat 0
Basic350_8_B10330001_MSE.dat 16
Basic350_8_B10340001_MSE.dat 16
Basic350_8_B10350001_MSE.dat 16
Basic350_8_B10360001_MSE.dat 16
Basic350_8_B10370001_MSE.dat 16
Basic350_8_B10380001_MSE.dat 16
Basic350_8_B10390001_MSE.dat 16
Basic350_8_B10400001_MSE.dat 16
Basic350_8_B10410001_MSE.dat 0
Basic350_8_B10420001_MSE.dat 0
Basic350_8_B10430001_MSE.dat 16
Basic350_8_B10440001_MSE.dat 16
Basic350_8_B10450001_MSE.dat 16
Basic350_8_B10460001_MSE.dat 16
Basic350_8_B10470001_MSE.dat 16
Basic350_8_B10480001_MSE.dat 0
Basic350_8_B10490001_MSE.dat 16
Basic350_8_B10500001_MSE.dat 16
Basic350_8_B10510001_MSE.dat 16
Basic350_8_B10520001_MSE.dat 16
Basic350_8_B10530001_MSE.dat 16
Basic350_8_B10540001_MSE.dat 16
Basic350_8_B10550001_MSE.dat 0
Basic350_8_B10560001_MSE.dat 4
Basic350_8_B10570001_MSE.dat 32
Basic350_8_B10580001_MSE.dat 0
Basic350_8_B10590001_MSE.dat 0
Basic350_8_B10600001_MSE.dat 0
Basic350_8_B10610001_MSE.dat 0
Basic350_8_B10620001_MSE.dat 0
Basic350_8_B10630001_MSE.dat 0
Basic350_8_B10640001_MSE.dat 4096
Basic350_8_B10650001_MSE.dat 4224
Basic350_8_B10660001_MSE.dat 4256
Basic350_8_B10670001_MSE.dat 135328
Basic350_8_B10680001_MSE.dat 143584
Basic350_8_B10690001_MSE.dat 139360
Basic350_8_B10700001_MSE.dat 143456
Basic350_8_B10710001_MSE.dat 139360
Basic350_8_B10720001_MSE.dat 139360
Basic350_8_B10730001_MSE.dat 139328
Basic350_8_B10740001_MSE.dat 139328
Basic350_8_B10750001_MSE.dat 139360
Basic350_8_B10760001_MSE.dat 139328
Basic350_8_B10770001_MSE.dat 139360
Basic350_8_B10780001_MSE.dat 77824
Basic350_8_B10790001_MSE.dat 12320
Basic350_8_B10800001_MSE.dat 77856
Basic350_8_B10810001_MSE.dat 77856
Basic350_8_B10820001_MSE.dat 77888
Basic350_8_B10830001_MSE.dat 69696
Basic350_8_B10840001_MSE.dat 69664
Basic350_8_B10850001_MSE.dat 65568
Basic350_8_B10860001_MSE.dat 102432
Basic350_8_B10870001_MSE.dat 98368
Basic350_8_B10880001_MSE.dat 65600
Basic350_8_B10890001_MSE.dat 69952
Basic350_8_B10900001_MSE.dat 69952
Basic350_8_B10910001_MSE.dat 72000
Basic350_8_B10920001_MSE.dat 69952
Basic350_8_B10930001_MSE.dat 69952
Basic350_8_B10940001_MSE.dat 69696
Basic350_8_B10950001_MSE.dat 69952
Basic350_8_B10960001_MSE.dat 69696
Basic350_8_B10970001_MSE.dat 4160
Basic350_8_B10980001_MSE.dat 4416
Basic350_8_B10990001_MSE.dat 4160
Basic350_8_B11000001_MSE.dat 4352
Basic350_8_B99990001_MSE.dat 4352
Basic350_9_B10010001_MSE.dat 256
Basic350_9_B10020001_MSE.dat 256
Basic350_9_B10030001_MSE.dat 0
Basic350_9_B10040001_MSE.dat 4
Basic350_9_B10050001_MSE.dat 4
Basic350_9_B10060001_MSE.dat 81924
Basic350_9_B10070001_MSE.dat 82180
Basic350_9_B10080001_MSE.dat 81924
Basic350_9_B10090001_MSE.dat 81924
Basic350_9_B10100001_MSE.dat 4
Basic350_9_B10110001_MSE.dat 4
Basic350_9_B10120001_MSE.dat 0
Basic350_9_B10130001_MSE.dat 0
Basic350_9_B10140001_MSE.dat 0
Basic350_9_B10150001_MSE.dat 16384
Basic350_9_B10160001_MSE.dat 24576
Basic350_9_B10170001_MSE.dat 24576
Basic350_9_B10180001_MSE.dat 24576
Basic350_9_B10190001_MSE.dat 24576
Basic350_9_B10200001_MSE.dat 24576
Basic350_9_B10210001_MSE.dat 24576
Basic350_9_B10220001_MSE.dat 24576
Basic350_9_B10230001_MSE.dat 24576
Basic350_9_B10240001_MSE.dat 24608
Basic350_9_B10250001_MSE.dat 24576
Basic350_9_B10260001_MSE.dat 24608
Basic350_9_B10270001_MSE.dat 24608
Basic350_9_B10280001_MSE.dat 24608
Basic350_9_B10290001_MSE.dat 8224
Basic350_9_B10300001_MSE.dat 8224
Basic350_9_B10310001_MSE.dat 8224
Basic350_9_B10320001_MSE.dat 8224
Basic350_9_B10330001_MSE.dat 8192
Basic350_9_B10340001_MSE.dat 8224
Basic350_9_B10350001_MSE.dat 8224
Basic350_9_B10360001_MSE.dat 8224
Basic350_9_B10370001_MSE.dat 24576
Basic350_9_B10380001_MSE.dat 24608
Basic350_9_B10390001_MSE.dat 24576
Basic350_9_B10400001_MSE.dat 24576
Basic350_9_B10410001_MSE.dat 24608
Basic350_9_B10420001_MSE.dat 24608
Basic350_9_B10430001_MSE.dat 24608
Basic350_9_B10440001_MSE.dat 24608
Basic350_9_B10450001_MSE.dat 24608
Basic350_9_B10460001_MSE.dat 24608
Basic350_9_B10470001_MSE.dat 24608
Basic350_9_B10480001_MSE.dat 24624
Basic350_9_B10490001_MSE.dat 24624
Basic350_9_B10500001_MSE.dat 24624
Basic350_9_B10510001_MSE.dat 24624
Basic350_9_B10520001_MSE.dat 24624
Basic350_9_B10530001_MSE.dat 24624
Basic350_9_B10540001_MSE.dat 24624
Basic350_9_B10550001_MSE.dat 24624
Basic350_9_B10560001_MSE.dat 16400
Basic350_9_B10570001_MSE.dat 16400
Basic350_9_B10580001_MSE.dat 16400
Basic350_9_B10590001_MSE.dat 16400
Basic350_9_B10600001_MSE.dat 16400
Basic350_9_B10610001_MSE.dat 16400
Basic350_9_B10620001_MSE.dat 16912
Basic350_9_B10630001_MSE.dat 16912
Basic350_9_B10640001_MSE.dat 16912
Basic350_9_B10650001_MSE.dat 16912
Basic350_9_B10660001_MSE.dat 16912
Basic350_9_B10670001_MSE.dat 16912
Basic350_9_B10680001_MSE.dat 16912
Basic350_9_B10690001_MSE.dat 16912
Basic350_9_B10700001_MSE.dat 528
Basic350_9_B10710001_MSE.dat 16912
Basic350_9_B10720001_MSE.dat 16912
Basic350_9_B10730001_MSE.dat 16912
Basic350_9_B10740001_MSE.dat 528
Basic350_9_B10750001_MSE.dat 528
Basic350_9_B10760001_MSE.dat 528
Basic350_9_B10770001_MSE.dat 16
Basic350_9_B10780001_MSE.dat 16
Basic350_9_B10790001_MSE.dat 32784
Basic350_9_B10800001_MSE.dat 16
Basic350_9_B10810001_MSE.dat 16
Basic350_9_B10820001_MSE.dat 16
Basic350_9_B10830001_MSE.dat 16
Basic350_9_B10840001_MSE.dat 65552
Basic350_9_B10850001_MSE.dat 65536
Basic350_9_B10860001_MSE.dat 65536
Basic350_9_B10870001_MSE.dat 65536
Basic350_9_B10880001_MSE.dat 98304
Basic350_9_B10890001_MSE.dat 33792
Basic350_9_B10900001_MSE.dat 66560
Basic350_9_B10910001_MSE.dat 66560
Basic350_9_B10920001_MSE.dat 66560
Basic350_9_B10930001_MSE.dat 1024
Basic350_9_B10940001_MSE.dat 1024
Basic350_9_B10950001_MSE.dat 0
Basic350_9_B10960001_MSE.dat 256
Basic350_9_B10970001_MSE.dat 65536
Basic350_9_B10980001_MSE.dat 65792
Basic350_9_B10990001_MSE.dat 65792
Basic350_9_B11000001_MSE.dat 65792
Basic350_9_B99990001_MSE.dat 65792
Int300_0_B10010001_MSE.dat 14692
Int300_0_B10020001_MSE.dat 356
Int300_0_B10030001_MSE.dat 9572
Int300_0_B10040001_MSE.dat 8484
Int300_0_B10050001_MSE.dat 9572
Int300_0_B10060001_MSE.dat 3360
Int300_0_B10070001_MSE.dat 11296
Int300_0_B10080001_MSE.dat 288
Int300_0_B10090001_MSE.dat 9248
Int300_0_B10100001_MSE.dat 36
Int300_0_B10110001_MSE.dat 9248
Int300_0_B10120001_MSE.dat 9248
Int300_0_B10130001_MSE.dat 9248
Int300_0_B10140001_MSE.dat 8480
Int300_0_B10150001_MSE.dat 8224
Int300_0_B10160001_MSE.dat 9248
Int300_0_B10170001_MSE.dat 9248
Int300_0_B10180001_MSE.dat 9252
Int300_0_B10190001_MSE.dat 78884
Int300_0_B10200001_MSE.dat 78884
Int300_0_B10210001_MSE.dat 73892
Int300_0_B10220001_MSE.dat 77860
Int300_0_B10230001_MSE.dat 73764
Int300_0_B10240001_MSE.dat 66596
Int300_0_B10250001_MSE.dat 65588
Int300_0_B10260001_MSE.dat 66612
Int300_0_B10270001_MSE.dat 74804
Int300_0_B10280001_MSE.dat 66612
Int300_0_B10290001_MSE.dat 66612
Int300_0_B10300001_MSE.dat 66596
Int300_0_B10310001_MSE.dat 66592
Int300_0_B10320001_MSE.dat 66592
Int300_0_B10330001_MSE.dat 66592
Int300_0_B10340001_MSE.dat 1024
Int300_0_B10350001_MSE.dat 1184
Int300_0_B10360001_MSE.dat 66592
Int300_0_B10370001_MSE.dat 66592
Int300_0_B10380001_MSE.dat 66784
Int300_0_B10390001_MSE.dat 1248
Int300_0_B10400001_MSE.dat 1504
Int300_0_B10410001_MSE.dat 1472
Int300_0_B10420001_MSE.dat 1472
Int300_0_B10430001_MSE.dat 132576
Int300_0_B10440001_MSE.dat 1504
Int300_0_B10450001_MSE.dat 132544
Int300_0_B10460001_MSE.dat 132544
Int300_0_B10470001_MSE.dat 1216
Int300_0_B10480001_MSE.dat 1056
Int300_0_B10490001_MSE.dat 1120
Int300_0_B10500001_MSE.dat 1120
Int300_0_B10510001_MSE.dat 65600
Int300_0_B10520001_MSE.dat 66656
Int300_0_B10530001_MSE.dat 66624
Int300_0_B10540001_MSE.dat 65616
Int300_0_B10550001_MSE.dat 73840
Int300_0_B10560001_MSE.dat 65648
Int300_0_B10570001_MSE.dat 65616
Int300_0_B10580001_MSE.dat 73808
Int300_0_B10590001_MSE.dat 73824
Int300_0_B10600001_MSE.dat 66560
Int300_0_B10610001_MSE.dat 65552
Int300_0_B10620001_MSE.dat 65536
Int300_0_B10630001_MSE.dat 65536
Int300_0_B10640001_MSE.dat 196608
Int300_0_B10650001_MSE.dat 66560
Int300_0_B10660001_MSE.dat 68608
Int300_0_B10670001_MSE.dat 67584
Int300_0_B10680001_MSE.dat 68896
Int300_0_B10690001_MSE.dat 66592
Int300_0_B10700001_MSE.dat 66592
Int300_0_B10710001_MSE.dat 66592
Int300_0_B10720001_MSE.dat 68640
Int300_0_B10730001_MSE.dat 70688
Int300_0_B10740001_MSE.dat 70688
Int300_0_B10750001_MSE.dat 70944
Int300_0_B10760001_MSE.dat 1280
Int300_0_B10770001_MSE.dat 4128
Int300_0_B10780001_MSE.dat 69664
Int300_0_B10790001_MSE.dat 70688
Int300_0_B10800001_MSE.dat 72736
Int300_0_B10810001_MSE.dat 72740
Int300_0_B10820001_MSE.dat 72740
Int300_0_B10830001_MSE.dat 5156
Int300_0_B10840001_MSE.dat 5156
Int300_0_B10850001_MSE.dat 5156
Int300_0_B10860001_MSE.dat 5156
Int300_0_B10870001_MSE.dat 1060
Int300_0_B10880001_MSE.dat 136228
Int300_0_B10890001_MSE.dat 136228
Int300_0_B10900001_MSE.dat 132132
Int300_0_B10910001_MSE.dat 132132
Int300_0_B10920001_MSE.dat 132452
Int300_0_B10930001_MSE.dat 134500
Int300_0_B10940001_MSE.dat 134404
Int300_0_B10950001_MSE.dat 1183012
Int300_0_B10960001_MSE.dat 140548
Int300_0_B10970001_MSE.dat 9476
Int300_0_B10980001_MSE.dat 1180932
Int300_0_B10990001_MSE.dat 1181476
Int300_0_B11000001_MSE.dat 1181572
Int300_0_B99990001_MSE.dat 1181572
Int300_1_B10010001_MSE.dat 3672320
Int300_1_B10020001_MSE.dat 3670272
Int300_1_B10030001_MSE.dat 2625792
Int300_1_B10040001_MSE.dat 3145992
Int300_1_B10050001_MSE.dat 2621696
Int300_1_B10060001_MSE.dat 2627848
Int300_1_B10070001_MSE.dat 2621449
Int300_1_B10080001_MSE.dat 2097160
Int300_1_B10090001_MSE.dat 2101248
Int300_1_B10100001_MSE.dat 2099200
Int300_1_B10110001_MSE.dat 2623488
Int300_1_B10120001_MSE.dat 2623488
Int300_1_B10130001_MSE.dat 2099456
Int300_1_B10140001_MSE.dat 3148032
Int300_1_B10150001_MSE.dat 2097408
Int300_1_B10160001_MSE.dat 2097408
Int300_1_B10170001_MSE.dat 256
Int300_1_B10180001_MSE.dat 2099456
Int300_1_B10190001_MSE.dat 2304
Int300_1_B10200001_MSE.dat 2099200
Int300_1_B10210001_MSE.dat 2048
Int300_1_B10220001_MSE.dat 2048
Int300_1_B10230001_MSE.dat 2048
Int300_1_B10240001_MSE.dat 526336
Int300_1_B10250001_MSE.dat 526336
Int300_1_B10260001_MSE.dat 2623488
Int300_1_B10270001_MSE.dat 2623496
Int300_1_B10280001_MSE.dat 2623488
Int300_1_B10290001_MSE.dat 2623496
Int300_1_B10300001_MSE.dat 2623496
Int300_1_B10310001_MSE.dat 2623496
Int300_1_B10320001_MSE.dat 2623496
Int300_1_B10330001_MSE.dat 2623496
Int300_1_B10340001_MSE.dat 2623496
Int300_1_B10350001_MSE.dat 2623496
Int300_1_B10360001_MSE.dat 2621440
Int300_1_B10370001_MSE.dat 2621448
Int300_1_B10380001_MSE.dat 2621440
Int300_1_B10390001_MSE.dat 2621440
Int300_1_B10400001_MSE.dat 2099200
Int300_1_B10410001_MSE.dat 2099208
Int300_1_B10420001_MSE.dat 2097152
Int300_1_B10430001_MSE.dat 2097152
Int300_1_B10440001_MSE.dat 2097152
Int300_1_B10450001_MSE.dat 2097152
Int300_1_B10460001_MSE.dat 2097152
Int300_1_B10470001_MSE.dat 2097152
Int300_1_B10480001_MSE.dat 2097152
Int300_1_B10490001_MSE.dat 2097152
Int300_1_B10500001_MSE.dat 2097152
Int300_1_B10510001_MSE.dat 2097152
Int300_1_B10520001_MSE.dat 2097152
Int300_1_B10530001_MSE.dat 0
Int300_1_B10540001_MSE.dat 0
Int300_1_B10550001_MSE.dat 0
Int300_1_B10560001_MSE.dat 2097152
Int300_1_B10570001_MSE.dat 2097152
Int300_1_B10580001_MSE.dat 2097152
Int300_1_B10590001_MSE.dat 2097152
Int300_1_B10600001_MSE.dat 0
Int300_1_B10610001_MSE.dat 0
Int300_1_B10620001_MSE.dat 0
Int300_1_B10630001_MSE.dat 0
Int300_1_B10640001_MSE.dat 0
Int300_1_B10650001_MSE.dat 0
Int300_1_B10660001_MSE.dat 2097152
Int300_1_B10670001_MSE.dat 2097152
Int300_1_B10680001_MSE.dat 2097152
Int300_1_B10690001_MSE.dat 0
Int300_1_B10700001_MSE.dat 0
Int300_1_B10710001_MSE.dat 0
Int300_1_B10720001_MSE.dat 0
Int300_1_B10730001_MSE.dat 2097152
Int300_1_B10740001_MSE.dat 2097152
Int300_1_B10750001_MSE.dat 2097160
Int300_1_B10760001_MSE.dat 8
Int300_1_B10770001_MSE.dat 2097160
Int300_1_B10780001_MSE.dat 2097160
Int300_1_B10790001_MSE.dat 2097161
Int300_1_B10800001_MSE.dat 2097160
Int300_1_B10810001_MSE.dat 2097161
Int300_1_B10820001_MSE.dat 2621449
Int300_1_B10830001_MSE.dat 2621449
Int300_1_B10840001_MSE.dat 2623496
Int300_1_B10850001_MSE.dat 2621448
Int300_1_B10860001_MSE.dat 2105352
Int300_1_B10870001_MSE.dat 2105352
Int300_1_B10880001_MSE.dat 2105352
Int300_1_B10890001_MSE.dat 2629640
Int300_1_B10900001_MSE.dat 2629640
