1 | 0.244373 | + | | 
2 | 0.216551 | + | | 
3 | 0.215876 | + | | 
4 | 0.216933 | + | | 
5 | 0.215835 | + | | 
6 | 0.221169 | + | | 
7 | 0.197271 | + | | 
8 | 0.221928 | + | | 
9 | 0.176302 | + | | 
10 | 0.178016 | + | | 
11 | 0.178583 | + | | 
12 | 0.180779 | + | | 
13 | 0.180037 | + | | 
14 | 0.183379 | + | | 
15 | 0.189618 | + | | 
16 | 0.192050 | + | | 
17 | 0.252780 | + | | 
18 | 0.193390 | + | | 
19 | 0.263256 | + | | 
20 | 0.258484 | + | | 
21 | 0.255068 | + | | 
22 | 0.253754 | + | | 
23 | 0.241292 | + | | 
24 | 0.244213 | + | | 
25 | 0.245313 | + | | 
26 | 0.260196 | + | | 
27 | 0.262246 | + | | 
28 | 0.261302 | + | | 
29 | 0.262703 | + | | 
30 | 0.262254 | + | | 
31 | 0.267909 | + | | 
32 | 0.229180 | + | | 
33 | 0.256544 | + | | 
34 | 0.256429 | + | | 
35 | 0.257542 | + | | 
36 | 0.257727 | + | | 
37 | 0.256176 | + | | 
38 | 0.252286 | + | | 
39 | 0.253345 | + | | 
40 | 0.211792 | + | | 
41 | 0.256257 | + | | 
42 | 0.254606 | + | | 
43 | 0.234568 | + | | 
44 | 0.234928 | + | | 
45 | 0.235376 | + | | 
46 | 0.236217 | + | | 
47 | 0.235072 | + | | 
48 | 0.234872 | + | | 
49 | 0.269876 | + | | 
50 | 0.271220 | + | | 
51 | 0.272831 | + | | 
52 | 0.271986 | + | | 
53 | 0.268154 | + | | 
54 | 0.232719 | + | | 
55 | 0.234657 | + | | 
56 | 0.236358 | + | | 
57 | 0.238637 | + | | 
58 | 0.234360 | + | | 
59 | 0.235262 | + | | 
60 | 0.236896 | + | | 
61 | 0.239091 | + | | 
62 | 0.239688 | + | | 
63 | 0.239909 | + | | 
64 | 0.249668 | + | | 
65 | 0.242837 | + | | 
66 | 0.252112 | + | | 
67 | 0.242353 | + | | 
68 | 0.242243 | + | | 
69 | 0.240538 | + | | 
70 | 0.240913 | + | | 
71 | 0.237660 | + | | 
72 | 0.239859 | + | | 
73 | 0.242751 | + | | 
74 | 0.239250 | + | | 
75 | 0.238197 | + | | 
76 | 0.240679 | + | | 
77 | 0.244698 | + | | 
78 | 0.244643 | + | | 
79 | 0.232560 | + | | 
80 | 0.230810 | + | | 
81 | 0.231116 | + | | 
82 | 0.239039 | + | | 
83 | 0.238222 | + | | 
84 | 0.229210 | + | | 
85 | 0.236451 | + | | 
86 | 0.239097 | + | | 
87 | 0.178936 | + | | 
88 | 0.178960 | + | | 
89 | 0.221797 | + | | 
90 | 0.248832 | + | | 
91 | 0.222324 | + | | 
92 | 0.237835 | + | | 
93 | 0.237795 | + | | 
94 | 0.237721 | + | | 
95 | 0.237356 | + | | 
96 | 0.237223 | + | | 
97 | 0.243165 | + | | 
98 | 0.243772 | + | | 
99 | 0.231941 | + | | 
100 | 0.232540 | + | | 
101 | 0.232080 | + | | 
102 | 0.232080 | + | | 
103 | 0.192007 | + | | 
104 | 0.211387 | + | | 
105 | 0.217638 | + | | 
106 | 0.215398 | + | | 
107 | 0.189435 | + | | 
108 | 0.255657 | + | | 
109 | 0.219059 | + | | 
110 | 0.246375 | + | | 
111 | 0.264150 | + | | 
112 | 0.224906 | + | | 
113 | 0.227814 | + | | 
114 | 0.218282 | + | | 
115 | 0.217616 | + | | 
116 | 0.222626 | + | | 
117 | 0.228753 | + | | 
118 | 0.230744 | + | | 
119 | 0.227961 | + | | 
120 | 0.236082 | + | | 
121 | 0.255151 | + | | 
122 | 0.240546 | + | | 
123 | 0.253042 | + | | 
124 | 0.249232 | + | | 
125 | 0.246429 | + | | 
126 | 0.249445 | + | | 
127 | 0.243567 | + | | 
128 | 0.244370 | + | | 
129 | 0.249255 | + | | 
130 | 0.252146 | + | | 
131 | 0.249996 | + | | 
132 | 0.268012 | + | | 
133 | 0.267800 | + | | 
134 | 0.229652 | + | | 
135 | 0.266327 | + | | 
136 | 0.260260 | + | | 
137 | 0.201731 | + | | 
138 | 0.196263 | + | | 
139 | 0.192057 | + | | 
140 | 0.184898 | + | | 
141 | 0.180584 | + | | 
142 | 0.183630 | + | | 
143 | 0.181110 | + | | 
144 | 0.179658 | + | | 
145 | 0.184116 | + | | 
146 | 0.207507 | + | | 
147 | 0.209189 | + | | 
148 | 0.213068 | + | | 
149 | 0.209287 | + | | 
150 | 0.210123 | + | | 
151 | 0.205627 | + | | 
152 | 0.266577 | + | | 
153 | 0.204039 | + | | 
154 | 0.202712 | + | | 
155 | 0.257891 | + | | 
156 | 0.258582 | + | | 
157 | 0.257823 | + | | 
158 | 0.256146 | + | | 
159 | 0.260900 | + | | 
160 | 0.259909 | + | | 
161 | 0.209404 | + | | 
162 | 0.210350 | + | | 
163 | 0.209515 | + | | 
164 | 0.212777 | + | | 
165 | 0.254841 | + | | 
166 | 0.214518 | + | | 
167 | 0.212866 | + | | 
168 | 0.212798 | + | | 
169 | 0.196767 | + | | 
170 | 0.199008 | + | | 
171 | 0.206868 | + | | 
172 | 0.205918 | + | | 
173 | 0.208233 | + | | 
174 | 0.210463 | + | | 
175 | 0.213512 | + | | 
176 | 0.183812 | + | | 
177 | 0.181609 | + | | 
178 | 0.254873 | + | | 
179 | 0.249842 | + | | 
180 | 0.246125 | + | | 
181 | 0.242654 | + | | 
182 | 0.240492 | + | | 
183 | 0.176384 | + | | 
184 | 0.177981 | + | | 
185 | 0.176209 | + | | 
186 | 0.184490 | + | | 
187 | 0.186123 | + | | 
188 | 0.186730 | + | | 
189 | 0.186361 | + | | 
190 | 0.182324 | + | | 
191 | 0.181849 | + | | 
192 | 0.182113 | + | | 
193 | 0.179335 | + | | 
194 | 0.177302 | + | | 
195 | 0.177669 | + | | 
196 | 0.220836 | + | | 
197 | 0.174088 | + | | 
198 | 0.173371 | + | | 
199 | 0.172413 | + | | 
200 | 0.172979 | + | | 
201 | 0.170531 | + | | 
202 | 0.215884 | + | | 
203 | 0.215884 | + | | 
204 | 0.244537 | + | | 
205 | 0.258566 | + | | 
206 | 0.202358 | + | | 
207 | 0.201072 | + | | 
208 | 0.200391 | + | | 
209 | 0.203124 | + | | 
210 | 0.250882 | + | | 
211 | 0.249145 | + | | 
212 | 0.250564 | + | | 
213 | 0.251966 | + | | 
214 | 0.252119 | + | | 
215 | 0.260286 | + | | 
216 | 0.265287 | + | | 
217 | 0.245292 | + | | 
218 | 0.241737 | + | | 
219 | 0.241189 | + | | 
220 | 0.255426 | + | | 
221 | 0.198904 | + | | 
222 | 0.253813 | + | | 
223 | 0.254348 | + | | 
224 | 0.252728 | + | | 
225 | 0.254330 | + | | 
226 | 0.242790 | + | | 
227 | 0.244909 | + | | 
228 | 0.247520 | + | | 
229 | 0.249122 | + | | 
230 | 0.253577 | + | | 
231 | 0.255151 | + | | 
232 | 0.255663 | + | | 
233 | 0.257591 | + | | 
234 | 0.255559 | + | | 
235 | 0.255944 | + | | 
236 | 0.254181 | + | | 
237 | 0.255464 | + | | 
238 | 0.256191 | + | | 
239 | 0.258066 | + | | 
240 | 0.245695 | + | | 
241 | 0.255849 | + | | 
242 | 0.274173 | + | | 
243 | 0.278685 | + | | 
244 | 0.275626 | + | | 
245 | 0.292865 | + | | 
246 | 0.288102 | + | | 
247 | 0.267980 | + | | 
248 | 0.258319 | + | | 
249 | 0.277384 | + | | 
250 | 0.277682 | + | | 
251 | 0.252915 | + | | 
252 | 0.247612 | + | | 
253 | 0.261150 | + | | 
254 | 0.256574 | + | | 
255 | 0.254001 | + | | 
256 | 0.251982 | + | | 
257 | 0.250067 | + | | 
258 | 0.253121 | + | | 
259 | 0.240200 | + | | 
260 | 0.241321 | + | | 
261 | 0.240738 | + | | 
262 | 0.236638 | + | | 
263 | 0.235213 | + | | 
264 | 0.231107 | + | | 
265 | 0.233053 | + | | 
266 | 0.232470 | + | | 
267 | 0.231419 | + | | 
268 | 0.235128 | + | | 
269 | 0.234350 | + | | 
270 | 0.235192 | + | | 
271 | 0.233098 | + | | 
272 | 0.234672 | + | | 
273 | 0.231744 | + | | 
274 | 0.233830 | + | | 
275 | 0.237429 | + | | 
276 | 0.238968 | + | | 
277 | 0.244239 | + | | 
278 | 0.248108 | + | | 
279 | 0.240991 | + | | 
280 | 0.249376 | + | | 
281 | 0.249179 | + | | 
282 | 0.243303 | + | | 
283 | 0.243841 | + | | 
284 | 0.243645 | + | | 
285 | 0.242898 | + | | 
286 | 0.247170 | + | | 
287 | 0.246943 | + | | 
288 | 0.249513 | + | | 
289 | 0.254596 | + | | 
290 | 0.256343 | + | | 
291 | 0.255668 | + | | 
292 | 0.258641 | + | | 
293 | 0.264360 | + | | 
294 | 0.274840 | + | | 
295 | 0.262326 | + | | 
296 | 0.261202 | + | | 
297 | 0.263483 | + | | 
298 | 0.268286 | + | | 
299 | 0.269875 | + | | 
300 | 0.270241 | + | | 
301 | 0.249897 | + | | 
302 | 0.245384 | + | | 
303 | 0.245371 | + | | 
304 | 0.245371 | + | | 
305 | 0.238837 | + | | 
306 | 0.236871 | + | | 
307 | 0.235571 | + | | 
308 | 0.238842 | + | | 
309 | 0.241354 | + | | 
310 | 0.238855 | + | | 
311 | 0.235591 | + | | 
312 | 0.237458 | + | | 
313 | 0.223688 | + | | 
314 | 0.234281 | + | | 
315 | 0.232054 | + | | 
316 | 0.234515 | + | | 
317 | 0.230051 | + | | 
318 | 0.227584 | + | | 
319 | 0.234032 | + | | 
320 | 0.233895 | + | | 
321 | 0.230143 | + | | 
322 | 0.228844 | + | | 
323 | 0.226434 | + | | 
324 | 0.225511 | + | | 
325 | 0.232814 | + | | 
326 | 0.232754 | + | | 
327 | 0.232198 | + | | 
328 | 0.233730 | + | | 
329 | 0.236996 | + | | 
330 | 0.233432 | + | | 
331 | 0.240187 | + | | 
332 | 0.237369 | + | | 
333 | 0.236885 | + | | 
334 | 0.239527 | + | | 
335 | 0.235924 | + | | 
336 | 0.238688 | + | | 
337 | 0.239840 | + | | 
338 | 0.242886 | + | | 
339 | 0.239880 | + | | 
340 | 0.249910 | + | | 
341 | 0.242899 | + | | 
342 | 0.242261 | + | | 
343 | 0.243912 | + | | 
344 | 0.248330 | + | | 
345 | 0.247005 | + | | 
346 | 0.244817 | + | | 
347 | 0.246746 | + | | 
348 | 0.237656 | + | | 
349 | 0.234946 | + | | 
350 | 0.231862 | + | | 
351 | 0.246061 | + | | 
352 | 0.230724 | + | | 
353 | 0.230023 | + | | 
354 | 0.250783 | + | | 
355 | 0.233111 | + | | 
356 | 0.234452 | + | | 
357 | 0.251346 | + | | 
358 | 0.248095 | + | | 
359 | 0.242592 | + | | 
360 | 0.240847 | + | | 
361 | 0.247278 | + | | 
362 | 0.267516 | + | | 
363 | 0.263379 | + | | 
364 | 0.256165 | + | | 
365 | 0.251830 | + | | 
366 | 0.258145 | + | | 
367 | 0.259863 | + | | 
368 | 0.253085 | + | | 
369 | 0.253390 | + | | 
370 | 0.247737 | + | | 
371 | 0.250487 | + | | 
372 | 0.262716 | + | | 
373 | 0.260907 | + | | 
374 | 0.255267 | + | | 
375 | 0.257306 | + | | 
376 | 0.257773 | + | | 
377 | 0.261465 | + | | 
378 | 0.255053 | + | | 
379 | 0.238358 | + | | 
380 | 0.260888 | + | | 
