1 | 0.186678 | + | | 
2 | 0.189360 | + | | 
3 | 0.188601 | + | | 
4 | 0.193153 | + | | 
5 | 0.194154 | + | | 
6 | 0.195369 | + | | 
7 | 0.192239 | + | | 
8 | 0.193217 | + | | 
9 | 0.193272 | + | | 
10 | 0.195479 | + | | 
11 | 0.196469 | + | | 
12 | 0.195344 | + | | 
13 | 0.197210 | + | | 
14 | 0.198093 | + | | 
15 | 0.199476 | + | | 
16 | 0.200745 | + | | 
17 | 0.197622 | + | | 
18 | 0.196291 | + | | 
19 | 0.196473 | + | | 
20 | 0.196142 | + | | 
21 | 0.197543 | + | | 
22 | 0.196796 | + | | 
23 | 0.199896 | + | | 
24 | 0.200499 | + | | 
25 | 0.202067 | + | | 
26 | 0.204113 | + | | 
27 | 0.205954 | + | | 
28 | 0.196411 | + | | 
29 | 0.193621 | + | | 
30 | 0.191652 | + | | 
31 | 0.193377 | + | | 
32 | 0.192350 | + | | 
33 | 0.187020 | + | | 
34 | 0.186171 | + | | 
35 | 0.186402 | + | | 
36 | 0.188619 | + | | 
37 | 0.189940 | + | | 
38 | 0.189424 | + | | 
39 | 0.190372 | + | | 
40 | 0.188875 | + | | 
41 | 0.205613 | + | | 
42 | 0.191009 | + | | 
43 | 0.185397 | + | | 
44 | 0.189576 | + | | 
45 | 0.188235 | + | | 
46 | 0.189210 | + | | 
47 | 0.162479 | + | | 
48 | 0.180465 | + | | 
49 | 0.189205 | + | | 
50 | 0.179264 | + | | 
51 | 0.180745 | + | | 
52 | 0.180613 | + | | 
53 | 0.200594 | + | | 
54 | 0.165852 | + | | 
55 | 0.202261 | + | | 
56 | 0.204510 | + | | 
57 | 0.206066 | + | | 
58 | 0.203206 | + | | 
59 | 0.196218 | + | | 
60 | 0.202308 | + | | 
61 | 0.203672 | + | | 
62 | 0.205259 | + | | 
63 | 0.205517 | + | | 
64 | 0.204658 | + | | 
65 | 0.203291 | + | | 
66 | 0.199891 | + | | 
67 | 0.200193 | + | | 
68 | 0.201605 | + | | 
69 | 0.198263 | + | | 
70 | 0.195888 | + | | 
71 | 0.199234 | + | | 
72 | 0.202000 | + | | 
73 | 0.195782 | + | | 
74 | 0.201294 | + | | 
75 | 0.204543 | + | | 
76 | 0.165939 | + | | 
77 | 0.166729 | + | | 
78 | 0.180438 | + | | 
79 | 0.180281 | + | | 
80 | 0.181750 | + | | 
81 | 0.180362 | + | | 
82 | 0.179561 | + | | 
83 | 0.174480 | + | | 
84 | 0.177406 | + | | 
85 | 0.178195 | + | | 
86 | 0.177826 | + | | 
87 | 0.172341 | + | | 
88 | 0.170626 | + | | 
89 | 0.171562 | + | | 
90 | 0.174036 | + | | 
91 | 0.174348 | + | | 
92 | 0.174880 | + | | 
93 | 0.175472 | + | | 
94 | 0.177905 | + | | 
95 | 0.180296 | + | | 
96 | 0.180364 | + | | 
97 | 0.179099 | + | | 
98 | 0.179319 | + | | 
99 | 0.181694 | + | | 
100 | 0.181315 | + | | 
101 | 0.186312 | + | | 
102 | 0.186312 | + | | 
103 | 0.201944 | + | | 
104 | 0.200864 | + | | 
105 | 0.200686 | + | | 
106 | 0.200003 | + | | 
107 | 0.203751 | + | | 
108 | 0.206922 | + | | 
109 | 0.207998 | + | | 
110 | 0.211099 | + | | 
111 | 0.211069 | + | | 
112 | 0.211096 | + | | 
113 | 0.211713 | + | | 
114 | 0.214566 | + | | 
115 | 0.214967 | + | | 
116 | 0.219624 | + | | 
117 | 0.222198 | + | | 
118 | 0.219429 | + | | 
119 | 0.222265 | + | | 
120 | 0.224207 | + | | 
121 | 0.223023 | + | | 
122 | 0.224554 | + | | 
123 | 0.224202 | + | | 
124 | 0.220106 | + | | 
125 | 0.216276 | + | | 
126 | 0.219872 | + | | 
127 | 0.215358 | + | | 
128 | 0.215550 | + | | 
129 | 0.216061 | + | | 
130 | 0.221322 | + | | 
131 | 0.222776 | + | | 
132 | 0.223900 | + | | 
133 | 0.222504 | + | | 
134 | 0.221986 | + | | 
135 | 0.226463 | + | | 
136 | 0.218122 | + | | 
137 | 0.213210 | + | | 
138 | 0.209010 | + | | 
139 | 0.204317 | + | | 
140 | 0.199995 | + | | 
141 | 0.197216 | + | | 
142 | 0.200168 | + | | 
143 | 0.202952 | + | | 
144 | 0.204177 | + | | 
145 | 0.207187 | + | | 
146 | 0.211740 | + | | 
147 | 0.212211 | + | | 
148 | 0.213754 | + | | 
149 | 0.208832 | + | | 
150 | 0.204821 | + | | 
151 | 0.205945 | + | | 
152 | 0.203292 | + | | 
153 | 0.194893 | + | | 
154 | 0.200982 | + | | 
155 | 0.202477 | + | | 
156 | 0.196875 | + | | 
157 | 0.194545 | + | | 
158 | 0.195921 | + | | 
159 | 0.199387 | + | | 
160 | 0.202275 | + | | 
161 | 0.197394 | + | | 
162 | 0.183616 | + | | 
163 | 0.199937 | + | | 
164 | 0.201883 | + | | 
165 | 0.205015 | + | | 
166 | 0.206152 | + | | 
167 | 0.202738 | + | | 
168 | 0.204351 | + | | 
169 | 0.204073 | + | | 
170 | 0.208272 | + | | 
171 | 0.206294 | + | | 
172 | 0.199933 | + | | 
173 | 0.197730 | + | | 
174 | 0.197874 | + | | 
175 | 0.194958 | + | | 
176 | 0.190732 | + | | 
177 | 0.187362 | + | | 
178 | 0.185206 | + | | 
179 | 0.187491 | + | | 
180 | 0.168614 | + | | 
181 | 0.181510 | + | | 
182 | 0.186097 | + | | 
183 | 0.188928 | + | | 
184 | 0.185976 | + | | 
185 | 0.186739 | + | | 
186 | 0.166016 | + | | 
187 | 0.184885 | + | | 
188 | 0.187895 | + | | 
189 | 0.167207 | + | | 
190 | 0.164393 | + | | 
191 | 0.164674 | + | | 
192 | 0.162895 | + | | 
193 | 0.160546 | + | | 
194 | 0.158558 | + | | 
195 | 0.158741 | + | | 
196 | 0.156698 | + | | 
197 | 0.154484 | + | | 
198 | 0.155393 | + | | 
199 | 0.154859 | + | | 
200 | 0.170123 | + | | 
201 | 0.169181 | + | | 
202 | 0.171038 | + | | 
203 | 0.171038 | + | | 
204 | 0.168945 | + | | 
205 | 0.168159 | + | | 
206 | 0.168968 | + | | 
207 | 0.168059 | + | | 
208 | 0.184891 | + | | 
209 | 0.169754 | + | | 
210 | 0.168739 | + | | 
211 | 0.169407 | + | | 
212 | 0.192392 | + | | 
213 | 0.184177 | + | | 
214 | 0.188255 | + | | 
215 | 0.185902 | + | | 
216 | 0.186066 | + | | 
217 | 0.187287 | + | | 
218 | 0.190169 | + | | 
219 | 0.189886 | + | | 
220 | 0.186000 | + | | 
221 | 0.186973 | + | | 
222 | 0.192404 | + | | 
223 | 0.193428 | + | | 
224 | 0.198454 | + | | 
225 | 0.198034 | + | | 
226 | 0.205658 | + | | 
227 | 0.207036 | + | | 
228 | 0.205229 | + | | 
229 | 0.195749 | + | | 
230 | 0.210942 | + | | 
231 | 0.217336 | + | | 
232 | 0.204987 | + | | 
233 | 0.218371 | + | | 
234 | 0.219230 | + | | 
235 | 0.221232 | + | | 
236 | 0.194944 | + | | 
237 | 0.223717 | + | | 
238 | 0.203430 | + | | 
239 | 0.205007 | + | | 
240 | 0.206314 | + | | 
241 | 0.206113 | + | | 
242 | 0.211739 | + | | 
243 | 0.217785 | + | | 
244 | 0.218731 | + | | 
245 | 0.222826 | + | | 
246 | 0.232964 | + | | 
247 | 0.235769 | + | | 
248 | 0.233424 | + | | 
249 | 0.235758 | + | | 
250 | 0.230673 | + | | 
251 | 0.227617 | + | | 
252 | 0.218993 | + | | 
253 | 0.218057 | + | | 
254 | 0.212239 | + | | 
255 | 0.206226 | + | | 
256 | 0.203850 | + | | 
257 | 0.209600 | + | | 
258 | 0.210407 | + | | 
259 | 0.208891 | + | | 
260 | 0.209950 | + | | 
261 | 0.210770 | + | | 
262 | 0.202770 | + | | 
263 | 0.199961 | + | | 
264 | 0.201785 | + | | 
265 | 0.204987 | + | | 
266 | 0.204275 | + | | 
267 | 0.206118 | + | | 
268 | 0.194943 | + | | 
269 | 0.192835 | + | | 
270 | 0.190882 | + | | 
271 | 0.189113 | + | | 
272 | 0.200830 | + | | 
273 | 0.193460 | + | | 
274 | 0.193995 | + | | 
275 | 0.196312 | + | | 
276 | 0.209542 | + | | 
277 | 0.202915 | + | | 
278 | 0.212767 | + | | 
279 | 0.204639 | + | | 
280 | 0.208382 | + | | 
281 | 0.210057 | + | | 
282 | 0.219565 | + | | 
283 | 0.209929 | + | | 
284 | 0.212007 | + | | 
285 | 0.208651 | + | | 
286 | 0.219451 | + | | 
287 | 0.218774 | + | | 
288 | 0.210755 | + | | 
289 | 0.216134 | + | | 
290 | 0.208410 | + | | 
291 | 0.214421 | + | | 
292 | 0.214516 | + | | 
293 | 0.213431 | + | | 
294 | 0.212146 | + | | 
295 | 0.208909 | + | | 
296 | 0.208678 | + | | 
297 | 0.209731 | + | | 
298 | 0.211379 | + | | 
299 | 0.209238 | + | | 
300 | 0.208164 | + | | 
301 | 0.203271 | + | | 
302 | 0.203891 | + | | 
303 | 0.199367 | + | | 
304 | 0.199367 | + | | 
