1 | 0.205302 | + | | 
2 | 0.289012 | + | | 
3 | 0.290082 | + | | 
4 | 0.295083 | + | | 
5 | 0.289853 | + | | 
6 | 0.184898 | + | | 
7 | 0.273810 | + | | 
8 | 0.234191 | + | | 
9 | 0.290435 | + | | 
10 | 0.223769 | + | | 
11 | 0.282479 | + | | 
12 | 0.234416 | + | | 
13 | 0.235419 | + | | 
14 | 0.182056 | + | | 
15 | 0.179764 | + | | 
16 | 0.182805 | + | | 
17 | 0.274793 | + | | 
18 | 0.181091 | + | | 
19 | 0.279444 | + | | 
20 | 0.281823 | + | | 
21 | 0.281671 | + | | 
22 | 0.284453 | + | | 
23 | 0.177598 | + | | 
24 | 0.179755 | + | | 
25 | 0.180139 | + | | 
26 | 0.183376 | + | | 
27 | 0.184554 | + | | 
28 | 0.184273 | + | | 
29 | 0.183448 | + | | 
30 | 0.182366 | + | | 
31 | 0.181989 | + | | 
32 | 0.181170 | + | | 
33 | 0.183767 | + | | 
34 | 0.181346 | + | | 
35 | 0.179177 | + | | 
36 | 0.177618 | + | | 
37 | 0.173959 | + | | 
38 | 0.170166 | + | | 
39 | 0.170561 | + | | 
40 | 0.172613 | + | | 
41 | 0.174198 | + | | 
42 | 0.177417 | + | | 
43 | 0.180004 | + | | 
44 | 0.176308 | + | | 
45 | 0.175396 | + | | 
46 | 0.177341 | + | | 
47 | 0.175925 | + | | 
48 | 0.175439 | + | | 
49 | 0.173095 | + | | 
50 | 0.170814 | + | | 
51 | 0.171188 | + | | 
52 | 0.169077 | + | | 
53 | 0.168736 | + | | 
54 | 0.169371 | + | | 
55 | 0.291146 | + | | 
56 | 0.287091 | + | | 
57 | 0.165613 | + | | 
58 | 0.164184 | + | | 
59 | 0.159303 | + | | 
60 | 0.157477 | + | | 
61 | 0.158234 | + | | 
62 | 0.299183 | + | | 
63 | 0.293514 | + | | 
64 | 0.284603 | + | | 
65 | 0.281117 | + | | 
66 | 0.286540 | + | | 
67 | 0.290195 | + | | 
68 | 0.282963 | + | | 
69 | 0.283556 | + | | 
70 | 0.276639 | + | | 
71 | 0.283872 | + | | 
72 | 0.289949 | + | | 
73 | 0.290822 | + | | 
74 | 0.292209 | + | | 
75 | 0.295478 | + | | 
76 | 0.293239 | + | | 
77 | 0.294375 | + | | 
78 | 0.293075 | + | | 
79 | 0.296296 | + | | 
80 | 0.300080 | + | | 
81 | 0.302520 | + | | 
82 | 0.303610 | + | | 
83 | 0.301266 | + | | 
84 | 0.303868 | + | | 
85 | 0.304360 | + | | 
86 | 0.305921 | + | | 
87 | 0.301887 | + | | 
88 | 0.300495 | + | | 
89 | 0.305723 | + | | 
90 | 0.305460 | + | | 
91 | 0.306438 | + | | 
